country,country_name,country_id,year,family,seat_share,cabinet_share
CZE,Czech Republic,68,2019,agr,0,0
CZE,Czech Republic,68,2019,chr,5,0
CZE,Czech Republic,68,2019,com,7.5,0
CZE,Czech Republic,68,2019,con,16,0
CZE,Czech Republic,68,2019,eco,0,0
CZE,Czech Republic,68,2019,lib,39,83.9
CZE,Czech Republic,68,2019,other,14,0
CZE,Czech Republic,68,2019,right,11,0
CZE,Czech Republic,68,2019,soc,7.5,16.1
CZE,Czech Republic,68,2020,agr,0,0
CZE,Czech Republic,68,2020,chr,5,0
CZE,Czech Republic,68,2020,com,7.5,0
CZE,Czech Republic,68,2020,con,16,0
CZE,Czech Republic,68,2020,eco,0,0
CZE,Czech Republic,68,2020,lib,39,83.9
CZE,Czech Republic,68,2020,other,14,0
CZE,Czech Republic,68,2020,right,11,0
CZE,Czech Republic,68,2020,soc,7.5,16.1
DNK,Denmark,21,1902,agr,0,0
DNK,Denmark,21,1902,chr,0,0
DNK,Denmark,21,1902,com,0,0
DNK,Denmark,21,1902,con,7,0
DNK,Denmark,21,1902,eco,0,0
DNK,Denmark,21,1902,lib,80.7,100
DNK,Denmark,21,1902,other,0,0
DNK,Denmark,21,1902,right,0,0
DNK,Denmark,21,1902,soc,12.3,0
DNK,Denmark,21,1903,agr,0,0
DNK,Denmark,21,1903,chr,0,0
DNK,Denmark,21,1903,com,0,0
DNK,Denmark,21,1903,con,7,0
DNK,Denmark,21,1903,eco,0,0
DNK,Denmark,21,1903,lib,80.7,100
DNK,Denmark,21,1903,other,0,0
DNK,Denmark,21,1903,right,0,0
DNK,Denmark,21,1903,soc,12.3,0
DNK,Denmark,21,1904,agr,0,0
DNK,Denmark,21,1904,chr,0,0
DNK,Denmark,21,1904,com,0,0
DNK,Denmark,21,1904,con,10.5,0
DNK,Denmark,21,1904,eco,0,0
DNK,Denmark,21,1904,lib,74.6,100
DNK,Denmark,21,1904,other,0.9,0
DNK,Denmark,21,1904,right,0,0
DNK,Denmark,21,1904,soc,14,0
DNK,Denmark,21,1905,agr,0,0
DNK,Denmark,21,1905,chr,0,0
DNK,Denmark,21,1905,com,0,0
DNK,Denmark,21,1905,con,10.5,0
DNK,Denmark,21,1905,eco,0,0
DNK,Denmark,21,1905,lib,74.6,100
DNK,Denmark,21,1905,other,0.9,0
DNK,Denmark,21,1905,right,0,0
DNK,Denmark,21,1905,soc,14,0
DNK,Denmark,21,1906,agr,0,0
DNK,Denmark,21,1906,chr,0,0
DNK,Denmark,21,1906,com,0,0
DNK,Denmark,21,1906,con,10.5,0
DNK,Denmark,21,1906,eco,0,0
DNK,Denmark,21,1906,lib,74.6,100
DNK,Denmark,21,1906,other,0.9,0
DNK,Denmark,21,1906,right,0,0
DNK,Denmark,21,1906,soc,14,0
DNK,Denmark,21,1907,agr,0,0
DNK,Denmark,21,1907,chr,0,0
DNK,Denmark,21,1907,com,0,0
DNK,Denmark,21,1907,con,10.5,0
DNK,Denmark,21,1907,eco,0,0
DNK,Denmark,21,1907,lib,64.9,100
DNK,Denmark,21,1907,other,3.5,0
DNK,Denmark,21,1907,right,0,0
DNK,Denmark,21,1907,soc,21.1,0
DNK,Denmark,21,1908,agr,0,0
DNK,Denmark,21,1908,chr,0,0
DNK,Denmark,21,1908,com,0,0
DNK,Denmark,21,1908,con,10.5,0
DNK,Denmark,21,1908,eco,0,0
DNK,Denmark,21,1908,lib,64.9,100
DNK,Denmark,21,1908,other,3.5,0
DNK,Denmark,21,1908,right,0,0
DNK,Denmark,21,1908,soc,21.1,0
DNK,Denmark,21,1909,agr,0,0
DNK,Denmark,21,1909,chr,0,0
DNK,Denmark,21,1909,com,0,0
DNK,Denmark,21,1909,con,10.5,0
DNK,Denmark,21,1909,eco,0,0
DNK,Denmark,21,1909,lib,64.9,100
DNK,Denmark,21,1909,other,3.5,0
DNK,Denmark,21,1909,right,0,0
DNK,Denmark,21,1909,soc,21.1,0
DNK,Denmark,21,1910,agr,0,0
DNK,Denmark,21,1910,chr,0,0
DNK,Denmark,21,1910,com,0,0
DNK,Denmark,21,1910,con,18.4,0
DNK,Denmark,21,1910,eco,0,0
DNK,Denmark,21,1910,lib,55.3,100
DNK,Denmark,21,1910,other,5.3,0
DNK,Denmark,21,1910,right,0,0
DNK,Denmark,21,1910,soc,21.1,0
DNK,Denmark,21,1911,agr,0,0
DNK,Denmark,21,1911,chr,0,0
DNK,Denmark,21,1911,com,0,0
DNK,Denmark,21,1911,con,11.4,0
DNK,Denmark,21,1911,eco,0,0
DNK,Denmark,21,1911,lib,67.5,100
DNK,Denmark,21,1911,other,0,0
DNK,Denmark,21,1911,right,0,0
DNK,Denmark,21,1911,soc,21.1,0
DNK,Denmark,21,1912,agr,0,0
DNK,Denmark,21,1912,chr,0,0
DNK,Denmark,21,1912,com,0,0
DNK,Denmark,21,1912,con,11.4,0
DNK,Denmark,21,1912,eco,0,0
DNK,Denmark,21,1912,lib,67.5,100
DNK,Denmark,21,1912,other,0,0
DNK,Denmark,21,1912,right,0,0
DNK,Denmark,21,1912,soc,21.1,0
DNK,Denmark,21,1913,agr,0,0
DNK,Denmark,21,1913,chr,0,0
DNK,Denmark,21,1913,com,0,0
DNK,Denmark,21,1913,con,11.4,0
DNK,Denmark,21,1913,eco,0,0
DNK,Denmark,21,1913,lib,67.5,100
DNK,Denmark,21,1913,other,0,0
DNK,Denmark,21,1913,right,0,0
DNK,Denmark,21,1913,soc,21.1,0
DNK,Denmark,21,1914,agr,0,0
DNK,Denmark,21,1914,chr,0,0
DNK,Denmark,21,1914,com,0,0
DNK,Denmark,21,1914,con,6.1,0
DNK,Denmark,21,1914,eco,0,0
DNK,Denmark,21,1914,lib,65.8,100
DNK,Denmark,21,1914,other,0,0
DNK,Denmark,21,1914,right,0,0
DNK,Denmark,21,1914,soc,28.1,0
DNK,Denmark,21,1915,agr,0,0
DNK,Denmark,21,1915,chr,0,0
DNK,Denmark,21,1915,com,0,0
DNK,Denmark,21,1915,con,6.1,0
DNK,Denmark,21,1915,eco,0,0
DNK,Denmark,21,1915,lib,65.8,100
DNK,Denmark,21,1915,other,0,0
DNK,Denmark,21,1915,right,0,0
DNK,Denmark,21,1915,soc,28.1,0
DNK,Denmark,21,1916,agr,0,0
DNK,Denmark,21,1916,chr,0,0
DNK,Denmark,21,1916,com,0,0
DNK,Denmark,21,1916,con,6.1,0
DNK,Denmark,21,1916,eco,0,0
DNK,Denmark,21,1916,lib,64.9,100
DNK,Denmark,21,1916,other,0.9,0
DNK,Denmark,21,1916,right,0,0
DNK,Denmark,21,1916,soc,28.1,0
DNK,Denmark,21,1917,agr,0,0
DNK,Denmark,21,1917,chr,0,0
DNK,Denmark,21,1917,com,0,0
DNK,Denmark,21,1917,con,6.1,0
DNK,Denmark,21,1917,eco,0,0
DNK,Denmark,21,1917,lib,64.9,100
DNK,Denmark,21,1917,other,0.9,0
DNK,Denmark,21,1917,right,0,0
DNK,Denmark,21,1917,soc,28.1,0
DNK,Denmark,21,1918,agr,0,0
DNK,Denmark,21,1918,chr,0,0
DNK,Denmark,21,1918,com,0,0
DNK,Denmark,21,1918,con,6.1,0
DNK,Denmark,21,1918,eco,0,0
DNK,Denmark,21,1918,lib,64.9,100
DNK,Denmark,21,1918,other,0.9,0
DNK,Denmark,21,1918,right,0,0
DNK,Denmark,21,1918,soc,28.1,0
DNK,Denmark,21,1919,agr,0,0
DNK,Denmark,21,1919,chr,0,0
DNK,Denmark,21,1919,com,0,0
DNK,Denmark,21,1919,con,15.8,0
DNK,Denmark,21,1919,eco,0,0
DNK,Denmark,21,1919,lib,56.1,100
DNK,Denmark,21,1919,other,0,0
DNK,Denmark,21,1919,right,0,0
DNK,Denmark,21,1919,soc,28.1,0
DNK,Denmark,21,1920,agr,0,0
DNK,Denmark,21,1920,chr,0,0
DNK,Denmark,21,1920,com,0,0
DNK,Denmark,21,1920,con,15.8,0
DNK,Denmark,21,1920,eco,0,0
DNK,Denmark,21,1920,lib,56.1,100
DNK,Denmark,21,1920,other,0,0
DNK,Denmark,21,1920,right,0,0
DNK,Denmark,21,1920,soc,28.1,0
DNK,Denmark,21,1921,agr,0,0
DNK,Denmark,21,1921,chr,0,0
DNK,Denmark,21,1921,com,0,0
DNK,Denmark,21,1921,con,18.2,0
DNK,Denmark,21,1921,eco,0,0
DNK,Denmark,21,1921,lib,48.6,100
DNK,Denmark,21,1921,other,0.7,0
DNK,Denmark,21,1921,right,0,0
DNK,Denmark,21,1921,soc,32.4,0
DNK,Denmark,21,1922,agr,0,0
DNK,Denmark,21,1922,chr,0,0
DNK,Denmark,21,1922,com,0,0
DNK,Denmark,21,1922,con,18.2,0
DNK,Denmark,21,1922,eco,0,0
DNK,Denmark,21,1922,lib,48.6,100
DNK,Denmark,21,1922,other,0.7,0
DNK,Denmark,21,1922,right,0,0
DNK,Denmark,21,1922,soc,32.4,0
DNK,Denmark,21,1923,agr,0,0
DNK,Denmark,21,1923,chr,0,0
DNK,Denmark,21,1923,com,0,0
DNK,Denmark,21,1923,con,18.2,0
DNK,Denmark,21,1923,eco,0,0
DNK,Denmark,21,1923,lib,48.6,100
DNK,Denmark,21,1923,other,0.7,0
DNK,Denmark,21,1923,right,0,0
DNK,Denmark,21,1923,soc,32.4,0
DNK,Denmark,21,1924,agr,0,0
DNK,Denmark,21,1924,chr,0,0
DNK,Denmark,21,1924,com,0,0
DNK,Denmark,21,1924,con,18.2,0
DNK,Denmark,21,1924,eco,0,0
DNK,Denmark,21,1924,lib,48.6,100
DNK,Denmark,21,1924,other,0.7,0
DNK,Denmark,21,1924,right,0,0
DNK,Denmark,21,1924,soc,32.4,0
DNK,Denmark,21,1925,agr,0,0
DNK,Denmark,21,1925,chr,0,0
DNK,Denmark,21,1925,com,0,0
DNK,Denmark,21,1925,con,18.9,0
DNK,Denmark,21,1925,eco,0,0
DNK,Denmark,21,1925,lib,43.2,0
DNK,Denmark,21,1925,other,0.7,0
DNK,Denmark,21,1925,right,0,0
DNK,Denmark,21,1925,soc,37.2,100
DNK,Denmark,21,1926,agr,0,0
DNK,Denmark,21,1926,chr,0,0
DNK,Denmark,21,1926,com,0,0
DNK,Denmark,21,1926,con,18.9,0
DNK,Denmark,21,1926,eco,0,0
DNK,Denmark,21,1926,lib,43.2,0
DNK,Denmark,21,1926,other,0.7,0
DNK,Denmark,21,1926,right,0,0
DNK,Denmark,21,1926,soc,37.2,100
DNK,Denmark,21,1927,agr,0,0
DNK,Denmark,21,1927,chr,0,0
DNK,Denmark,21,1927,com,0,0
DNK,Denmark,21,1927,con,20.3,0
DNK,Denmark,21,1927,eco,0,0
DNK,Denmark,21,1927,lib,43.2,100
DNK,Denmark,21,1927,other,0.7,0
DNK,Denmark,21,1927,right,0,0
DNK,Denmark,21,1927,soc,35.8,0
DNK,Denmark,21,1928,agr,0,0
DNK,Denmark,21,1928,chr,0,0
DNK,Denmark,21,1928,com,0,0
DNK,Denmark,21,1928,con,20.3,0
DNK,Denmark,21,1928,eco,0,0
DNK,Denmark,21,1928,lib,43.2,100
DNK,Denmark,21,1928,other,0.7,0
DNK,Denmark,21,1928,right,0,0
DNK,Denmark,21,1928,soc,35.8,0
DNK,Denmark,21,1929,agr,0,0
DNK,Denmark,21,1929,chr,0,0
DNK,Denmark,21,1929,com,0,0
DNK,Denmark,21,1929,con,20.3,0
DNK,Denmark,21,1929,eco,0,0
DNK,Denmark,21,1929,lib,43.2,100
DNK,Denmark,21,1929,other,0.7,0
DNK,Denmark,21,1929,right,0,0
DNK,Denmark,21,1929,soc,35.8,0
DNK,Denmark,21,1930,agr,0,0
DNK,Denmark,21,1930,chr,0,0
DNK,Denmark,21,1930,com,0,0
DNK,Denmark,21,1930,con,16.2,0
DNK,Denmark,21,1930,eco,0,0
DNK,Denmark,21,1930,lib,41.9,20.8
DNK,Denmark,21,1930,other,0.7,0
DNK,Denmark,21,1930,right,0,0
DNK,Denmark,21,1930,soc,41.2,79.2
DNK,Denmark,21,1931,agr,0,0
DNK,Denmark,21,1931,chr,0,0
DNK,Denmark,21,1931,com,0,0
DNK,Denmark,21,1931,con,16.2,0
DNK,Denmark,21,1931,eco,0,0
DNK,Denmark,21,1931,lib,41.9,20.8
DNK,Denmark,21,1931,other,0.7,0
DNK,Denmark,21,1931,right,0,0
DNK,Denmark,21,1931,soc,41.2,79.2
DNK,Denmark,21,1932,agr,0,0
DNK,Denmark,21,1932,chr,0,0
DNK,Denmark,21,1932,com,0,0
DNK,Denmark,21,1932,con,16.2,0
DNK,Denmark,21,1932,eco,0,0
DNK,Denmark,21,1932,lib,41.9,20.8
DNK,Denmark,21,1932,other,0.7,0
DNK,Denmark,21,1932,right,0,0
DNK,Denmark,21,1932,soc,41.2,79.2
DNK,Denmark,21,1933,agr,0,0
DNK,Denmark,21,1933,chr,0,0
DNK,Denmark,21,1933,com,1.4,0
DNK,Denmark,21,1933,con,18.2,0
DNK,Denmark,21,1933,eco,0,0
DNK,Denmark,21,1933,lib,37.8,18.4
DNK,Denmark,21,1933,other,0.7,0
DNK,Denmark,21,1933,right,0,0
DNK,Denmark,21,1933,soc,41.9,81.6
DNK,Denmark,21,1934,agr,0,0
DNK,Denmark,21,1934,chr,0,0
DNK,Denmark,21,1934,com,1.4,0
DNK,Denmark,21,1934,con,18.2,0
DNK,Denmark,21,1934,eco,0,0
DNK,Denmark,21,1934,lib,37.8,18.4
DNK,Denmark,21,1934,other,0.7,0
DNK,Denmark,21,1934,right,0,0
DNK,Denmark,21,1934,soc,41.9,81.6
DNK,Denmark,21,1935,agr,0,0
DNK,Denmark,21,1935,chr,0,0
DNK,Denmark,21,1935,com,1.4,0
DNK,Denmark,21,1935,con,18.2,0
DNK,Denmark,21,1935,eco,0,0
DNK,Denmark,21,1935,lib,37.8,18.4
DNK,Denmark,21,1935,other,0.7,0
DNK,Denmark,21,1935,right,0,0
DNK,Denmark,21,1935,soc,41.9,81.6
DNK,Denmark,21,1936,agr,3.4,0
DNK,Denmark,21,1936,chr,0,0
DNK,Denmark,21,1936,com,1.4,0
DNK,Denmark,21,1936,con,17.6,0
DNK,Denmark,21,1936,eco,0,0
DNK,Denmark,21,1936,lib,31.1,17.1
DNK,Denmark,21,1936,other,0.7,0
DNK,Denmark,21,1936,right,0,0
DNK,Denmark,21,1936,soc,45.9,82.9
DNK,Denmark,21,1937,agr,3.4,0
DNK,Denmark,21,1937,chr,0,0
DNK,Denmark,21,1937,com,1.4,0
DNK,Denmark,21,1937,con,17.6,0
DNK,Denmark,21,1937,eco,0,0
DNK,Denmark,21,1937,lib,31.1,17.1
DNK,Denmark,21,1937,other,0.7,0
DNK,Denmark,21,1937,right,0,0
DNK,Denmark,21,1937,soc,45.9,82.9
DNK,Denmark,21,1938,agr,3.4,0
DNK,Denmark,21,1938,chr,0,0
DNK,Denmark,21,1938,com,1.4,0
DNK,Denmark,21,1938,con,17.6,0
DNK,Denmark,21,1938,eco,0,0
DNK,Denmark,21,1938,lib,31.1,17.1
DNK,Denmark,21,1938,other,0.7,0
DNK,Denmark,21,1938,right,0,0
DNK,Denmark,21,1938,soc,45.9,82.9
DNK,Denmark,21,1939,agr,3.4,0
DNK,Denmark,21,1939,chr,0,0
DNK,Denmark,21,1939,com,1.4,0
DNK,Denmark,21,1939,con,17.6,0
DNK,Denmark,21,1939,eco,0,0
DNK,Denmark,21,1939,lib,31.1,17.1
DNK,Denmark,21,1939,other,0.7,0
DNK,Denmark,21,1939,right,0,0
DNK,Denmark,21,1939,soc,45.9,82.9
DNK,Denmark,21,1940,agr,2.7,0
DNK,Denmark,21,1940,chr,0,0
DNK,Denmark,21,1940,com,2,0
DNK,Denmark,21,1940,con,17.6,0
DNK,Denmark,21,1940,eco,0,0
DNK,Denmark,21,1940,lib,31.8,17.9
DNK,Denmark,21,1940,other,0,0
DNK,Denmark,21,1940,right,2.7,0
DNK,Denmark,21,1940,soc,43.2,82.1
DNK,Denmark,21,1941,agr,2.7,0
DNK,Denmark,21,1941,chr,0,0
DNK,Denmark,21,1941,com,2,0
DNK,Denmark,21,1941,con,17.6,0
DNK,Denmark,21,1941,eco,0,0
DNK,Denmark,21,1941,lib,31.8,17.9
DNK,Denmark,21,1941,other,0,0
DNK,Denmark,21,1941,right,2.7,0
DNK,Denmark,21,1941,soc,43.2,82.1
DNK,Denmark,21,1942,agr,2.7,0
DNK,Denmark,21,1942,chr,0,0
DNK,Denmark,21,1942,com,2,0
DNK,Denmark,21,1942,con,17.6,0
DNK,Denmark,21,1942,eco,0,0
DNK,Denmark,21,1942,lib,31.8,17.9
DNK,Denmark,21,1942,other,0,0
DNK,Denmark,21,1942,right,2.7,0
DNK,Denmark,21,1942,soc,43.2,82.1
DNK,Denmark,21,1943,agr,2.7,0
DNK,Denmark,21,1943,chr,0,0
DNK,Denmark,21,1943,com,2,0
DNK,Denmark,21,1943,con,17.6,0
DNK,Denmark,21,1943,eco,0,0
DNK,Denmark,21,1943,lib,31.8,17.9
DNK,Denmark,21,1943,other,0,0
DNK,Denmark,21,1943,right,2.7,0
DNK,Denmark,21,1943,soc,43.2,82.1
DNK,Denmark,21,1944,agr,1.4,0
DNK,Denmark,21,1944,chr,0,0
DNK,Denmark,21,1944,com,0,0
DNK,Denmark,21,1944,con,20.9,0
DNK,Denmark,21,1944,eco,0,0
DNK,Denmark,21,1944,lib,29.1,17.9
DNK,Denmark,21,1944,other,0,0
DNK,Denmark,21,1944,right,4.1,0
DNK,Denmark,21,1944,soc,44.6,82.1
DNK,Denmark,21,1945,agr,1.4,0
DNK,Denmark,21,1945,chr,0,0
DNK,Denmark,21,1945,com,0,0
DNK,Denmark,21,1945,con,20.9,0
DNK,Denmark,21,1945,eco,0,0
DNK,Denmark,21,1945,lib,29.1,17.9
DNK,Denmark,21,1945,other,0,0
DNK,Denmark,21,1945,right,4.1,0
DNK,Denmark,21,1945,soc,44.6,82.1
DNK,Denmark,21,1946,agr,0,0
DNK,Denmark,21,1946,chr,0,0
DNK,Denmark,21,1946,com,12.1,0
DNK,Denmark,21,1946,con,17.4,0
DNK,Denmark,21,1946,eco,0,0
DNK,Denmark,21,1946,lib,34.9,100
DNK,Denmark,21,1946,other,0.7,0
DNK,Denmark,21,1946,right,2.7,0
DNK,Denmark,21,1946,soc,32.2,0
DNK,Denmark,21,1947,agr,0,0
DNK,Denmark,21,1947,chr,0,0
DNK,Denmark,21,1947,com,12.1,0
DNK,Denmark,21,1947,con,17.4,0
DNK,Denmark,21,1947,eco,0,0
DNK,Denmark,21,1947,lib,34.9,100
DNK,Denmark,21,1947,other,0.7,0
DNK,Denmark,21,1947,right,2.7,0
DNK,Denmark,21,1947,soc,32.2,0
DNK,Denmark,21,1948,agr,0,0
DNK,Denmark,21,1948,chr,0,0
DNK,Denmark,21,1948,com,6,0
DNK,Denmark,21,1948,con,11.3,0
DNK,Denmark,21,1948,eco,0,0
DNK,Denmark,21,1948,lib,43.3,0
DNK,Denmark,21,1948,other,1.3,0
DNK,Denmark,21,1948,right,0,0
DNK,Denmark,21,1948,soc,38,100
DNK,Denmark,21,1949,agr,0,0
DNK,Denmark,21,1949,chr,0,0
DNK,Denmark,21,1949,com,6,0
DNK,Denmark,21,1949,con,11.3,0
DNK,Denmark,21,1949,eco,0,0
DNK,Denmark,21,1949,lib,43.3,0
DNK,Denmark,21,1949,other,1.3,0
DNK,Denmark,21,1949,right,0,0
DNK,Denmark,21,1949,soc,38,100
DNK,Denmark,21,1950,agr,0,0
DNK,Denmark,21,1950,chr,0,0
DNK,Denmark,21,1950,com,6,0
DNK,Denmark,21,1950,con,11.3,0
DNK,Denmark,21,1950,eco,0,0
DNK,Denmark,21,1950,lib,43.3,0
DNK,Denmark,21,1950,other,1.3,0
DNK,Denmark,21,1950,right,0,0
DNK,Denmark,21,1950,soc,38,100
DNK,Denmark,21,1951,agr,0,0
DNK,Denmark,21,1951,chr,0,0
DNK,Denmark,21,1951,com,4.6,0
DNK,Denmark,21,1951,con,17.9,45.8
DNK,Denmark,21,1951,eco,0,0
DNK,Denmark,21,1951,lib,37.1,54.2
DNK,Denmark,21,1951,other,1.3,0
DNK,Denmark,21,1951,right,0,0
DNK,Denmark,21,1951,soc,39.1,0
DNK,Denmark,21,1952,agr,0,0
DNK,Denmark,21,1952,chr,0,0
DNK,Denmark,21,1952,com,4.6,0
DNK,Denmark,21,1952,con,17.9,45.8
DNK,Denmark,21,1952,eco,0,0
DNK,Denmark,21,1952,lib,37.1,54.2
DNK,Denmark,21,1952,other,1.3,0
DNK,Denmark,21,1952,right,0,0
DNK,Denmark,21,1952,soc,39.1,0
DNK,Denmark,21,1953,agr,0,0
DNK,Denmark,21,1953,chr,0,0
DNK,Denmark,21,1953,com,4.6,0
DNK,Denmark,21,1953,con,17.9,45.8
DNK,Denmark,21,1953,eco,0,0
DNK,Denmark,21,1953,lib,37.1,54.2
DNK,Denmark,21,1953,other,1.3,0
DNK,Denmark,21,1953,right,0,0
DNK,Denmark,21,1953,soc,39.1,0
DNK,Denmark,21,1954,agr,0,0
DNK,Denmark,21,1954,chr,0,0
DNK,Denmark,21,1954,com,4.5,0
DNK,Denmark,21,1954,con,16.8,0
DNK,Denmark,21,1954,eco,0,0
DNK,Denmark,21,1954,lib,34.6,0
DNK,Denmark,21,1954,other,2.8,0
DNK,Denmark,21,1954,right,0,0
DNK,Denmark,21,1954,soc,41.3,100
DNK,Denmark,21,1955,agr,0,0
DNK,Denmark,21,1955,chr,0,0
DNK,Denmark,21,1955,com,4.5,0
DNK,Denmark,21,1955,con,16.8,0
DNK,Denmark,21,1955,eco,0,0
DNK,Denmark,21,1955,lib,34.6,0
DNK,Denmark,21,1955,other,2.8,0
DNK,Denmark,21,1955,right,0,0
DNK,Denmark,21,1955,soc,41.3,100
DNK,Denmark,21,1956,agr,0,0
DNK,Denmark,21,1956,chr,0,0
DNK,Denmark,21,1956,com,4.5,0
DNK,Denmark,21,1956,con,16.8,0
DNK,Denmark,21,1956,eco,0,0
DNK,Denmark,21,1956,lib,34.6,0
DNK,Denmark,21,1956,other,2.8,0
DNK,Denmark,21,1956,right,0,0
DNK,Denmark,21,1956,soc,41.3,100
DNK,Denmark,21,1957,agr,0,0
DNK,Denmark,21,1957,chr,0,0
DNK,Denmark,21,1957,com,4.5,0
DNK,Denmark,21,1957,con,16.8,0
DNK,Denmark,21,1957,eco,0,0
DNK,Denmark,21,1957,lib,34.6,0
DNK,Denmark,21,1957,other,2.8,0
DNK,Denmark,21,1957,right,0,0
DNK,Denmark,21,1957,soc,41.3,100
DNK,Denmark,21,1958,agr,0,0
DNK,Denmark,21,1958,chr,0,0
DNK,Denmark,21,1958,com,3.4,0
DNK,Denmark,21,1958,con,16.8,0
DNK,Denmark,21,1958,eco,0,0
DNK,Denmark,21,1958,lib,38,24.799999999999997
DNK,Denmark,21,1958,other,2.8,0
DNK,Denmark,21,1958,right,0,0
DNK,Denmark,21,1958,soc,39.1,75.3
DNK,Denmark,21,1959,agr,0,0
DNK,Denmark,21,1959,chr,0,0
DNK,Denmark,21,1959,com,3.4,0
DNK,Denmark,21,1959,con,16.8,0
DNK,Denmark,21,1959,eco,0,0
DNK,Denmark,21,1959,lib,38,24.799999999999997
DNK,Denmark,21,1959,other,2.8,0
DNK,Denmark,21,1959,right,0,0
DNK,Denmark,21,1959,soc,39.1,75.3
DNK,Denmark,21,1960,agr,0,0
DNK,Denmark,21,1960,chr,0,0
DNK,Denmark,21,1960,com,3.4,0
DNK,Denmark,21,1960,con,16.8,0
DNK,Denmark,21,1960,eco,0,0
DNK,Denmark,21,1960,lib,38,24.799999999999997
DNK,Denmark,21,1960,other,2.8,0
DNK,Denmark,21,1960,right,0,0
DNK,Denmark,21,1960,soc,39.1,75.3
DNK,Denmark,21,1961,agr,0,0
DNK,Denmark,21,1961,chr,0,0
DNK,Denmark,21,1961,com,0,0
DNK,Denmark,21,1961,con,17.9,0
DNK,Denmark,21,1961,eco,6.1,0
DNK,Denmark,21,1961,lib,30.7,12.6
DNK,Denmark,21,1961,other,2.8,0
DNK,Denmark,21,1961,right,0,0
DNK,Denmark,21,1961,soc,42.5,87.4
DNK,Denmark,21,1962,agr,0,0
DNK,Denmark,21,1962,chr,0,0
DNK,Denmark,21,1962,com,0,0
DNK,Denmark,21,1962,con,17.9,0
DNK,Denmark,21,1962,eco,6.1,0
DNK,Denmark,21,1962,lib,30.7,12.6
DNK,Denmark,21,1962,other,2.8,0
DNK,Denmark,21,1962,right,0,0
DNK,Denmark,21,1962,soc,42.5,87.4
DNK,Denmark,21,1963,agr,0,0
DNK,Denmark,21,1963,chr,0,0
DNK,Denmark,21,1963,com,0,0
DNK,Denmark,21,1963,con,17.9,0
DNK,Denmark,21,1963,eco,6.1,0
DNK,Denmark,21,1963,lib,30.7,12.6
DNK,Denmark,21,1963,other,2.8,0
DNK,Denmark,21,1963,right,0,0
DNK,Denmark,21,1963,soc,42.5,87.4
DNK,Denmark,21,1964,agr,0,0
DNK,Denmark,21,1964,chr,0,0
DNK,Denmark,21,1964,com,0,0
DNK,Denmark,21,1964,con,17.9,0
DNK,Denmark,21,1964,eco,6.1,0
DNK,Denmark,21,1964,lib,30.7,12.6
DNK,Denmark,21,1964,other,2.8,0
DNK,Denmark,21,1964,right,0,0
DNK,Denmark,21,1964,soc,42.5,87.4
DNK,Denmark,21,1965,agr,0,0
DNK,Denmark,21,1965,chr,0,0
DNK,Denmark,21,1965,com,0,0
DNK,Denmark,21,1965,con,20.1,0
DNK,Denmark,21,1965,eco,5.6,0
DNK,Denmark,21,1965,lib,29.6,0
DNK,Denmark,21,1965,other,2.2,0
DNK,Denmark,21,1965,right,0,0
DNK,Denmark,21,1965,soc,42.5,100
DNK,Denmark,21,1966,agr,0,0
DNK,Denmark,21,1966,chr,0,0
DNK,Denmark,21,1966,com,0,0
DNK,Denmark,21,1966,con,20.1,0
DNK,Denmark,21,1966,eco,5.6,0
DNK,Denmark,21,1966,lib,29.6,0
DNK,Denmark,21,1966,other,2.2,0
DNK,Denmark,21,1966,right,0,0
DNK,Denmark,21,1966,soc,42.5,100
DNK,Denmark,21,1967,agr,0,0
DNK,Denmark,21,1967,chr,0,0
DNK,Denmark,21,1967,com,0,0
DNK,Denmark,21,1967,con,19,0
DNK,Denmark,21,1967,eco,11.2,0
DNK,Denmark,21,1967,lib,29.1,0
DNK,Denmark,21,1967,other,2.2,0
DNK,Denmark,21,1967,right,0,0
DNK,Denmark,21,1967,soc,38.5,100
DNK,Denmark,21,1968,agr,0,0
DNK,Denmark,21,1968,chr,0,0
DNK,Denmark,21,1968,com,0,0
DNK,Denmark,21,1968,con,19,0
DNK,Denmark,21,1968,eco,11.2,0
DNK,Denmark,21,1968,lib,29.1,0
DNK,Denmark,21,1968,other,2.2,0
DNK,Denmark,21,1968,right,0,0
DNK,Denmark,21,1968,soc,38.5,100
DNK,Denmark,21,1969,agr,0,0
DNK,Denmark,21,1969,chr,0,0
DNK,Denmark,21,1969,com,2.2,0
DNK,Denmark,21,1969,con,20.7,37.8
DNK,Denmark,21,1969,eco,6.1,0
DNK,Denmark,21,1969,lib,34.1,62.300000000000004
DNK,Denmark,21,1969,other,2.2,0
DNK,Denmark,21,1969,right,0,0
DNK,Denmark,21,1969,soc,34.6,0
DNK,Denmark,21,1970,agr,0,0
DNK,Denmark,21,1970,chr,0,0
DNK,Denmark,21,1970,com,2.2,0
DNK,Denmark,21,1970,con,20.7,37.8
DNK,Denmark,21,1970,eco,6.1,0
DNK,Denmark,21,1970,lib,34.1,62.300000000000004
DNK,Denmark,21,1970,other,2.2,0
DNK,Denmark,21,1970,right,0,0
DNK,Denmark,21,1970,soc,34.6,0
DNK,Denmark,21,1971,agr,0,0
DNK,Denmark,21,1971,chr,0,0
