country_name_short,country_name,election_date,start_date,cabinet_name,caretaker,cabinet_id,duration,cabinet_type,grand_coalition
GBR,United Kingdom,1931-10-27,1935-06-07,Baldwin III,0,1287,160,surplus,1
GBR,United Kingdom,1935-11-14,1935-11-14,Baldwin IV,0,1288,561,surplus,1
GBR,United Kingdom,1935-11-14,1937-05-28,Chamberlain,0,1286,1078,surplus,0
GBR,United Kingdom,1935-11-14,1940-05-10,Churchill I,1,1519,1839,surplus,1
GBR,United Kingdom,1935-11-14,1945-05-23,Churchill II,1,1520,64,surplus,0
GBR,United Kingdom,1945-07-05,1945-07-26,Attlee I,0,99,1678,min_win,0
GBR,United Kingdom,1950-02-23,1950-02-28,Attlee II,0,88,605,min_win,0
GBR,United Kingdom,1951-10-25,1951-10-26,Churchill III,0,691,1258,minority,0
GBR,United Kingdom,1951-10-25,1955-04-06,Eden I,0,729,50,minority,0
GBR,United Kingdom,1955-05-26,1955-05-26,Eden II,0,184,595,min_win,0
GBR,United Kingdom,1955-05-26,1957-01-10,Macmillan I,0,404,1007,min_win,0
GBR,United Kingdom,1959-10-08,1959-10-14,Macmillan II,0,237,1465,min_win,0
GBR,United Kingdom,1959-10-08,1963-10-18,Douglas-Home,0,63,364,min_win,0
GBR,United Kingdom,1964-10-15,1964-10-16,Wilson I,0,760,536,min_win,0
GBR,United Kingdom,1966-03-31,1966-04-05,Wilson II,0,733,1536,min_win,0
GBR,United Kingdom,1970-06-18,1970-06-19,Heath,0,216,1354,min_win,0
GBR,United Kingdom,1974-02-28,1974-03-04,Wilson III,0,419,220,minority,0
GBR,United Kingdom,1974-10-10,1974-10-10,Wilson IV,0,7,543,min_win,0
GBR,United Kingdom,1974-10-10,1976-04-05,Callaghan,0,590,1124,min_win,0
GBR,United Kingdom,1979-05-03,1979-05-04,Thatcher I,0,273,1497,min_win,0
GBR,United Kingdom,1983-06-09,1983-06-09,Thatcher II,0,646,1463,min_win,0
GBR,United Kingdom,1987-06-11,1987-06-11,Thatcher III,0,297,1266,min_win,0
GBR,United Kingdom,1987-06-11,1990-11-28,Major I,0,515,498,min_win,0
GBR,United Kingdom,1992-04-09,1992-04-09,Major II,0,678,1849,min_win,0
GBR,United Kingdom,1997-05-01,1997-05-02,Blair I,0,838,1497,min_win,0
GBR,United Kingdom,2001-06-07,2001-06-07,Blair II,0,19,1429,min_win,0
GBR,United Kingdom,2005-05-05,2005-05-06,Blair III,0,516,782,min_win,0
GBR,United Kingdom,2005-05-05,2007-06-27,Brown,0,119,1049,min_win,0
GBR,United Kingdom,2010-05-06,2010-05-11,Cameron I,0,874,1823,min_win,0
GBR,United Kingdom,2015-05-07,2015-05-08,Cameron II,0,1162,432,min_win,0
GBR,United Kingdom,2015-05-07,2016-07-13,May I,0,1489,333,min_win,0
GBR,United Kingdom,2017-06-08,2017-06-11,May II,0,1507,773,minority,0
GBR,United Kingdom,2017-06-08,2019-07-24,Johnson,0,1599,108,minority,0
GRC,Greece,1974-11-17,1974-11-21,Karamanlis Kon I,0,609,1103,min_win,0
GRC,Greece,1977-11-20,1977-11-28,Karamanlis Kon II,0,865,893,min_win,0
GRC,Greece,1977-11-20,1980-05-09,Rallis,0,531,530,min_win,0
GRC,Greece,1981-10-18,1981-10-21,Papandreou A I,0,713,1323,min_win,0
GRC,Greece,1985-06-02,1985-06-05,Papandreou A II,0,60,51,min_win,0
GRC,Greece,1985-06-02,1985-07-26,Papandreou A III,0,39,1437,min_win,0
GRC,Greece,1989-06-18,1989-07-02,Tzannetakis,0,782,101,min_win,0
GRC,Greece,1989-06-18,1989-10-11,Grivas,1,721,43,minority,0
GRC,Greece,1989-11-05,1989-11-23,Zolotas I,1,454,82,surplus,1
GRC,Greece,1989-11-05,1990-02-13,Zolotas II,1,716,57,minority,0
GRC,Greece,1990-04-08,1990-04-11,Mitsotakis Kon.,0,362,1281,minority,0
GRC,Greece,1993-10-10,1993-10-13,Papandreou A IV,0,74,831,min_win,0
GRC,Greece,1993-10-10,1996-01-22,Simitis I,0,281,246,min_win,0
GRC,Greece,1996-09-22,1996-09-24,Simitis II,0,33,1297,min_win,0
GRC,Greece,2000-04-09,2000-04-13,Simitis III,0,190,1427,min_win,0
GRC,Greece,2004-03-07,2004-03-10,Karamanlis Kos I,0,876,1300,min_win,0
GRC,Greece,2007-09-16,2007-10-01,Karamanlis Kos II,0,581,736,min_win,0
GRC,Greece,2009-10-04,2009-10-06,Papandreou G,0,224,766,min_win,0
GRC,Greece,2009-10-04,2011-11-11,Papademos,1,984,187,surplus,1
GRC,Greece,2012-05-06,2012-05-16,Pikramenos,1,1039,35,minority,0
GRC,Greece,2012-06-17,2012-06-20,Samaras I,0,1040,370,surplus,0
GRC,Greece,2012-06-17,2013-06-25,Samaras II,0,1060,581,min_win,0
GRC,Greece,2015-01-25,2015-01-27,Tsipras I,0,1157,237,min_win,0
GRC,Greece,2015-09-20,2015-09-21,Tsipras II,0,1175,1210,min_win,0
GRC,Greece,2015-09-20,2019-01-13,Tsipras III,0,1593,176,minority,0
GRC,Greece,2019-07-07,2019-07-08,Mitsotakis Kyr.,0,1597,124,min_win,0
HRV,Croatia,2000-01-03,2000-01-27,Racan I,0,1049,494,surplus,0
HRV,Croatia,2000-01-03,2001-06-04,Racan II,0,1050,421,surplus,0
HRV,Croatia,2000-01-03,2002-07-30,Racan III,0,1051,511,minority,0
HRV,Croatia,2003-11-23,2003-12-23,Sanader I,0,1052,781,minority,0
HRV,Croatia,2003-11-23,2006-02-11,Sanader II,0,1053,700,minority,0
HRV,Croatia,2007-11-25,2008-01-12,Sanader III,0,1054,541,min_win,0
HRV,Croatia,2007-11-25,2009-07-06,Kosor I,0,1055,369,min_win,0
HRV,Croatia,2007-11-25,2010-07-10,Kosor II,0,1057,531,minority,0
HRV,Croatia,2011-12-04,2011-12-23,Milanovic,0,1056,1491,min_win,0
HRV,Croatia,2015-11-08,2016-01-22,Oreskovic,0,1408,271,minority,0
HRV,Croatia,2016-09-11,2016-10-19,Plenkovic I,0,1500,263,minority,0
HRV,Croatia,2016-09-11,2017-07-09,Plenkovic II,0,1512,853,minority,0
HUN,Hungary,1990-04-08,1990-05-23,Antall,0,369,1308,surplus,0
HUN,Hungary,1990-04-08,1993-12-21,Boross,0,13,206,surplus,0
HUN,Hungary,1994-05-29,1994-07-15,Horn,0,488,1452,surplus,1
HUN,Hungary,1998-05-24,1998-07-06,Orban I,0,827,1421,surplus,0
HUN,Hungary,2002-04-21,2002-05-27,Medgyessy,0,302,856,min_win,0
HUN,Hungary,2002-04-21,2004-09-29,Gyurcsany I,0,188,618,min_win,0
HUN,Hungary,2006-04-09,2006-06-09,Gyurcsany II,0,325,693,min_win,0
HUN,Hungary,2006-04-09,2008-05-02,Gyurcsany III,0,706,347,minority,0
HUN,Hungary,2006-04-09,2009-04-14,Bajnai,0,162,410,minority,0
HUN,Hungary,2010-04-25,2010-05-29,Orban II,0,846,1442,surplus,0
HUN,Hungary,2014-04-06,2014-05-10,Orban III,0,1104,1461,surplus,0
HUN,Hungary,2018-04-08,2018-05-10,Orban IV,0,1531,548,surplus,0
IRL,Ireland,1922-06-22,1922-08-30,Cosgrave I,0,1446,385,minority,0
IRL,Ireland,1923-08-27,1923-09-19,Cosgrave II,0,1438,1373,minority,0
IRL,Ireland,1927-06-09,1927-06-23,Cosgrave III,0,1439,110,minority,0
IRL,Ireland,1927-09-15,1927-10-11,Cosgrave IV,0,1440,1611,minority,0
IRL,Ireland,1932-02-16,1932-03-09,Valera I,0,1441,336,minority,0
IRL,Ireland,1933-01-24,1933-02-08,Valera II,0,1442,1624,min_win,0
IRL,Ireland,1937-07-01,1937-07-21,Valera III,0,1443,344,minority,0
IRL,Ireland,1938-06-17,1938-06-30,Valera IV,0,1444,1827,min_win,0
IRL,Ireland,1943-06-23,1943-07-01,Valera V,0,1445,344,minority,0
IRL,Ireland,1944-05-30,1944-06-09,Valera VII,0,151,1349,min_win,0
IRL,Ireland,1948-02-04,1948-02-18,Costello I,0,154,1211,minority,0
IRL,Ireland,1951-05-30,1951-06-13,Valera VIII,0,643,1085,minority,0
IRL,Ireland,1954-05-18,1954-06-02,Costello II,0,626,1022,min_win,0
IRL,Ireland,1957-03-05,1957-03-20,Valera IX,0,523,825,min_win,0
IRL,Ireland,1957-03-05,1959-06-23,Lemass I,0,364,841,min_win,0
IRL,Ireland,1961-10-04,1961-10-11,Lemass II,0,667,1288,minority,0
IRL,Ireland,1965-04-07,1965-04-21,Lemass III,0,217,568,minority,0
IRL,Ireland,1965-04-07,1966-11-10,Lynch I,0,602,965,minority,0
IRL,Ireland,1969-06-18,1969-07-02,Lynch II,0,863,1351,min_win,0
IRL,Ireland,1973-02-28,1973-03-14,Cosgrave L,0,315,1574,min_win,0
IRL,Ireland,1977-06-16,1977-07-05,Lynch III,0,794,890,min_win,0
IRL,Ireland,1977-06-16,1979-12-12,Haughey I,0,442,566,min_win,0
IRL,Ireland,1981-06-11,1981-06-30,Fitzgerald I,0,335,252,minority,0
IRL,Ireland,1982-02-18,1982-03-09,Haughey II,0,54,280,minority,0
IRL,Ireland,1982-11-24,1982-12-14,Fitzgerald II,0,867,1547,min_win,0
IRL,Ireland,1987-02-17,1987-03-10,Haughey III,0,77,855,minority,0
IRL,Ireland,1989-06-15,1989-07-12,Haughey IV,0,215,944,minority,0
IRL,Ireland,1989-06-15,1992-02-11,Reynolds I,0,870,336,minority,0
IRL,Ireland,1992-11-25,1993-01-12,Reynolds II,0,748,702,min_win,0
IRL,Ireland,1992-11-25,1994-12-15,Bruton,0,573,924,min_win,0
IRL,Ireland,1997-06-06,1997-06-26,Ahern I,0,126,1806,minority,0
IRL,Ireland,2002-05-17,2002-06-06,Ahern II,0,179,1834,min_win,0
IRL,Ireland,2007-05-24,2007-06-14,Ahern III,0,864,328,surplus,0
IRL,Ireland,2007-05-24,2008-05-07,Cowen,0,173,1036,surplus,0
IRL,Ireland,2011-02-25,2011-03-09,Kenny I,0,904,1885,min_win,1
IRL,Ireland,2016-02-26,2016-05-06,Kenny II,0,1484,404,minority,0
IRL,Ireland,2016-02-26,2017-06-14,Varadkar,0,1511,878,minority,0
ISL,Iceland,1919-11-15,1919-11-15,Magnusson I,1,1423,102,minority,0
ISL,Iceland,1919-11-15,1920-02-25,Magnusson II,0,1424,741,minority,0
ISL,Iceland,1919-11-15,1922-03-07,Eggerz I,0,1425,599,minority,0
ISL,Iceland,1923-10-27,1923-10-27,Eggerz II,1,1426,147,minority,0
ISL,Iceland,1923-10-27,1924-03-22,Magnusson III,0,1427,838,min_win,0
ISL,Iceland,1923-10-27,1926-07-08,Porlaksson I,0,1428,416,min_win,0
ISL,Iceland,1927-07-09,1927-08-28,Porhallsson,0,1429,1384,minority,0
ISL,Iceland,1931-06-12,1931-06-12,Porlaksson II,0,1430,357,minority,0
ISL,Iceland,1931-06-12,1932-06-03,Asgeirsson,0,1431,785,surplus,1
ISL,Iceland,1934-06-24,1934-07-28,Jonasson I,0,1432,1067,min_win,0
ISL,Iceland,1937-06-29,1937-06-29,Jonasson II,1,1433,277,min_win,0
ISL,Iceland,1937-06-29,1938-04-02,Jonasson III,0,1435,380,minority,0
ISL,Iceland,1937-06-29,1939-04-17,Jonasson IV,0,1436,1125,surplus,1
ISL,Iceland,1937-06-29,1942-05-16,Thors I,0,1434,214,minority,0
ISL,Iceland,1942-10-19,1942-12-16,Thordarson,0,1025,675,minority,0
ISL,Iceland,1942-10-19,1944-10-21,Thors II,0,435,617,surplus,0
ISL,Iceland,1946-06-30,1946-06-30,Thors III,0,703,219,surplus,0
ISL,Iceland,1946-06-30,1947-02-04,Stefansson,0,742,1036,surplus,1
ISL,Iceland,1949-10-24,1949-12-06,Thors IV,0,625,98,minority,0
ISL,Iceland,1949-10-24,1950-03-14,Steinthorsson,0,766,1277,min_win,1
ISL,Iceland,1953-06-28,1953-09-11,Thors V,0,762,1047,min_win,1
ISL,Iceland,1956-06-24,1956-07-24,Jonasson V,0,664,882,min_win,0
ISL,Iceland,1956-06-24,1958-12-23,Jonsson I,0,446,187,minority,0
ISL,Iceland,1959-06-28,1959-06-28,Jonsson II,1,351,145,minority,0
ISL,Iceland,1959-10-26,1959-11-20,Thors VI,0,331,1297,min_win,0
ISL,Iceland,1963-06-09,1963-06-09,Thors VII,0,851,158,min_win,0
ISL,Iceland,1963-06-09,1963-11-14,Benediktsson I,0,553,1305,min_win,0
ISL,Iceland,1967-06-11,1967-06-11,Benediktsson II,0,254,1125,min_win,0
ISL,Iceland,1967-06-11,1970-07-10,Hafstein,0,321,369,min_win,0
ISL,Iceland,1971-06-13,1971-07-14,Johannesson I,0,272,1141,min_win,0
ISL,Iceland,1974-06-30,1974-08-28,Hallgrimsson,0,849,1465,min_win,1
ISL,Iceland,1978-06-25,1978-09-01,Johannesson II,0,673,409,min_win,1
ISL,Iceland,1978-06-25,1979-10-15,Groendal,1,536,116,minority,0
ISL,Iceland,1979-12-03,1980-02-08,Thoroddsen,0,752,1203,surplus,1
ISL,Iceland,1983-04-23,1983-05-26,Hermannsson I,0,393,1504,min_win,1
ISL,Iceland,1987-04-25,1987-07-08,Palsson,0,279,448,min_win,1
ISL,Iceland,1987-04-25,1988-09-28,Hermannsson II,0,301,347,minority,0
ISL,Iceland,1987-04-25,1989-09-10,Hermannsson III,0,127,597,min_win,0
ISL,Iceland,1991-04-20,1991-04-30,Oddsson I,0,640,1444,min_win,0
ISL,Iceland,1995-04-08,1995-04-13,Oddsson II,0,158,1506,min_win,1
ISL,Iceland,1999-05-08,1999-05-28,Oddsson III,0,177,1456,min_win,0
ISL,Iceland,2003-05-10,2003-05-23,Oddsson IV,0,130,481,min_win,0
ISL,Iceland,2003-05-10,2004-09-15,Asgrimsson,0,555,638,min_win,0
ISL,Iceland,2003-05-10,2006-06-15,Haarde I,0,246,343,min_win,0
ISL,Iceland,2007-05-12,2007-05-24,Haarde II,0,558,619,min_win,1
ISL,Iceland,2007-05-12,2009-02-01,Sigurdardottir I,1,538,83,minority,0
ISL,Iceland,2009-04-25,2009-04-25,Sigurdardottir II,0,651,1489,min_win,0
ISL,Iceland,2013-04-27,2013-05-23,Gunnlaugsson,0,1059,1050,min_win,1
ISL,Iceland,2013-04-27,2016-04-07,Johannsson,0,1482,278,min_win,1
ISL,Iceland,2016-10-29,2017-01-10,Benediktsson III,0,1502,324,min_win,0
ISL,Iceland,2017-10-28,2017-11-30,Jakobsdottir,0,1524,709,min_win,1
ISR,Israel,1949-01-25,1949-01-25,Ben-Gurion I,1,1084,44,minority,0
ISR,Israel,1949-01-25,1949-03-10,Ben-Gurion II,0,922,601,surplus,0
ISR,Israel,1949-01-25,1950-11-01,Ben-Gurion III,0,923,105,surplus,0
ISR,Israel,1949-01-25,1951-02-14,Ben-Gurion IV,1,1137,236,surplus,0
ISR,Israel,1951-07-30,1951-10-08,Ben-Gurion V,0,924,346,minority,0
ISR,Israel,1951-07-30,1952-09-18,Ben-Gurion VI,0,968,97,minority,0
ISR,Israel,1951-07-30,1952-12-24,Ben-Gurion VII,0,925,398,surplus,1
ISR,Israel,1951-07-30,1954-01-26,Sharett I,0,927,519,surplus,1
ISR,Israel,1951-07-30,1955-06-29,Sharett II,0,928,27,minority,0
ISR,Israel,1955-07-26,1955-07-26,Sharett III,1,1080,100,minority,0
ISR,Israel,1955-07-26,1955-11-03,Ben-Gurion VIII,0,929,796,surplus,0
ISR,Israel,1955-07-26,1958-01-07,Ben-Gurion IX,0,930,175,surplus,0
ISR,Israel,1955-07-26,1958-07-01,Ben-Gurion X,0,931,369,min_win,0
ISR,Israel,1955-07-26,1959-07-05,Ben-Gurion XI,1,1083,165,min_win,0
ISR,Israel,1959-11-03,1959-12-17,Ben-Gurion XII,0,932,411,surplus,0
ISR,Israel,1959-11-03,1961-01-31,Ben-Gurion XIII,1,1106,119,surplus,0
ISR,Israel,1959-11-03,1961-05-30,Ben-Gurion XIV,1,1136,156,surplus,0
ISR,Israel,1961-08-15,1961-11-02,Ben-Gurion XV,0,933,601,min_win,0
ISR,Israel,1961-08-15,1963-06-26,Eshkol I,0,934,545,min_win,0
ISR,Israel,1961-08-15,1964-12-22,Eshkol II,0,935,386,min_win,0
ISR,Israel,1965-11-01,1966-01-12,Eshkol III,0,936,509,minority,0
ISR,Israel,1965-11-01,1967-06-05,Eshkol IV,0,937,651,surplus,1
ISR,Israel,1965-11-01,1969-03-17,Meir I,0,938,273,surplus,1
ISR,Israel,1969-10-28,1969-12-15,Meir II,0,939,235,surplus,1
ISR,Israel,1969-10-28,1970-08-07,Meir III,0,940,1311,surplus,0
ISR,Israel,1973-12-31,1974-03-10,Meir IV,0,1082,85,surplus,0
ISR,Israel,1973-12-31,1974-06-03,Rabin I,0,942,156,minority,0
ISR,Israel,1973-12-31,1974-11-06,Rabin II,0,943,777,min_win,0
ISR,Israel,1973-12-31,1976-12-22,Rabin III,1,944,180,minority,0
ISR,Israel,1977-05-17,1977-06-20,Begin I,0,945,126,minority,0
ISR,Israel,1977-05-17,1977-10-24,Begin II,0,946,1381,min_win,0
ISR,Israel,1981-06-30,1981-08-05,Begin III,0,1111,355,minority,0
ISR,Israel,1981-06-30,1982-07-26,Begin IV,0,1112,441,min_win,0
ISR,Israel,1981-06-30,1983-10-10,Shamir I,0,1113,113,minority,0
ISR,Israel,1981-06-30,1984-01-31,Shamir II,0,1114,226,minority,0
ISR,Israel,1984-07-23,1984-09-13,Peres I,0,1115,767,surplus,1
ISR,Israel,1984-07-23,1986-10-20,Shamir III,0,951,218,surplus,1
ISR,Israel,1984-07-23,1987-05-26,Shamir IV,0,1108,576,surplus,1
ISR,Israel,1988-11-01,1988-12-22,Shamir V,0,953,448,surplus,1
ISR,Israel,1988-11-01,1990-03-15,Shamir VI,1,1117,88,minority,0
ISR,Israel,1988-11-01,1990-06-11,Shamir VII,0,954,239,minority,0
ISR,Israel,1988-11-01,1991-02-05,Shamir VIII,0,955,350,minority,0
ISR,Israel,1988-11-01,1992-01-21,Shamir IX,0,957,174,minority,0
ISR,Israel,1992-06-23,1992-07-13,Rabin IV,0,958,428,min_win,0
ISR,Israel,1992-06-23,1993-09-14,Rabin V,0,959,482,minority,0
ISR,Israel,1992-06-23,1995-01-09,Rabin VI,0,1120,317,minority,0
ISR,Israel,1992-06-23,1995-11-22,Peres II,0,960,209,minority,0
ISR,Israel,1996-05-29,1996-06-18,Netanyahu I,0,961,565,min_win,0
ISR,Israel,1996-05-29,1998-01-04,Netanyahu II,0,1158,351,minority,0
ISR,Israel,1996-05-29,1998-12-21,Netanyahu III,1,1159,197,minority,0
ISR,Israel,1999-05-17,1999-07-06,Barak I,0,1121,371,surplus,0
ISR,Israel,1999-05-17,2000-07-11,Barak II,0,962,152,minority,0
ISR,Israel,1999-05-17,2000-12-10,Barak III,1,1138,87,minority,0
ISR,Israel,1999-05-17,2001-03-07,Sharon I,0,965,175,surplus,1
ISR,Israel,1999-05-17,2001-08-29,Sharon II,0,966,222,surplus,1
ISR,Israel,1999-05-17,2002-04-08,Sharon III,0,1122,113,surplus,1
ISR,Israel,1999-05-17,2002-07-30,Sharon IV,0,1123,95,surplus,1
ISR,Israel,1999-05-17,2002-11-02,Sharon V,0,1124,121,minority,0
ISR,Israel,2003-01-28,2003-03-03,Sharon VI,0,1125,461,min_win,0
ISR,Israel,2003-01-28,2004-06-06,Sharon VII,0,1126,218,min_win,0
ISR,Israel,2003-01-28,2005-01-10,Sharon VIII,0,1128,373,minority,1
ISR,Israel,2003-01-28,2006-01-18,Sharon IX,0,1129,106,minority,0
ISR,Israel,2006-03-28,2006-05-04,Olmert I,0,1131,179,min_win,1
ISR,Israel,2006-03-28,2006-10-30,Olmert II,0,1132,445,surplus,1
ISR,Israel,2006-03-28,2008-01-18,Olmert III,0,1133,247,min_win,1
ISR,Israel,2006-03-28,2008-09-21,Olmert IV,1,1135,191,min_win,1
ISR,Israel,2009-02-10,2009-03-31,Netanyahu IV,0,1031,657,surplus,0
ISR,Israel,2009-02-10,2011-01-17,Netanyahu V,0,1032,477,min_win,0
ISR,Israel,2009-02-10,2012-05-08,Netanyahu VI,0,1107,314,surplus,1
ISR,Israel,2013-01-22,2013-03-18,Netanyahu VII,0,1134,624,surplus,1
ISR,Israel,2013-01-22,2014-12-02,Netanyahu VIII,1,1155,163,minority,0
ISR,Israel,2015-03-17,2015-05-14,Netanyahu IX,0,1161,382,minority,0
ISR,Israel,2015-03-17,2016-05-30,Netanyahu X,0,1486,902,surplus,0
ISR,Israel,2015-03-17,2018-11-18,Netanyahu XI,1,1589,142,minority,0
ISR,Israel,2019-04-09,2019-04-09,Netanyahu XII,1,1602,214,minority,0
ITA,Italy,1946-06-02,1946-07-13,De Gasperi I,0,416,204,surplus,1
ITA,Italy,1946-06-02,1947-02-02,De Gasperi II,0,525,118,surplus,1
ITA,Italy,1946-06-02,1947-05-31,De Gasperi III,0,501,358,minority,0
ITA,Italy,1948-04-18,1948-05-23,De Gasperi IV,0,676,608,surplus,0
ITA,Italy,1948-04-18,1950-01-21,De Gasperi V,0,123,551,surplus,0
ITA,Italy,1948-04-18,1951-07-26,De Gasperi VI,0,597,721,surplus,0
ITA,Italy,1953-06-07,1953-07-16,De Gasperi VII,0,603,32,minority,0
ITA,Italy,1953-06-07,1953-08-17,Pella,0,798,154,minority,0
ITA,Italy,1953-06-07,1954-01-18,Fanfani I,0,90,23,minority,0
ITA,Italy,1953-06-07,1954-02-10,Scelba,0,796,527,minority,0
ITA,Italy,1953-06-07,1955-07-22,Segni I,0,250,667,minority,0
ITA,Italy,1953-06-07,1957-05-19,Zoli,0,280,408,minority,0
ITA,Italy,1958-05-25,1958-07-01,Fanfani II,0,880,229,minority,0
ITA,Italy,1958-05-25,1959-02-15,Segni II,0,372,405,minority,0
ITA,Italy,1958-05-25,1960-03-26,Tambroni,0,615,122,minority,0
ITA,Italy,1958-05-25,1960-07-26,Fanfani III,0,810,575,minority,0
ITA,Italy,1958-05-25,1962-02-21,Fanfani IV,0,347,485,min_win,0
ITA,Italy,1963-04-28,1963-06-21,Leone I,0,511,166,minority,0
ITA,Italy,1963-04-28,1963-12-04,Moro I,0,818,231,surplus,0
ITA,Italy,1963-04-28,1964-07-22,Moro II,0,705,581,surplus,0
ITA,Italy,1963-04-28,1966-02-23,Moro III,0,433,852,surplus,0
ITA,Italy,1968-05-19,1968-06-24,Leone II,0,183,171,minority,0
ITA,Italy,1968-05-19,1968-12-12,Rumor I,0,554,236,surplus,0
ITA,Italy,1968-05-19,1969-08-05,Rumor II,0,548,234,minority,0
ITA,Italy,1968-05-19,1970-03-27,Rumor III,0,113,132,surplus,0
ITA,Italy,1968-05-19,1970-08-06,Colombo,0,89,560,surplus,0
ITA,Italy,1968-05-19,1972-02-17,Andreotti I,1,398,160,minority,0
ITA,Italy,1972-05-07,1972-07-26,Andreotti II,0,439,346,minority,0
ITA,Italy,1972-05-07,1973-07-07,Rumor IV,0,24,250,surplus,0
ITA,Italy,1972-05-07,1974-03-14,Rumor V,0,317,254,surplus,0
ITA,Italy,1972-05-07,1974-11-23,Moro IV,0,149,446,minority,0
ITA,Italy,1972-05-07,1976-02-12,Moro V,0,842,168,minority,0
ITA,Italy,1976-06-20,1976-07-29,Andreotti III,0,140,590,minority,0
ITA,Italy,1976-06-20,1978-03-11,Andreotti IV,0,245,374,minority,0
ITA,Italy,1976-06-20,1979-03-20,Andreotti V,0,638,137,minority,0
ITA,Italy,1979-06-03,1979-08-04,Cossiga I,0,578,244,minority,0
ITA,Italy,1979-06-03,1980-04-04,Cossiga II,0,86,197,surplus,0
ITA,Italy,1979-06-03,1980-10-18,Forlani,0,464,253,surplus,0
ITA,Italy,1979-06-03,1981-06-28,Spadolini I,0,674,421,surplus,0
ITA,Italy,1979-06-03,1982-08-23,Spadolini II,0,84,100,surplus,0
ITA,Italy,1979-06-03,1982-12-01,Fanfani V,0,87,246,surplus,0
ITA,Italy,1983-06-26,1983-08-04,Craxi I,0,334,1093,surplus,0
ITA,Italy,1983-06-26,1986-08-01,Craxi II,0,293,259,surplus,0
ITA,Italy,1983-06-26,1987-04-17,Fanfani VI,0,737,102,minority,0
ITA,Italy,1987-06-14,1987-07-28,Goria,0,756,260,surplus,0
ITA,Italy,1987-06-14,1988-04-13,De Mita,0,809,466,surplus,0
ITA,Italy,1987-06-14,1989-07-23,Andreotti VI,0,460,629,surplus,0
ITA,Italy,1987-06-14,1991-04-13,Andreotti VII,0,202,442,surplus,0
ITA,Italy,1992-04-05,1992-06-28,Amato I,0,176,305,min_win,0
ITA,Italy,1992-04-05,1993-04-29,Ciampi,0,801,377,surplus,0
ITA,Italy,1994-03-27,1994-05-11,Berlusconi I,0,672,251,surplus,1
ITA,Italy,1994-03-27,1995-01-17,Dini I,1,382,359,minority,0
ITA,Italy,1994-03-27,1996-01-11,Dini II,1,991,128,minority,0
ITA,Italy,1996-04-21,1996-05-18,Prodi I,0,276,886,minority,0
ITA,Italy,1996-04-21,1998-10-21,D'Alema I,0,214,426,surplus,0
ITA,Italy,1996-04-21,1999-12-21,D'Alema II,0,522,129,minority,0
ITA,Italy,1996-04-21,2000-04-28,Amato II,0,239,409,minority,0
ITA,Italy,2001-05-13,2001-06-11,Berlusconi II,0,256,1447,surplus,0
ITA,Italy,2001-05-13,2005-05-28,Berlusconi III,0,567,354,surplus,0
ITA,Italy,2006-04-09,2006-05-17,Prodi II,0,117,722,surplus,0
ITA,Italy,2008-04-13,2008-05-08,Berlusconi IV,0,823,1287,minority,0
ITA,Italy,2008-04-13,2011-11-16,Monti,1,983,528,minority,0
ITA,Italy,2013-02-25,2013-04-27,Letta I,0,1048,205,surplus,0
ITA,Italy,2013-02-25,2013-11-18,Letta II,0,1068,96,surplus,0
ITA,Italy,2013-02-25,2014-02-22,Renzi,0,1079,1024,surplus,0
ITA,Italy,2013-02-25,2016-12-12,Gentiloni,0,1501,536,surplus,0
ITA,Italy,2018-03-04,2018-06-01,Conte I,0,1532,461,surplus,1
ITA,Italy,2018-03-04,2019-09-05,Conte II,0,1603,65,surplus,0
JPN,Japan,1946-04-10,1946-05-22,Yoshida I,0,891,366,min_win,1
JPN,Japan,1947-04-25,1947-05-23,Katayama,0,892,274,surplus,0
JPN,Japan,1947-04-25,1948-02-21,Ashida,0,893,237,surplus,0
JPN,Japan,1947-04-25,1948-10-15,Yoshida II,0,894,119,minority,0
JPN,Japan,1949-01-23,1949-02-11,Yoshida III,0,895,1351,surplus,1
JPN,Japan,1952-10-01,1952-10-24,Yoshida IV,0,896,207,min_win,0
JPN,Japan,1953-04-19,1953-05-19,Yoshida V,0,897,569,minority,0
JPN,Japan,1953-04-19,1954-12-09,Hatoyama I I,1,898,99,minority,0
JPN,Japan,1955-02-27,1955-03-18,Hatoyama I II,0,899,249,minority,0
JPN,Japan,1955-02-27,1955-11-22,Hatoyama I III,0,900,394,min_win,0
JPN,Japan,1955-02-27,1956-12-20,Ishibashi,0,901,67,min_win,0
JPN,Japan,1955-02-27,1957-02-25,Kishi I,0,887,472,min_win,0
JPN,Japan,1958-05-22,1958-06-12,Kishi II,0,780,768,min_win,0
JPN,Japan,1958-05-22,1960-07-19,Ikeda I,0,241,142,min_win,0
JPN,Japan,1960-11-20,1960-12-08,Ikeda II,0,48,1096,min_win,0
JPN,Japan,1963-11-21,1963-12-09,Ikeda III,0,649,336,min_win,0
JPN,Japan,1963-11-21,1964-11-09,Sato I,0,8,830,min_win,0
JPN,Japan,1967-01-29,1967-02-17,Sato II,0,787,1062,min_win,0
JPN,Japan,1969-12-27,1970-01-14,Sato III,0,789,905,min_win,0
JPN,Japan,1969-12-27,1972-07-07,Tanaka I,0,656,168,min_win,0
JPN,Japan,1972-12-10,1972-12-22,Tanaka II,0,502,717,min_win,0
