id,type_id,country_id,date,first_round_election_id,early,wikipedia,seats_total,electorate,votes_cast,votes_valid,data_source,description,comment,previous_parliament_election_id,previous_ep_election_id,previous_cabinet_id,old_countryID,old_parlID
314,13,67,2007-03-18,,0,"http://en.wikipedia.org/wiki/Finnish_parliamentary_election,_2007",200,4292436,2790752,2771236,"idea, tila",,,253,198,759,246,20070
315,13,44,1997-05-01,,0,"http://en.wikipedia.org/wiki/United_Kingdom_general_election,_1997",659,43818324,31349744,31286284,"bef-7, ejpr",,"election results (number of votes) differ between Parline, EJPR and Wikipedia as data souces",514,351,678,826,19970
316,13,37,1997-06-06,,1,"http://en.wikipedia.org/wiki/Irish_general_election,_1997",166,2741262,1806932,1788985,"gall-09, no-2010",,,359,34,573,372,19970
317,1,63,1986-01-01,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1987_(Portugal)",24,,,,,,"Elections took only place in 1987. Results reflect the initial composition of Portuguese MEPs, based on the party composition of the Assembly of the Republic.",106,,734,620,1019860
318,13,56,1967-06-11,,0,"http://en.wikipedia.org/wiki/Icelandic_parliamentary_election,_1967",60,107101,97855,96090,hagstofa,,,379,,553,352,19670
319,13,23,2008-11-30,,0,"http://en.wikipedia.org/wiki/Romanian_legislative_election,_2008",334,18464274,7238871,6886794,bec,,,165,676,118,642,20080
320,13,56,1959-10-26,,1,"http://en.wikipedia.org/wiki/Icelandic_parliamentary_election,_October_1959",60,95637,86426,85095,gud97,Early election on 25/26 October 1959.,,393,,351,352,19591
321,13,11,1954-11-13,,0,"http://en.wikipedia.org/wiki/New_Zealand_general_election,_1954",80,1209670,1105609,1096893,yb-nzl,,,366,,66,554,19540
322,13,11,1987-08-15,,0,"http://en.wikipedia.org/wiki/New_Zealand_general_election,_1987",97,2114656,1883394,1831777,yb-nzl,,,56,,121,554,19870
323,13,37,1965-04-07,,0,"http://en.wikipedia.org/wiki/Irish_general_election,_1965",144,1683019,1264666,1253122,gall-09,,,413,,667,372,19650
325,13,59,1990-10-07,,1,"http://en.wikipedia.org/wiki/Austrian_legislative_election,_1990",183,5628912,4848741,4704894,"bmi, yb-aut","Early election on 7 October 1990.
",,235,,873,40,19900
326,1,26,1994-06-12,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1994_(Italy)",87,48461792,35667440,32913956,archivio,,,146,280,672,380,1019940
327,13,5,2009-08-30,,1,"http://en.wikipedia.org/wiki/Japanese_general_election,_2009",480,103949442,71999121,70370255,ejpr,Parliament was dissolved on 16 November 2012.,,554,,494,392,20090
328,13,9,2001-09-10,,0,"http://en.wikipedia.org/wiki/Norwegian_parliamentary_election,_2001",165,3358856,2537041,2521820,seby,,,669,,333,578,20010
329,1,26,2004-06-12,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2004_(Italy)",78,49804087,35717655,32516246,archivio,,,498,363,256,380,1020040
330,13,51,1996-05-26,,0,"http://en.wikipedia.org/wiki/Cypriot_legislative_election,_1996",56,409996,381051,369521,parline,,,342,,645,196,19960
331,13,54,1957-09-15,,0,"http://en.wikipedia.org/wiki/West_German_federal_election,_1957",497,35400923,31072894,29905428,bwl,,,103,,633,276,19570
332,13,64,1995-05-21,,1,"http://en.wikipedia.org/wiki/Belgian_general_election,_1995",150,7199440,6562149,6072051,ibz,Election on 8 November 1981. Number of seats in parliament reduced to 150.,,418,536,624,56,19950
333,13,5,1972-12-10,,1,"http://en.wikipedia.org/wiki/Japanese_general_election,_1972",491,73769637,52934894,52425079,parline,,"""Distribution of seats by party on the day of convocation of the 71st special session
taking into account the post-election change of party affiliation of 15 members."" (Parline)",603,,656,392,19720
334,1,67,1999-06-13,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1999_(Finland)",16,4165689,1248122,1242303,"ejpr, tila",,,15,652,352,246,1019990
335,13,8,2003-01-22,,1,"http://en.wikipedia.org/wiki/Dutch_general_election,_2003",150,12076711,9666602,9654475,verk,,,74,177,1105,528,20030
336,13,23,2000-11-26,,0,"http://en.wikipedia.org/wiki/Romanian_general_election,_2000",345,17699727,11559458,10839424,essex,,,49,,171,642,20000
337,1,15,2009-06-07,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2009_(Lithuania)",12,2692397,564803,550017,vrk,,,646,539,688,440,1020090
338,13,60,1996-11-10,,0,"http://en.wikipedia.org/wiki/Slovenian_parliamentary_election,_1996",90,1542218,1136211,1069204,voltive,,,382,,562,705,19960
339,13,51,2001-05-27,,0,"http://en.wikipedia.org/wiki/Cypriot_legislative_election,_2001",56,467543,428981,410987,no-2010,,,330,,731,196,20010
340,13,67,1927-07-01,,0,"http://en.wikipedia.org/wiki/Finnish_parliamentary_election,_1927",200,1638864,914371,910191,"no-2010, tila",,,904,,1208,246,19270
341,1,8,1984-06-17,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1984_(Netherlands)",25,10485014,5334582,5296749,verk,,,116,23,270,528,1019840
342,13,51,1991-05-19,,0,"http://en.wikipedia.org/wiki/Cypriot_legislative_election,_1991",56,381322,354683,342038,no-2010,,,127,,784,196,19910
344,1,37,1984-06-17,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1984_(Ireland)",15,2413404,1147745,1120416,eie,,,307,414,867,372,1019840
345,13,5,1960-11-20,,1,"http://en.wikipedia.org/wiki/Japanese_general_election,_1960",467,54312993,39920119,39509126,no-2001,,,645,,241,392,19600
346,1,72,2004-06-13,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2004_(Malta)",5,304283,250691,245722,doi,,,509,,298,470,1020040
347,13,59,1959-05-10,,1,"http://en.wikipedia.org/wiki/Austrian_legislative_election,_1959",165,4696603,4424658,4362856,"bmi, yb-aut","Early election on 10 May 1959.
Parliament was dissolved after the end of the Gorbach I cabinet.",,169,,105,40,19590
348,13,43,1946-06-02,,1,"http://en.wikipedia.org/wiki/French_legislative_election,_June_1946",522,24696949,20215200,19880741,mackie,"New election on 2 June 1946 for constituent assembly.
Seats total excludes Algeria and the overseas territories.",,471,,648,250,19460
349,13,1,1998-09-26,,0,"http://en.wikipedia.org/wiki/Slovak_parliamentary_election,_1998",150,4023191,3385536,3359176,ssr,,,119,,26,703,19980
350,13,11,1990-10-27,,0,"http://en.wikipedia.org/wiki/New_Zealand_general_election,_1990",97,2202157,1877115,1824092,yb-nzl,,,322,,571,554,19900
351,1,44,1994-06-09,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1994_(United_Kingdom)",87,43441774,15852589,15811039,"bef-7, ukeu",,,514,682,678,826,1019940
352,13,63,1999-10-10,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1999_(Portugal)",230,8864604,5415102,5306908,"cne, ejpr",,the number of votes for parties differ significantly between Comissão Nacional de Eleições and Parline,216,619,265,620,19990
353,1,26,1979-06-10,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1979_(Italy)",81,42203405,36148180,35042601,archivio,,,604,,638,380,1019790
354,13,67,1962-02-05,,1,"http://en.wikipedia.org/wiki/Finnish_parliamentary_election,_1962",200,2714838,2310090,2301998,"idea, tila",Early election on 5 Februrary 1962.,,616,,598,246,19620
355,13,10,1994-12-18,,1,"http://en.wikipedia.org/wiki/Bulgarian_parliamentary_election,_1994",240,6997954,5264448,5202065,essex,"Early election on 18 December 1994.
Parliament was dissolved on 19 February 1997 and an earlier election date was called.",,32,,109,100,19940
357,13,43,1973-03-11,,0,"http://en.wikipedia.org/wiki/French_legislative_election,_1973",473,29883738,24299210,23752321,mackie,,Seats total excludes 18 seats from overseas territories.,386,,430,250,19730
358,13,40,1987-10-18,,0,"http://en.wikipedia.org/wiki/Swiss_federal_election,_1987",200,4214595,1958456,1934448,bafs,,,631,,129,756,19870
359,13,37,1992-11-25,,0,"http://en.wikipedia.org/wiki/Irish_general_election,_1992",166,2557036,1751351,1724853,"gall-09, no-2010",,,590,46,870,372,19920
360,1,43,1989-06-18,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1989_(France)",81,38297496,18690692,18151416,"ep, frpo, idea",,,643,415,712,250,1019890
361,1,54,1979-06-10,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1979_(West_Germany)",81,42751940,28098872,27847109,bwl,,,163,,459,276,1019790
363,1,26,1999-06-13,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1999_(Italy)",87,49278309,34376467,31061429,archivio,,,551,326,214,380,1019990
365,13,59,2002-11-24,,1,"http://en.wikipedia.org/wiki/Austrian_legislative_election,_2002",183,5912592,4982261,4909645,"bmi, parline, yb-aut","Early election on 24 November 2002.
Parliament was dissolved on 14 July 2006 and a slightly earlier election date was set. ",,492,16,722,40,20020
366,13,11,1951-09-01,,1,"http://en.wikipedia.org/wiki/New_Zealand_general_election,_1951",80,1205762,1074475,1070843,no-2001,Early election on 1 September 1951.,,94,,717,554,19510
367,13,5,1967-01-29,,0,"http://en.wikipedia.org/wiki/Japanese_general_election,_1967",486,62992796,46599456,45996574,no-2001,,,640,,8,392,19670
368,1,27,2004-06-13,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2004_(Spain)",54,34706044,15666491,15417268,epp,,,164,585,806,724,1020040
369,1,37,2009-06-05,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2009_(Ireland)",12,3199289,1875920,1829313,eie,,,190,123,173,372,1020090
370,13,72,1987-05-09,,0,"http://en.wikipedia.org/wiki/Maltese_general_election,_1987",69,246292,236719,235168,md,,,136,,122,470,19870
371,13,40,1975-10-26,,0,"http://en.wikipedia.org/wiki/Swiss_federal_election,_1975",200,3735037,1955740,1931387,bafs,,,176,,79,756,19750
372,13,8,1998-05-06,,0,"http://en.wikipedia.org/wiki/Dutch_general_election,_1998",150,11755132,8622222,8607787,verk,,,570,58,637,528,19980
373,13,40,1967-10-29,,0,"http://en.wikipedia.org/wiki/Swiss_federal_election,_1967",200,1551909,1019907,1001863,bafs,,,108,,513,756,19670
374,1,35,1999-06-13,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1999_%28Sweden%29",22,6664205,2588514,2529437,val,,,33,55,503,752,1019990
375,13,43,1958-11-30,,1,"http://en.wikipedia.org/wiki/French_legislative_election,_1958",465,27244992,21026543,20492368,mackie,Early election on 23 and 30 November 1958 under new SMD majority-plurality electoral system.,,312,,197,250,19580
377,13,59,1970-03-01,,0,"http://en.wikipedia.org/wiki/Austrian_legislative_election,_1970",165,5045841,4630851,4588961,"bmi, parline, yb-aut","Election on 1 March 1970.
Parliament was dissolved on 14 July 1971 after the end of the Kreisky I cabinet.",Official results include a by-election on 4 October 1970.,608,,561,40,19700
379,13,56,1963-06-09,,0,"http://en.wikipedia.org/wiki/Icelandic_parliamentary_election,_1963",60,99798,90958,89352,"gud97, hagstofa",,,320,,331,352,19630
380,13,26,1963-04-28,,0,"http://en.wikipedia.org/wiki/Italian_general_election,_1963",630,34199184,31766009,30752871,archivio,,,507,,347,380,19630
381,13,54,1961-09-17,,0,"http://en.wikipedia.org/wiki/West_German_federal_election,_1961",499,37440715,32849624,31550901,bwl,,,331,,906,276,19610
382,13,60,1992-12-06,,0,"http://en.wikipedia.org/wiki/Slovenian_parliamentary_election,_1992",90,1491374,1277604,1188378,voltive,First national election after independence in 1991.,,129,,9,705,19920
383,13,7,2004-06-13,,0,"http://en.wikipedia.org/wiki/Luxembourgian_legislative_election,_2004",60,217683,200092,188910,epl,,,299,505,196,442,20040
384,13,64,1974-03-10,,1,"http://en.wikipedia.org/wiki/Belgian_general_election,_1974",212,6323027,5711639,5258531,ibz,,"Although the two successor parties of the PSB-BSP (Parti socialiste belge-Belgische Socialistische Partij) were founded in 1978, the IBZ data differentiates between the Flemish and the Wallonian part for the 1977 election results without further specification. Since all other sources (Nohlen, Mackie/Rose, Cevipol) stand in contrast with this, the PSB-BSP is coded as one party.",591,,859,56,19740
385,13,54,2002-09-22,,0,"http://en.wikipedia.org/wiki/German_federal_election,_2002",603,61432868,48582761,47996480,bwl,,,679,417,107,276,20020
386,13,43,1968-06-30,,1,"http://en.wikipedia.org/wiki/French_legislative_election,_1968",470,28178087,22500524,22117138,mackie,,Seats total excludes 17 seats from overseas territories.,291,,662,250,19680
387,13,21,1988-05-10,,1,"http://en.wikipedia.org/wiki/Danish_parliamentary_election,_1988",179,3991897,3352651,3329129,,,,226,128,837,208,19880
389,13,21,1998-03-11,,1,"http://en.wikipedia.org/wiki/Danish_parliamentary_election,_1998",179,3993099,3431926,3405997,,Early election on 11 March 1998.,,89,434,255,208,19980
390,13,7,1959-02-01,,0,"http://en.wikipedia.org/wiki/Luxembourgian_legislative_election,_1959",52,188286,173836,165596,asl,,,153,,544,442,19590
391,13,11,1966-11-26,,0,"http://en.wikipedia.org/wiki/New_Zealand_general_election,_1966",80,1409600,1212127,1205095,"ec-nz, yb-nzl",,,117,,668,554,19660
393,13,56,1959-06-28,,0,"http://en.wikipedia.org/wiki/Icelandic_parliamentary_election,_June_1959",52,95050,86147,84788,gud97,"Election on 28 June 1959.
Parliament was dissolved on 15 August 1959 after electoral reform.",,665,,446,352,19590
395,1,75,2009-06-07,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2009_(Estonia)",6,909628,399181,396982,vvk,,,83,130,902,233,1020090
396,13,64,1985-10-13,,1,"http://en.wikipedia.org/wiki/Belgian_general_election,_1985",212,7001297,6552234,6064260,ibz,,,501,10,724,56,19850
397,1,51,2004-06-13,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2004_(Cyprus)",6,483311,344092,334268,ejpr,,,339,,342,196,1020040
399,13,41,1996-09-22,,0,"http://en.wikipedia.org/wiki/Greek_legislative_election,_1996",300,9140742,6978656,6780049,mig,,,654,613,281,300,19960
400,13,21,1971-09-21,,1,"http://en.wikipedia.org/wiki/Danish_parliamentary_election,_1971",179,3332044,2904096,2883900,,,,531,,596,208,19710
401,13,64,2007-06-10,,1,"http://en.wikipedia.org/wiki/Belgian_general_election,_2007",150,7720796,7032077,6671360,ejpr,,,143,656,449,56,20070
402,13,59,1945-11-25,,0,"http://en.wikipedia.org/wiki/Austrian_legislative_election,_1945",165,3449605,3253329,3217354,"bmi, yb-aut",Election on 25 October 1945. 	,,1029,,452,40,19450
403,13,43,2002-06-16,,0,"http://en.wikipedia.org/wiki/French_legislative_election,_2002",577,40968484,26389875,25246045,"asn, no-2010",,,479,273,711,250,20020
404,13,9,1993-09-13,,0,"http://en.wikipedia.org/wiki/Norwegian_parliamentary_election,_1993",165,3259957,2472551,2461949,seby,,,571,,588,578,19930
405,13,63,2009-09-27,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2009_(Portugal)",230,9519921,5681258,5505278,cne,Parliament was dissolved on 31 March 2011 after PM Jose Socrates resigned on 23 March.,possible error in the primary source due to the valid votes,210,5,169,620,20090
407,13,43,1962-11-25,,1,"http://en.wikipedia.org/wiki/French_legislative_election,_1962",465,27540358,18918154,18333788,mackie,Early election 18 and 25 November 1962.,,375,,526,250,19620
408,13,37,2002-05-17,,0,"http://en.wikipedia.org/wiki/Irish_general_election,_2002",166,3002173,1878609,1857902,eie,,,316,491,126,372,20020
409,13,21,1977-02-15,,1,"http://en.wikipedia.org/wiki/Danish_parliamentary_election,_1977",179,3552904,3124967,3106297,,,,464,,50,208,19770
410,1,44,2009-06-04,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2009_(United_Kingdom)",72,45312626,15235619,15136932,ejpr,,"The results for Northern Ireland were added, although a different voting system was used (STV). For the votes of parties in Northern Ireland, the first preferences were used.",233,196,119,826,1020090
412,13,35,1994-09-18,,0,"http://en.wikipedia.org/wiki/Swedish_general_election,_1994",349,6496120,5640393,5555540,ejpr,,,472,,779,752,19940
413,13,37,1961-10-04,,0,"http://en.wikipedia.org/wiki/Irish_general_election,_1961",144,1670860,1179738,1168404,gall-09,,,469,,364,372,19610
414,1,37,1979-06-10,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1979_(Ireland)",15,2188798,1392285,1339072,eie,,,6,,794,372,1019790
415,1,43,1984-06-17,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1984_%28France%29",81,36880688,20911350,20180934,"ep, idea",,,20,677,428,250,1019840
416,13,23,1992-09-27,,0,"http://en.wikipedia.org/wiki/Romanian_general_election,_1992",341,16380663,12496430,10880252,essex,,,633,,710,642,19920
417,1,54,1999-06-13,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1999_(Germany)",99,60786904,27468932,27059273,bwl,,,679,540,107,276,1019990
418,13,64,1991-11-24,,1,"http://en.wikipedia.org/wiki/Belgian_general_election,_1991",212,7144884,6623897,6162160,ejpr,,,191,553,457,56,19910
419,13,72,1966-03-28,,0,"http://en.wikipedia.org/wiki/Maltese_general_election,_1966",50,161490,144873,143347,md,,,658,,589,470,19660
420,13,64,1977-04-17,,1,"http://en.wikipedia.org/wiki/Belgian_general_election,_1977",212,6316662,6006211,5575058,ibz,,,384,,451,56,19770
421,13,11,1957-11-30,,0,"http://en.wikipedia.org/wiki/New_Zealand_general_election,_1957",80,1244748,1163061,1157365,yb-nzl,,,321,,629,554,19570
423,13,75,2003-03-02,,0,"http://en.wikipedia.org/wiki/Estonian_parliamentary_election,_2003",101,859714,500686,494888,vvk,,,239,,152,233,20030
424,13,29,1963-04-08,,1,"http://en.wikipedia.org/wiki/Canadian_federal_election,_1963",265,9910757,7958636,7894076,"ceoc, pica",,,76,,619,124,19630
425,13,64,1961-03-26,,1,"http://en.wikipedia.org/wiki/Belgian_general_election,_1961",212,6036165,5573840,5265025,ibz,,,573,,144,56,19610
427,13,40,1999-10-24,,0,"http://en.wikipedia.org/wiki/Swiss_Federal_Council_election,_1999",200,4628782,2004408,1970311,bafs,,,105,,38,756,19990
428,13,35,1988-09-18,,0,"http://en.wikipedia.org/wiki/Swedish_general_election,_1988",349,6330023,5441050,5373719,,,,48,,478,752,19880
429,13,9,1957-10-07,,0,"http://en.wikipedia.org/wiki/Norwegian_parliamentary_election,_1957",150,2298376,1800155,1791128,mackie,,,167,,221,578,19570
430,13,21,1950-09-05,,1,"http://en.wikipedia.org/wiki/Danish_Folketing_election,_1950",151,2516118,2059944,2054330,yb-dnk,,,541,,408,208,19500
431,13,35,1948-09-19,,0,"http://en.wikipedia.org/wiki/Swedish_general_election,_1948",230,4707783,3895161,3878991,,,,485,,628,752,19480
432,1,10,2009-06-07,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2009_(Bulgaria)",17,6684770,2601677,2576434,cik,,,618,468,425,100,1020090
433,13,5,1979-10-07,,1,"http://en.wikipedia.org/wiki/Japanese_general_election,_1979",511,80169924,54518515,54010121,parline,Parliament was dissolved on 19 May 1980 after the government lost a confidence vote.,,53,,227,392,19790
434,1,21,1994-06-12,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1994_(Denmark)",16,3994200,2113780,2079937,yb-dnk,,,157,308,740,208,1019940
435,13,40,1979-10-21,,0,"http://en.wikipedia.org/wiki/Swiss_federal_election,_1979",200,3864285,1856651,1833191,bafs,,,371,,20,756,19790
436,13,56,1979-12-03,,1,"http://en.wikipedia.org/wiki/Icelandic_parliamentary_election,_1979",60,142073,126929,123751,"gud97, hagstofa",Early election on 2/3 December 1979.,,275,,536,352,19790
437,13,8,1956-06-13,,1,"http://en.wikipedia.org/wiki/Dutch_general_election,_1956",150,6125210,5849652,5727742,verk,,"After the election, the number of seats in the House of Representatives was raised from 100 to 150.",543,,366,528,19560
439,13,15,1992-11-15,,0,"http://en.wikipedia.org/wiki/Lithuanian_parliamentary_election,_1992",141,2549952,1918027,1858574,essex,,,462,,512,440,19920
441,1,1,2009-06-07,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2009_(Slovakia)",13,4345773,852517,826782,ssr,,,192,124,269,703,1020090
442,1,64,1979-06-10,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1979_(Belgium)",24,6800584,6212731,5442978,ibz,,,663,,521,56,1019790
445,13,54,1990-12-02,,1,"http://en.wikipedia.org/wiki/German_federal_election,_1990",662,60436560,46995915,46455772,bwl,Election on 2 December 1990 for the entire country after German reunification.,5% threshold applied separately to the West and East of Germany.,588,296,286,276,19900
446,13,7,1974-05-26,,0,"http://en.wikipedia.org/wiki/Luxembourgian_legislative_election,_1974",59,205817,185527,175376,asl,,,166,,101,442,19740
447,13,54,1969-09-28,,0,"http://en.wikipedia.org/wiki/West_German_federal_election,_1969",496,38677235,33523064,32966024,"bwl, dhbt","Brandt lost his parliamentary majority but the opposition could not replace him in a constructive vote of no confidence. As a consequence, there was a cabinet without a majority but no new chancellor could be elected. Parliament was dissolved by President Heinemann on 22 September 1972 and snap elections were called (Schindler 1999, 1241).",,250,,170,276,19690
448,1,27,2009-06-07,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2009_(Spain)",50,35492567,15935147,15615296,epp,,,500,368,497,724,1020090
449,1,10,2007-01-01,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2007_(Bulgaria)",18,,,,,,"Elections took only place later in 2007. Results reflect the initial composition of Bulgarian MEPs, based on the party composition of the  National Assembly.",618,,425,100,1020070
450,13,35,1956-09-16,,0,"http://en.wikipedia.org/wiki/Swedish_general_election,_1956",231,4902114,3902114,3879330,,Parliament was dissoved on 28 April after the fall of the Erlander government.,,234,,781,752,19560
451,13,11,1999-11-27,,0,"http://en.wikipedia.org/wiki/New_Zealand_general_election,_1999",120,2509365,2127265,2065494,"ec-nz, yb-nzl",,,561,,388,554,19990
452,13,59,1979-05-06,,1,"http://en.wikipedia.org/wiki/Austrian_legislative_election,_1979",183,5186735,4784173,4729251,"bmi, parline, yb-aut","Early election on 6 May 1979.
Parliament was dissolved on 21 February 1983 and a slightly earlier election date was set.
",,221,,350,40,19790
453,13,41,1985-06-02,,0,"http://en.wikipedia.org/wiki/Greek_legislative_election,_1985",300,8008647,6422466,6365094,no-2010,,,227,87,713,300,19850
455,13,29,2000-11-27,,1,"http://en.wikipedia.org/wiki/Canadian_federal_election,_2000",301,21243473,12997185,12997185,ceoc,,,650,,182,124,20000
456,13,59,1983-04-24,,1,"http://en.wikipedia.org/wiki/Austrian_legislative_election,_1983",183,5316436,4922454,4853417,"bmi, parline, yb-aut","Early election on 24 April 1983.
Parliament was dissolved on 23 September 1986 after the end of the Vranitzky I cabinet.",,452,,463,40,19830
458,1,26,1984-06-17,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1984_(Italy)",81,44948253,37069626,35141533,archivio,,,617,353,334,380,1019840
459,13,11,1975-11-29,,0,"http://en.wikipedia.org/wiki/New_Zealand_general_election,_1975",87,1953050,1611020,1602777,"ec-nz, yb-nzl",,,1,,413,554,19750
460,13,67,1966-03-21,,0,"http://en.wikipedia.org/wiki/Finnish_parliamentary_election,_1966",200,2800461,2378583,2370046,"idea, tila",,,354,,139,246,19660
462,13,15,1990-03-10,,0,"http://en.wikipedia.org/wiki/Lithuanian_parliamentary_election,_1990",135,2581359,1851343,,essex,,,,,,440,19900
463,13,39,2002-04-21,,0,"http://en.wikipedia.org/wiki/Hungarian_parliamentary_election,_2002",386,8061101,5685655,5616750,"essex, ovb",,,671,,827,348,20020
464,13,21,1975-01-09,,1,"http://en.wikipedia.org/wiki/Danish_parliamentary_election,_1975",179,3477621,3068302,3049452,,,,64,,744,208,19750
466,13,41,2007-09-16,,0,"http://en.wikipedia.org/wiki/Greek_legislative_election,_2007",300,9918917,7355026,7159006,"ana, mig, reuters",On 3 September 2009 PM Kostas Karamanlis asked President Karolos Papoulias to dissolve parliament. President Papoulias dissolved parliament on 7 Septmeber and called an election for 4 October.,,201,672,876,300,20070
467,13,26,1948-04-18,,0,"http://en.wikipedia.org/wiki/Italian_general_election,_1948",574,29117270,26855741,26264458,archivio,,,503,,501,380,19480
468,1,10,2007-05-20,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2007_(Bulgaria)",18,6691080,1955451,1937696,cik,,,618,449,425,100,1020071
469,13,37,1957-03-05,,1,"http://en.wikipedia.org/wiki/Irish_general_election,_1957",147,1738278,1238559,1227019,gall-09,,,584,,626,372,19570
471,13,43,1945-10-21,,0,"http://en.wikipedia.org/wiki/French_legislative_election,_1945",522,24622862,19657603,19189799,mackie,Election on 21 October 1945 under PR system.,,983,,329,250,19450
472,13,35,1991-09-15,,0,"http://en.wikipedia.org/wiki/Swedish_general_election,_1991",349,6413172,5563043,5470882,parline,,Needs information about the largest party that won no seats.,428,,732,752,19910
473,13,35,1979-09-16,,0,"http://en.wikipedia.org/wiki/Swedish_general_election,_1979",349,6040461,5480126,5448638,,,,262,,587,752,19790
474,1,27,1989-06-18,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1989_(Spain)",60,29283982,16022276,15657676,epp,,,254,557,834,724,1019890
475,13,41,2000-04-09,,0,"http://en.wikipedia.org/wiki/Greek_legislative_election,_2000",300,9372541,7026527,6868011,mig,,,399,482,33,300,20000
477,13,74,1997-09-21,,0,"http://en.wikipedia.org/wiki/Polish_parliamentary_election,_1997",460,28409054,13616378,13088231,pkw,,,268,,437,616,19970
478,13,9,1949-10-10,,0,"http://en.wikipedia.org/wiki/Norwegian_parliamentary_election,_1949",150,2159005,1770897,1758366,mackie,,,220,,58,578,19490
479,13,43,1997-06-01,,1,"http://en.wikipedia.org/wiki/French_legislative_election,_1997",577,39217241,26635942,25334486,asn,"Early election on 25 May 1997.
","Official data inconsistent: Valid votes sum up to 25629277.
Number of valid votes based on interim results provided by the Assemblée nationale.
",664,680,422,250,19970
480,13,63,1987-07-19,,1,"http://en.wikipedia.org/wiki/Portuguese_legislative_election,_1987",250,7930668,5676358,5552690,cne,,possible error in the primary source due to the valid votes,106,317,734,620,19870
482,1,41,1999-06-13,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1999_(Greece)",25,9555326,6712684,6428696,mig,,,399,613,33,300,1019990
483,13,72,1996-10-26,,1,"http://en.wikipedia.org/wiki/Maltese_general_election,_1996",69,271746,264037,261224,"doi, md",,,520,,881,470,19960
484,13,54,1983-03-06,,1,"http://en.wikipedia.org/wiki/West_German_federal_election,_1983",498,44088935,39279529,38940687,bwl,,"Kohl had previously become Chancellor by winning a constructive vote of no confidence. However, he wanted to seek a new electoral mandate. Early elections were called after Kohl lost a faked vote of no confidence.",547,361,642,276,19830
485,13,35,1944-09-17,,0,"http://en.wikipedia.org/wiki/Swedish_general_election,_1944",230,4310241,3099103,3086304,,,,971,,1180,752,19440
486,13,64,2010-06-13,,1,"http://en.wikipedia.org/wiki/Belgian_general_election,_2010",150,7767552,6929855,6527367,ibz,Early election on 13 June 2010 after the fall of the Leterme II cabinet.,,401,638,431,56,20100
487,13,68,2002-06-15,,0,"http://en.wikipedia.org/wiki/Czech_legislative_election,_2002",200,8264484,4789145,4768006,volby,,Check parliament composition change: K or KDU-CSL/US-DU,27,,443,203,20020
490,13,44,1987-06-11,,0,"http://en.wikipedia.org/wiki/United_Kingdom_general_election,_1987",650,43180573,32566523,32529578,,,,290,222,646,826,19870
491,1,37,1999-06-13,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1999_(Ireland)",15,2864361,1438287,1391740,ep,,,316,34,126,372,1019990
492,13,59,1999-10-03,,0,"http://en.wikipedia.org/wiki/Austrian_legislative_election,_1999",183,5838373,4695225,4622354,"bmi, parline, yb-aut","Election on 3 October 1999.
Parliament was dissolved on 22 September 2002 after the end of the Schuessel I cabinet.",,162,16,412,40,19990
493,13,27,1979-03-01,,0,"http://en.wikipedia.org/wiki/Spanish_general_election,_1979",350,26836490,18259192,17933648,epp,,,42,,205,724,19790
