country_name_short,country_name,year,cabinets,com,eco,soc,agr,lib,chr,con,right,other
LUX,Luxembourg,1952,1,0,0,47.5,0,0,52.5,0,0,0
LUX,Luxembourg,1953,2,0,0,47.5,0,0,52.5,0,0,0
LUX,Luxembourg,1954,2,0,0,43.4,0,0,56.6,0,0,0
LUX,Luxembourg,1955,1,0,0,39.5,0,0,60.5,0,0,0
LUX,Luxembourg,1956,1,0,0,39.5,0,0,60.5,0,0,0
LUX,Luxembourg,1957,1,0,0,39.5,0,0,60.5,0,0,0
LUX,Luxembourg,1958,2,0,0,39.5,0,0,60.5,0,0,0
LUX,Luxembourg,1959,2,0,0,6.5,0,28.7,64.8,0,0,0
LUX,Luxembourg,1960,1,0,0,0,0,34.4,65.6,0,0,0
LUX,Luxembourg,1961,1,0,0,0,0,34.4,65.6,0,0,0
LUX,Luxembourg,1962,1,0,0,0,0,34.4,65.6,0,0,0
LUX,Luxembourg,1963,1,0,0,0,0,34.4,65.6,0,0,0
LUX,Luxembourg,1964,2,0,0,22.6,0,18.5,58.9,0,0,0
LUX,Luxembourg,1965,1,0,0,48.8,0,0,51.2,0,0,0
LUX,Luxembourg,1966,1,0,0,48.8,0,0,51.2,0,0,0
LUX,Luxembourg,1967,1,0,0,48.8,0,0,51.2,0,0,0
LUX,Luxembourg,1968,1,0,0,48.8,0,0,51.2,0,0,0
LUX,Luxembourg,1969,2,0,0,4.8,0,31,64.2,0,0,0
LUX,Luxembourg,1970,1,0,0,0,0,34.4,65.6,0,0,0
LUX,Luxembourg,1971,1,0,0,0,0,34.4,65.6,0,0,0
LUX,Luxembourg,1972,1,0,0,0,0,34.4,65.6,0,0,0
LUX,Luxembourg,1973,1,0,0,0,0,34.4,65.6,0,0,0
LUX,Luxembourg,1974,2,0,0,30,0,40.3,29.7,0,0,0
LUX,Luxembourg,1975,1,0,0,54.8,0,45.2,0,0,0,0
LUX,Luxembourg,1976,1,0,0,54.8,0,45.2,0,0,0,0
LUX,Luxembourg,1977,1,0,0,54.8,0,45.2,0,0,0,0
LUX,Luxembourg,1978,1,0,0,54.8,0,45.2,0,0,0,0
LUX,Luxembourg,1979,2,0,0,29.5,0,42.1,28.4,0,0,0
LUX,Luxembourg,1980,1,0,0,0,0,38.5,61.5,0,0,0
LUX,Luxembourg,1981,1,0,0,0,0,38.5,61.5,0,0,0
LUX,Luxembourg,1982,1,0,0,0,0,38.5,61.5,0,0,0
LUX,Luxembourg,1983,1,0,0,0,0,38.5,61.5,0,0,0
LUX,Luxembourg,1984,2,0,0,20.5,0,21.2,58.3,0,0,0
LUX,Luxembourg,1985,1,0,0,45.7,0,0,54.3,0,0,0
LUX,Luxembourg,1986,1,0,0,45.7,0,0,54.3,0,0,0
LUX,Luxembourg,1987,1,0,0,45.7,0,0,54.3,0,0,0
LUX,Luxembourg,1988,1,0,0,45.7,0,0,54.3,0,0,0
LUX,Luxembourg,1989,2,0,0,45.4,0,0,54.6,0,0,0
LUX,Luxembourg,1990,1,0,0,45,0,0,55,0,0,0
LUX,Luxembourg,1991,1,0,0,45,0,0,55,0,0,0
LUX,Luxembourg,1992,1,0,0,45,0,0,55,0,0,0
LUX,Luxembourg,1993,1,0,0,45,0,0,55,0,0,0
LUX,Luxembourg,1994,2,0,0,44.9,0,0,55.1,0,0,0
LUX,Luxembourg,1995,2,0,0,44.7,0,0,55.3,0,0,0
LUX,Luxembourg,1996,1,0,0,44.7,0,0,55.3,0,0,0
LUX,Luxembourg,1997,1,0,0,44.7,0,0,55.3,0,0,0
LUX,Luxembourg,1998,1,0,0,44.7,0,0,55.3,0,0,0
LUX,Luxembourg,1999,2,0,0,26.8,0,17.7,55.5,0,0,0
LUX,Luxembourg,2000,1,0,0,0,0,44.1,55.9,0,0,0
LUX,Luxembourg,2001,1,0,0,0,0,44.1,55.9,0,0,0
LUX,Luxembourg,2002,1,0,0,0,0,44.1,55.9,0,0,0
LUX,Luxembourg,2003,1,0,0,0,0,44.1,55.9,0,0,0
LUX,Luxembourg,2004,2,0,0,15.4,0,25.6,59,0,0,0
LUX,Luxembourg,2005,1,0,0,36.8,0,0,63.2,0,0,0
LUX,Luxembourg,2006,1,0,0,36.8,0,0,63.2,0,0,0
LUX,Luxembourg,2007,1,0,0,36.8,0,0,63.2,0,0,0
LUX,Luxembourg,2008,1,0,0,36.8,0,0,63.2,0,0,0
LUX,Luxembourg,2009,2,0,0,35.3,0,0,64.7,0,0,0
LUX,Luxembourg,2010,1,0,0,33.3,0,0,66.7,0,0,0
LUX,Luxembourg,2011,1,0,0,33.3,0,0,66.7,0,0,0
LUX,Luxembourg,2012,1,0,0,33.3,0,0,66.7,0,0,0
LUX,Luxembourg,2013,3,0,1.4,33.8,0,3,61.8,0,0,0
LUX,Luxembourg,2014,1,0,18.8,40.6,0,40.6,0,0,0,0
LUX,Luxembourg,2015,1,0,18.8,40.6,0,40.6,0,0,0,0
LUX,Luxembourg,2016,1,0,18.8,40.6,0,40.6,0,0,0,0
LUX,Luxembourg,2017,1,0,18.8,40.6,0,40.6,0,0,0,0
LUX,Luxembourg,2018,2,0,19.5,40,0,40.5,0,0,0,0
LVA,Latvia,1991,1,0,0,0,0,0,0,0,0,100
LVA,Latvia,1992,1,0,0,0,0,0,0,0,0,100
LVA,Latvia,1993,2,0,0,0,10,30.1,0,0,0,59.9
LVA,Latvia,1994,2,0,0,0,17.7,82.3,0,0,0,0
LVA,Latvia,1995,2,0.3,0,0,0,98.6,0.3,0,0.8,0
LVA,Latvia,1996,1,11,0,0,0,47.9,11,0,30.1,0
LVA,Latvia,1997,3,1.3,0,0,0,54.5,12.5,0,31.6,0
LVA,Latvia,1998,3,0,0,0,0,44.9,15.3,1.7,38.1,0
LVA,Latvia,1999,3,0,0,0,0,40.3,0,27.2,32.6,0
LVA,Latvia,2000,2,0,0,0,0,31.3,0,43.3,25.4,0
LVA,Latvia,2001,1,0,0,0,0,30,0,45.7,24.3,0
LVA,Latvia,2002,2,0,0,0,3.2,25.5,0,48.6,22.6,0
LVA,Latvia,2003,1,0,0,0,21.8,0,0,65.5,12.7,0
LVA,Latvia,2004,3,0,0,0,26.5,0,0,71.2,2.4,0
LVA,Latvia,2005,1,0,0,0,17.6,0,0,82.4,0,0
LVA,Latvia,2006,3,0,0,0,26,0,0,72,2,0
LVA,Latvia,2007,2,0,0,0,30.5,0,0,55.9,13.6,0
LVA,Latvia,2008,1,0,0,0,30.5,0,0,55.9,13.6,0
LVA,Latvia,2009,2,0,0,0,27.5,0,0,64.2,8.4,0
LVA,Latvia,2010,3,0,0,0,37.9,0,0,53.4,8.8,0
LVA,Latvia,2011,2,0,0,0,32.6,0,0,62.2,5.2,0
LVA,Latvia,2012,1,0,0,0,0,0,0,72,28,0
LVA,Latvia,2013,1,0,0,0,0,0,0,72,28,0
LVA,Latvia,2014,3,0,0,0,21.5,0,0,55,23.4,0
LVA,Latvia,2015,1,0,0,0,34.4,0,0,37.7,27.9,0
LVA,Latvia,2016,2,0,0,0,34.4,0,0,37.7,27.9,0
LVA,Latvia,2017,1,0,0,0,34.4,0,0,37.7,27.9,0
LVA,Latvia,2018,2,0,0,0,34.4,0,0,34.7,30.9,0
MLT,Malta,1948,1,0,0,100,0,0,0,0,0,0
MLT,Malta,1949,1,0,0,100,0,0,0,0,0,0
MLT,Malta,1950,2,0,0,67.6,0,0,0,32.4,0,0
MLT,Malta,1951,2,0,0,0,0,0,0,100,0,0
MLT,Malta,1952,1,0,0,0,0,0,0,100,0,0
MLT,Malta,1953,2,0,0,0,0,0,0,100,0,0
MLT,Malta,1954,1,0,0,0,0,0,0,100,0,0
MLT,Malta,1955,2,0,0,84.1,0,0,0,15.9,0,0
MLT,Malta,1956,1,0,0,100,0,0,0,0,0,0
MLT,Malta,1957,1,0,0,100,0,0,0,0,0,0
MLT,Malta,1958,1,0,0,100,0,0,0,0,0,0
MLT,Malta,1959,1,0,0,100,0,0,0,0,0,0
MLT,Malta,1960,1,0,0,100,0,0,0,0,0,0
MLT,Malta,1961,1,0,0,100,0,0,0,0,0,0
MLT,Malta,1962,2,0,0,17.3,0,0,0,82.7,0,0
MLT,Malta,1963,1,0,0,0,0,0,0,100,0,0
MLT,Malta,1964,1,0,0,0,0,0,0,100,0,0
MLT,Malta,1965,1,0,0,0,0,0,0,100,0,0
MLT,Malta,1966,2,0,0,0,0,0,0,100,0,0
MLT,Malta,1967,1,0,0,0,0,0,0,100,0,0
MLT,Malta,1968,1,0,0,0,0,0,0,100,0,0
MLT,Malta,1969,1,0,0,0,0,0,0,100,0,0
MLT,Malta,1970,1,0,0,0,0,0,0,100,0,0
MLT,Malta,1971,2,0,0,53,0,0,0,47,0,0
MLT,Malta,1972,1,0,0,100,0,0,0,0,0,0
MLT,Malta,1973,1,0,0,100,0,0,0,0,0,0
MLT,Malta,1974,2,0,0,100,0,0,0,0,0,0
MLT,Malta,1975,1,0,0,100,0,0,0,0,0,0
MLT,Malta,1976,2,0,0,100,0,0,0,0,0,0
MLT,Malta,1977,1,0,0,100,0,0,0,0,0,0
MLT,Malta,1978,1,0,0,100,0,0,0,0,0,0
MLT,Malta,1979,1,0,0,100,0,0,0,0,0,0
MLT,Malta,1980,1,0,0,100,0,0,0,0,0,0
MLT,Malta,1981,2,0,0,100,0,0,0,0,0,0
MLT,Malta,1982,1,0,0,100,0,0,0,0,0,0
MLT,Malta,1983,1,0,0,100,0,0,0,0,0,0
MLT,Malta,1984,2,0,0,100,0,0,0,0,0,0
MLT,Malta,1985,1,0,0,100,0,0,0,0,0,0
MLT,Malta,1986,1,0,0,100,0,0,0,0,0,0
MLT,Malta,1987,2,0,0,36,0,0,0,64,0,0
MLT,Malta,1988,1,0,0,0,0,0,0,100,0,0
MLT,Malta,1989,1,0,0,0,0,0,0,100,0,0
MLT,Malta,1990,1,0,0,0,0,0,0,100,0,0
MLT,Malta,1991,1,0,0,0,0,0,0,100,0,0
MLT,Malta,1992,2,0,0,0,0,0,0,100,0,0
MLT,Malta,1993,1,0,0,0,0,0,0,100,0,0
MLT,Malta,1994,1,0,0,0,0,0,0,100,0,0
MLT,Malta,1995,1,0,0,0,0,0,0,100,0,0
MLT,Malta,1996,2,0,0,17.5,0,0,0,82.5,0,0
MLT,Malta,1997,1,0,0,100,0,0,0,0,0,0
MLT,Malta,1998,2,0,0,68.1,0,0,0,31.9,0,0
MLT,Malta,1999,1,0,0,0,0,0,0,100,0,0
MLT,Malta,2000,1,0,0,0,0,0,0,100,0,0
MLT,Malta,2001,1,0,0,0,0,0,0,100,0,0
MLT,Malta,2002,1,0,0,0,0,0,0,100,0,0
MLT,Malta,2003,2,0,0,0,0,0,0,100,0,0
MLT,Malta,2004,2,0,0,0,0,0,0,100,0,0
MLT,Malta,2005,1,0,0,0,0,0,0,100,0,0
MLT,Malta,2006,1,0,0,0,0,0,0,100,0,0
MLT,Malta,2007,1,0,0,0,0,0,0,100,0,0
MLT,Malta,2008,2,0,0,0,0,0,0,100,0,0
MLT,Malta,2009,1,0,0,0,0,0,0,100,0,0
MLT,Malta,2010,1,0,0,0,0,0,0,100,0,0
MLT,Malta,2011,1,0,0,0,0,0,0,100,0,0
MLT,Malta,2012,1,0,0,0,0,0,0,100,0,0
MLT,Malta,2013,2,0,0,81,0,0,0,19,0,0
MLT,Malta,2014,1,0,0,100,0,0,0,0,0,0
MLT,Malta,2015,1,0,0,100,0,0,0,0,0,0
MLT,Malta,2016,1,0,0,100,0,0,0,0,0,0
MLT,Malta,2017,2,0,0,100,0,0,0,0,0,0
MLT,Malta,2018,1,0,0,100,0,0,0,0,0,0
NLD,Netherlands,1919,1,0,0,0,0,0,100,0,0,0
NLD,Netherlands,1920,1,0,0,0,0,0,100,0,0,0
NLD,Netherlands,1921,1,0,0,0,0,0,100,0,0,0
NLD,Netherlands,1922,2,0,0,0,0,0,100,0,0,0
NLD,Netherlands,1923,1,0,0,0,0,0,100,0,0,0
NLD,Netherlands,1924,1,0,0,0,0,0,100,0,0,0
NLD,Netherlands,1925,2,0,0,0,0,0,100,0,0,0
NLD,Netherlands,1926,2,0,0,0,0,0,100,0,0,0
NLD,Netherlands,1927,1,0,0,0,0,0,100,0,0,0
NLD,Netherlands,1928,1,0,0,0,0,0,100,0,0,0
NLD,Netherlands,1929,2,0,0,0,0,0,100,0,0,0
NLD,Netherlands,1930,1,0,0,0,0,0,100,0,0,0
NLD,Netherlands,1931,1,0,0,0,0,0,100,0,0,0
NLD,Netherlands,1932,1,0,0,0,0,0,100,0,0,0
NLD,Netherlands,1933,2,0,0,0,0,12,88,0,0,0
NLD,Netherlands,1934,1,0,0,0,0,20,80,0,0,0
NLD,Netherlands,1935,2,0,0,0,0,20,80,0,0,0
NLD,Netherlands,1936,1,0,0,0,0,20,80,0,0,0
NLD,Netherlands,1937,2,0,0,0,0,9.6,90.4,0,0,0
NLD,Netherlands,1938,1,0,0,0,0,0,100,0,0,0
NLD,Netherlands,1939,3,0,0,10.9,0,2.5,86.6,0,0,0
NLD,Netherlands,1940,1,0,0,27.7,0,4.8,67.5,0,0,0
NLD,Netherlands,1941,1,0,0,27.7,0,4.8,67.5,0,0,0
NLD,Netherlands,1942,1,0,0,27.7,0,4.8,67.5,0,0,0
NLD,Netherlands,1943,1,0,0,27.7,0,4.8,67.5,0,0,0
NLD,Netherlands,1944,1,0,0,27.7,0,4.8,67.5,0,0,0
NLD,Netherlands,1945,2,0,0,35.5,0,8.1,56.4,0,0,0
NLD,Netherlands,1946,2,0,0,42.9,0,10.1,47,0,0,0
NLD,Netherlands,1947,1,0,0,43.3,0,9,47.8,0,0,0
NLD,Netherlands,1948,2,0,0,40.2,0,9.6,50.2,0,0,0
NLD,Netherlands,1949,1,0,0,35.5,0,10.5,53.9,0,0,0
NLD,Netherlands,1950,1,0,0,35.5,0,10.5,53.9,0,0,0
NLD,Netherlands,1951,2,0,0,35.5,0,10.5,53.9,0,0,0
NLD,Netherlands,1952,2,0,0,36,0,7,56.9,0,0,0
NLD,Netherlands,1953,1,0,0,37,0,0,63,0,0,0
NLD,Netherlands,1954,1,0,0,37,0,0,63,0,0,0
NLD,Netherlands,1955,1,0,0,37,0,0,63,0,0,0
NLD,Netherlands,1956,2,0,0,37.5,0,0,62.5,0,0,0
NLD,Netherlands,1957,1,0,0,39.4,0,0,60.6,0,0,0
NLD,Netherlands,1958,2,0,0,38.4,0,0,61.6,0,0,0
NLD,Netherlands,1959,2,0,0,0,0,12.5,87.5,0,0,0
NLD,Netherlands,1960,1,0,0,0,0,20.2,79.8,0,0,0
NLD,Netherlands,1961,1,0,0,0,0,20.2,79.8,0,0,0
NLD,Netherlands,1962,1,0,0,0,0,20.2,79.8,0,0,0
NLD,Netherlands,1963,2,0,0,0,0,19,81,0,0,0
NLD,Netherlands,1964,1,0,0,0,0,17.4,82.6,0,0,0
NLD,Netherlands,1965,2,0,0,29.1,0,4.9,66,0,0,0
NLD,Netherlands,1966,2,0,0,36.2,0,0,63.8,0,0,0
NLD,Netherlands,1967,2,0,0,0,0,14.7,85.3,0,0,0
NLD,Netherlands,1968,1,0,0,0,0,19.8,80.2,0,0,0
NLD,Netherlands,1969,1,0,0,0,0,19.8,80.2,0,0,0
NLD,Netherlands,1970,1,0,0,0,0,19.8,80.2,0,0,0
NLD,Netherlands,1971,2,0,0,0,0,19.6,74.8,5.6,0,0
NLD,Netherlands,1972,2,0,0,0,0,20.3,73.7,5.9,0,0
NLD,Netherlands,1973,2,0,4.6,28.5,0,11.7,55.2,0,0,0
NLD,Netherlands,1974,1,0,7.2,44.3,0,6.2,42.3,0,0,0
NLD,Netherlands,1975,1,0,7.2,44.3,0,6.2,42.3,0,0,0
NLD,Netherlands,1976,1,0,7.2,44.3,0,6.2,42.3,0,0,0
NLD,Netherlands,1977,3,0,4.4,44.3,0,7.7,43.6,0,0,0
NLD,Netherlands,1978,1,0,0,0,0,36.4,63.6,0,0,0
NLD,Netherlands,1979,1,0,0,0,0,36.4,63.6,0,0,0
NLD,Netherlands,1980,1,0,0,0,0,36.4,63.6,0,0,0
NLD,Netherlands,1981,2,0,0,12.3,0,30.1,57.6,0,0,0
NLD,Netherlands,1982,3,0,0,16.4,0,24.7,58.8,0,0,0
NLD,Netherlands,1983,1,0,0,0,0,44.4,55.6,0,0,0
NLD,Netherlands,1984,1,0,0,0,0,44.4,55.6,0,0,0
NLD,Netherlands,1985,1,0,0,0,0,44.4,55.6,0,0,0
NLD,Netherlands,1986,2,0,0,0,0,39.2,60.8,0,0,0
NLD,Netherlands,1987,1,0,0,0,0,33.3,66.7,0,0,0
NLD,Netherlands,1988,1,0,0,0,0,33.3,66.7,0,0,0
NLD,Netherlands,1989,2,0,0,7.1,0,28.4,64.6,0,0,0
NLD,Netherlands,1990,1,0,0,47.6,0,0,52.4,0,0,0
NLD,Netherlands,1991,1,0,0,47.6,0,0,52.4,0,0,0
NLD,Netherlands,1992,1,0,0,47.6,0,0,52.4,0,0,0
NLD,Netherlands,1993,1,0,0,47.6,0,0,52.4,0,0,0
NLD,Netherlands,1994,2,0,0,44.9,0,21.5,33.5,0,0,0
NLD,Netherlands,1995,1,0,0,40.2,0,59.8,0,0,0,0
NLD,Netherlands,1996,1,0,0,40.2,0,59.8,0,0,0,0
NLD,Netherlands,1997,1,0,0,40.2,0,59.8,0,0,0,0
NLD,Netherlands,1998,2,0,0,42.8,0,57.2,0,0,0,0
NLD,Netherlands,1999,1,0,0,46.4,0,53.6,0,0,0,0
NLD,Netherlands,2000,1,0,0,46.4,0,53.6,0,0,0,0
NLD,Netherlands,2001,1,0,0,46.4,0,53.6,0,0,0,0
NLD,Netherlands,2002,3,0,0,25.7,0,41.2,20.6,0,12.5,0
NLD,Netherlands,2003,2,0,0,0,0,36.5,52.3,0,11.2,0
NLD,Netherlands,2004,1,0,0,0,0,43.6,56.4,0,0,0
NLD,Netherlands,2005,1,0,0,0,0,43.6,56.4,0,0,0
NLD,Netherlands,2006,2,0,0,0,0,40.9,59.1,0,0,0
NLD,Netherlands,2007,2,0,0,35.3,0,5.4,59.3,0,0,0
NLD,Netherlands,2008,1,0,0,41.2,0,0,58.8,0,0,0
NLD,Netherlands,2009,1,0,0,41.2,0,0,58.8,0,0,0
NLD,Netherlands,2010,3,0,0,6,0,12.8,81.2,0,0,0
NLD,Netherlands,2011,1,0,0,0,0,59.6,40.4,0,0,0
NLD,Netherlands,2012,3,0,0,7.4,0,58.4,34.2,0,0,0
NLD,Netherlands,2013,1,0,0,48.1,0,51.9,0,0,0,0
NLD,Netherlands,2014,1,0,0,48.1,0,51.9,0,0,0,0
NLD,Netherlands,2015,1,0,0,48.1,0,51.9,0,0,0,0
NLD,Netherlands,2016,1,0,0,48.1,0,51.9,0,0,0,0
NLD,Netherlands,2017,3,0,0,22.9,0,71.4,5.7,0,0,0
NLD,Netherlands,2018,1,0,0,0,0,68.4,31.6,0,0,0
NOR,Norway,1901,1,0,0,0,0,100,0,0,0,0
NOR,Norway,1902,2,0,0,0,0,100,0,0,0,0
NOR,Norway,1903,2,0,0,0,0,90,0,10,0,0
NOR,Norway,1904,1,0,0,0,0,48,0,52,0,0
NOR,Norway,1905,2,0,0,0,0,90.1,0,9.9,0,0
NOR,Norway,1906,2,0,0,0,0,100,0,0,0,0
NOR,Norway,1907,2,0,0,0,0,100,0,0,0,0
NOR,Norway,1908,2,0,0,0,0,100,0,0,0,0
NOR,Norway,1909,2,0,0,0,0,100,0,0,0,0
NOR,Norway,1910,2,0,0,0,0,41.5,0,58.5,0,0
NOR,Norway,1911,1,0,0,0,0,35.9,0,64.1,0,0
NOR,Norway,1912,2,0,0,0,0,35.9,0,64.1,0,0
NOR,Norway,1913,2,0,0,0,0,94.7,0,5.3,0,0
NOR,Norway,1914,1,0,0,0,0,100,0,0,0,0
NOR,Norway,1915,2,0,0,0,0,100,0,0,0,0
NOR,Norway,1916,1,0,0,0,0,100,0,0,0,0
NOR,Norway,1917,1,0,0,0,0,100,0,0,0,0
NOR,Norway,1918,2,0,0,0,0,100,0,0,0,0
NOR,Norway,1919,1,0,0,0,0,100,0,0,0,0
NOR,Norway,1920,2,0,0,0,0,57.7,0,42.3,0,0
NOR,Norway,1921,3,0,0,0,0,62.2,0,37.8,0,0
NOR,Norway,1922,1,0,0,0,0,100,0,0,0,0
NOR,Norway,1923,3,0,0,0,0,39.3,0,60.7,0,0
NOR,Norway,1924,3,0,0,0,0,58.4,0,41.6,0,0
NOR,Norway,1925,1,0,0,0,0,100,0,0,0,0
NOR,Norway,1926,2,0,0,0,0,34.2,0,65.8,0,0
NOR,Norway,1927,2,0,0,0,0,17.6,0,82.4,0,0
NOR,Norway,1928,3,0,0,4.9,0,88.2,0,6.9,0,0
NOR,Norway,1929,1,0,0,0,0,100,0,0,0,0
NOR,Norway,1930,2,0,0,0,0,100,0,0,0,0
NOR,Norway,1931,2,0,0,0,64,36,0,0,0,0
NOR,Norway,1932,2,0,0,0,100,0,0,0,0,0
NOR,Norway,1933,3,0,0,0,16.8,83.2,0,0,0,0
NOR,Norway,1934,1,0,0,0,0,100,0,0,0,0
NOR,Norway,1935,2,0,0,78.6,0,21.4,0,0,0,0
NOR,Norway,1936,2,0,0,100,0,0,0,0,0,0
NOR,Norway,1937,1,0,0,100,0,0,0,0,0,0
NOR,Norway,1938,1,0,0,100,0,0,0,0,0,0
NOR,Norway,1939,1,0,0,100,0,0,0,0,0,0
NOR,Norway,1940,1,0,0,100,0,0,0,0,0,0
NOR,Norway,1941,1,0,0,100,0,0,0,0,0,0
NOR,Norway,1942,1,0,0,100,0,0,0,0,0,0
NOR,Norway,1943,1,0,0,100,0,0,0,0,0,0
NOR,Norway,1944,1,0,0,100,0,0,0,0,0,0
NOR,Norway,1945,3,0,0,80.9,4.5,5.7,0,9,0,0
NOR,Norway,1946,1,0,0,100,0,0,0,0,0,0
NOR,Norway,1947,1,0,0,100,0,0,0,0,0,0
NOR,Norway,1948,1,0,0,100,0,0,0,0,0,0
NOR,Norway,1949,2,0,0,100,0,0,0,0,0,0
NOR,Norway,1950,1,0,0,100,0,0,0,0,0,0
NOR,Norway,1951,2,0,0,100,0,0,0,0,0,0
NOR,Norway,1952,1,0,0,100,0,0,0,0,0,0
NOR,Norway,1953,2,0,0,100,0,0,0,0,0,0
NOR,Norway,1954,1,0,0,100,0,0,0,0,0,0
NOR,Norway,1955,2,0,0,100,0,0,0,0,0,0
NOR,Norway,1956,1,0,0,100,0,0,0,0,0,0
NOR,Norway,1957,2,0,0,100,0,0,0,0,0,0
NOR,Norway,1958,1,0,0,100,0,0,0,0,0,0
NOR,Norway,1959,1,0,0,100,0,0,0,0,0,0
NOR,Norway,1960,1,0,0,100,0,0,0,0,0,0
NOR,Norway,1961,2,0,0,100,0,0,0,0,0,0
NOR,Norway,1962,1,0,0,100,0,0,0,0,0,0
NOR,Norway,1963,3,0,0,92.3,1.7,1.5,1.6,3,0,0
NOR,Norway,1964,1,0,0,100,0,0,0,0,0,0
NOR,Norway,1965,2,0,0,78,4.9,4.9,3.6,8.5,0,0
NOR,Norway,1966,1,0,0,0,22.5,22.5,16.2,38.8,0,0
NOR,Norway,1967,1,0,0,0,22.5,22.5,16.2,38.8,0,0
NOR,Norway,1968,1,0,0,0,22.5,22.5,16.2,38.8,0,0
NOR,Norway,1969,2,0,0,0,23.7,20.8,16.9,38.6,0,0
NOR,Norway,1970,1,0,0,0,26.3,17.1,18.4,38.2,0,0
NOR,Norway,1971,2,0,0,79.4,5.4,3.5,3.8,7.9,0,0
NOR,Norway,1972,2,0,0,79.5,8.8,5.7,6.1,0,0,0
NOR,Norway,1973,2,0,0,20.9,33.7,21.9,23.6,0,0,0
NOR,Norway,1974,1,0,0,100,0,0,0,0,0,0
NOR,Norway,1975,1,0,0,100,0,0,0,0,0,0
NOR,Norway,1976,2,0,0,100,0,0,0,0,0,0
NOR,Norway,1977,2,0,0,100,0,0,0,0,0,0
NOR,Norway,1978,1,0,0,100,0,0,0,0,0,0
NOR,Norway,1979,1,0,0,100,0,0,0,0,0,0
NOR,Norway,1980,1,0,0,100,0,0,0,0,0,0
NOR,Norway,1981,3,0,0,78.6,0,0,0,21.4,0,0
NOR,Norway,1982,1,0,0,0,0,0,0,100,0,0
NOR,Norway,1983,2,0,0,0,7.8,0,10.6,81.6,0,0
NOR,Norway,1984,1,0,0,0,13.8,0,18.8,67.5,0,0
NOR,Norway,1985,2,0,0,0,14.3,0,19.3,66.4,0,0
NOR,Norway,1986,2,0,0,64.8,5.4,0,7.2,22.5,0,0
NOR,Norway,1987,1,0,0,100,0,0,0,0,0,0
NOR,Norway,1988,1,0,0,100,0,0,0,0,0,0
NOR,Norway,1989,2,0,0,79.1,3.7,0,4.7,12.5,0,0
NOR,Norway,1990,2,0,0,15.9,14.9,0,19,50.2,0,0
NOR,Norway,1991,1,0,0,100,0,0,0,0,0,0
NOR,Norway,1992,1,0,0,100,0,0,0,0,0,0
NOR,Norway,1993,2,0,0,100,0,0,0,0,0,0
NOR,Norway,1994,1,0,0,100,0,0,0,0,0,0
NOR,Norway,1995,1,0,0,100,0,0,0,0,0,0
NOR,Norway,1996,2,0,0,100,0,0,0,0,0,0
NOR,Norway,1997,2,0,0,79.4,5.4,2.9,12.3,0,0,0
NOR,Norway,1998,1,0,0,0,26.2,14.3,59.5,0,0,0
NOR,Norway,1999,1,0,0,0,26.2,14.3,59.5,0,0,0
NOR,Norway,2000,2,0,0,79.2,5.5,3,12.4,0,0,0
NOR,Norway,2001,2,0,0,79.9,0,0.6,7.1,12.3,0,0
NOR,Norway,2002,1,0,0,0,0,3.2,35.5,61.3,0,0
NOR,Norway,2003,1,0,0,0,0,3.2,35.5,61.3,0,0
NOR,Norway,2004,1,0,0,0,0,3.2,35.5,61.3,0,0
NOR,Norway,2005,2,3.5,0,14.4,2.6,2.5,28.2,48.7,0,0
NOR,Norway,2006,1,17.2,0,70.1,12.6,0,0,0,0,0
NOR,Norway,2007,1,17.2,0,70.1,12.6,0,0,0,0,0
NOR,Norway,2008,1,17.2,0,70.1,12.6,0,0,0,0,0
NOR,Norway,2009,2,16.3,0,71,12.6,0,0,0,0,0
NOR,Norway,2010,1,12.8,0,74.4,12.8,0,0,0,0,0
NOR,Norway,2011,1,12.8,0,74.4,12.8,0,0,0,0,0
NOR,Norway,2012,1,12.8,0,74.4,12.8,0,0,0,0,0
NOR,Norway,2013,2,10.1,0,58.9,10.1,0,0,13,7.9,0
NOR,Norway,2014,1,0,0,0,0,0,0,62.3,37.7,0
NOR,Norway,2015,1,0,0,0,0,0,0,62.3,37.7,0
NOR,Norway,2016,1,0,0,0,0,0,0,62.3,37.7,0
NOR,Norway,2017,2,0,0,0,0,0,0,62.4,37.6,0
NOR,Norway,2018,2,0,0,0,0,9.6,0,56.5,34,0
NZL,New Zealand,1903,1,0,0,0,0,100,0,0,0,0
NZL,New Zealand,1904,1,0,0,0,0,100,0,0,0,0
NZL,New Zealand,1905,2,0,0,0,0,100,0,0,0,0
NZL,New Zealand,1906,3,0,0,0,0,100,0,0,0,0
NZL,New Zealand,1907,1,0,0,0,0,100,0,0,0,0
NZL,New Zealand,1908,2,0,0,0,0,100,0,0,0,0
NZL,New Zealand,1909,1,0,0,0,0,100,0,0,0,0
NZL,New Zealand,1910,1,0,0,0,0,100,0,0,0,0
NZL,New Zealand,1911,2,0,0,0,0,100,0,0,0,0
NZL,New Zealand,1912,3,0,0,0,0,52.3,0,47.7,0,0
NZL,New Zealand,1913,1,0,0,0,0,0,0,100,0,0
NZL,New Zealand,1914,2,0,0,0,0,0,0,100,0,0
NZL,New Zealand,1915,1,0,0,0,0,0,0,100,0,0
NZL,New Zealand,1916,1,0,0,0,0,0,0,100,0,0
NZL,New Zealand,1917,1,0,0,0,0,0,0,100,0,0
