id,election_id,party_id,alliance_id,seats,vote_share,votes,data_source,description,comment
1,34,1393,,4,24.27,276095,eed,,
2,140,281,,0,1.11,36294,cne,,
3,15,94,,48,22.4,600592,tila,,
4,373,886,,3,1.4,14270,bafs,,
6,604,1030,,4,0.56,204899,archivio,,
7,412,1461,,27,7.7,425153,,,
8,80,16,,7,6.82,66032,voltive,,
9,130,113,,1,12.2,28377,vvk,,
12,108,602,,2,1.6,15690,bafs,,
13,512,1154,,25,7.34,437435,val,,
14,467,487,,19,3.8,1003727,archivio,Electoral alliance: National Bloc (Blocco Nazionale),
16,427,1167,,2,1.0,18878,bafs,,
17,204,625,,1,0.86,59156,verk,,
18,412,904,,161,45.3,2513905,,,
19,107,1321,530,41,5.69,2229464,ejpr,,
20,644,708,,12,7.5,376765,ibz,,
21,213,412,,0,0.8,16383,folketing,,
22,357,885,7683,21,3.8,914397,mackie,,
25,375,1539,7676,44,15.5,3171459,mackie,,
26,257,1426,,93,21.4,1050799,essex,,
27,314,395,,45,21.4,594194,tila,,
28,519,339,,2,7.33,349156,verk,,
29,214,58,,6,,,vrk,,
30,81,345,,17,11.06,961121,verk,,
31,326,910,,3,3.2,1055797,archivio,,
32,14,281,,0,0.81,24022,cne,,
34,595,558,,252,36.4,17140354,bwl,,
35,582,689,,5,0.6,171942,bbc,,
36,658,1003,,16,33.85,50974,md,,
37,531,1478,,0,1.3,37407,folketing,,
38,354,200,,0,2.2,49773,tila,,
39,164,118,,5,5.04,1284081,epp,,
41,48,1154,,0,1.5,83645,yb-swe,,
42,613,47,,9,32.7,2133372,ejpr,,
43,145,1518,,2,19.71,113593,cvk,,
44,335,756,,8,5.14,495802,verk,,
45,318,1360,,9,13.9,13403,hagstofa,,
46,118,772,,51,8.1,3838326,bwl,,
47,21,1167,,5,2.7,25659,bafs,,
48,46,651,,1,11.9,194059,ep,,
50,545,1051,,95,41.1,2123408,ibz,,
52,582,1284,,6,1.7,491386,bbc,,
53,508,1441,,21,11.0,734611,no-2010,,
55,17,242,,17,3.0,1140209,archivio,,
56,605,910,,16,2.8,1093037,archivio,,
57,44,645,,28,40.59,7453900,epp,,
59,118,808,5572,180,27.8,13136740,,,
60,507,421,,14,2.6,776919,archivio,,
61,338,1619,,0,1.76,18853,voltive,,
62,527,585,,12,5.3,152597,tila,,
63,409,2058,,0,0.9,26889,folketing,Pensioners Party (Pensionistpartiet),
64,687,1361,,7,1.55,353953,epp,,
65,385,772,,55,8.6,4110355,bwl,,
66,566,1045,,70,31.34,409585,vrk,,
68,507,1633,,273,42.4,12520207,archivio,,
69,128,1644,,1,9.2,183580,yb-dnk,,
70,252,118,,18,9.63,2253722,epp,,
71,519,742,,7,23.6,1124549,verk,,
72,88,1319,,7,16.0,12422,gud97,,
73,116,275,,1,0.83,68423,verk,,
74,146,397,5220,4,,,ejpr,,
75,333,1540,,38,10.49,5496828,parline,,
76,568,319,2691,1,,,ark,,
78,64,1239,,6,3.6,110715,folketing,,
79,59,652,,1,,,vrk,Moderniųjų krikščionių demokratų sąjunga (Modern Christian-Democratic Union),
80,407,1414,7677,32,11.5,2111167,mackie,,
81,8,1003,,28,50.84,85448,md,,
82,54,892,,2,,,w,,
83,46,1393,,4,21.6,353094,ep,,
84,435,141,,1,0.63,11583,bafs,,
85,676,888,,0,1.4,71001,ejpr,,
86,420,708,,2,2.72,151421,cevipol,,
87,413,318,,16,11.65,136111,gall-09,,
88,631,458,,8,2.8,55326,bafs,,
90,91,677,,14,4.44,361045,pica,,
91,458,1424,,1,1.44,506753,archivio,,
92,668,1629,,3,16.5,324256,yb-dnk,,
93,280,242,,2,2.72,945383,archivio,,
95,190,651,,2,2.73,56396,eie,,
96,507,2302,,1,0.59,173227,archivio,,
97,142,1118,,20,10.4,121619,tila,,
99,254,1361,,6,1.54,309610,epp,,
100,204,1452,,4,2.87,197216,verk,,
101,514,1556,,271,34.9,11560484,,,
102,97,538,,0,1.6,44994,folketing,,
103,585,1317,,1,1.47,306923,epp,,
104,126,982,4847,,,,"es, essex",,
105,49,1601,3505,10,,,essex,,
107,478,1538,,9,8.36,147068,yb-nor,,
108,687,118,,8,5.54,1263043,epp,,
110,435,564,,1,0.6,11587,bafs,,
111,565,512,,65,12.7,1651099,pkw,,
112,146,366,2883,6,,,archivio,,
113,268,108,,0,4.9,676334,pkw,,
114,97,1478,,4,2.5,69180,folketing,,
116,145,466,,0,4.25,24467,cvk,,
117,553,993,,1,4.09,241117,ibz,,
118,81,1409,,26,17.32,1505311,verk,,
119,371,602,,3,2.0,37959,bafs,,
122,159,368,,40,28.02,3516486,pica,,
123,638,1029,,2,8.21,539393,ibz,,
124,62,1409,,27,17.41,1596991,verk,,
125,568,1284,,7,2.0,633180,,,
126,129,65,,1,,,su,,
127,73,1634,,4,,,,,
128,101,1118,,28,15.0,255394,tila,,
130,254,443,,1,0.32,64403,epp,,
131,90,889,539,,,,w,,
133,498,1296,,0,2.2,832213,archivio,,
134,428,892,,44,12.2,655720,,,
135,603,940,,90,21.44,10074101,parline,,
136,95,1180,5563,48,9.7,3615183,bwl,,
137,286,794,,208,53.67,3910852,pica,,
138,568,1556,,301,37.2,11645616,,,
140,514,1566,,1,0.1,19305,ejpr,,
141,512,721,,0,0.65,38491,val,,
142,675,997,,48,39.1,889813,ec-nz,,
143,280,831,,4,5.51,1918650,archivio,,
144,98,1463,,9,3.3,90599,tila,,
146,301,29,,0,2.05,124165,volby,,
149,51,1452,,2,1.5,111262,verk,,
150,161,773,4770,345,,,craig,,
151,301,77,,0,3.09,187455,volby,,
152,556,572,,18,31.13,131066,cy-gov,,
154,487,196,,0,2.36,112929,volby,,
155,413,923,,2,1.51,17693,gall-09,,
156,668,1324,,0,3.5,68717,yb-dnk,,
157,507,831,,24,4.8,1407718,archivio,,
159,83,1597,,19,17.9,98347,vvk,,
160,125,1194,,6,3.9,246569,verk,,
161,257,1617,,7,1.0,,no-2010,,
162,226,1644,,27,14.6,490176,folketing,,
164,51,342,,7,4.8,354829,verk,,
165,260,1001,2418,,,,cvk,,
167,51,1194,,7,4.47,330398,verk,,
168,119,1563,,13,7.35,211321,essex,,
169,138,1540,,26,9.34,5302485,parline,,
170,102,1556,,295,48.8,13948883,,,
171,598,725,,101,37.07,2061309,cne,,
173,194,434,1083,23,,,ejpr,,
175,5,1535,3831,,,,,,
176,401,915,,23,12.5,853073,cevipol,,
177,543,3,,2,2.71,144520,verk,,
178,27,77,,0,3.06,182900,volby,,
180,206,35,,52,23.3,495537,bafs,,
181,511,1382,,4,,,ejpr,,
182,222,773,,45,38.8,5426866,ukeu,,
183,582,1250,,0,1.9,564331,bbc,,
184,14,889,2757,,,,,,
185,679,558,,298,40.9,20181269,bwl,,
186,98,94,,39,17.6,484772,tila,,
188,597,1629,,56,31.6,1062561,folketing,,
189,519,235,,7,24.43,1164431,verk,,
190,677,509,,25,27.61,5588851,frpo,,
191,36,1455,,9,14.8,27699,hagstofa,,
192,200,251,,42,16.76,876007,cne,,
193,181,1062,,2,12.4,206439,tila,,
194,421,878,,41,48.31,559096,yb-nzl,,
195,80,1047,,9,9.09,88073,voltive,,
196,333,940,,118,21.9,11478742,parline,,
197,261,1475,,91,14.5,4603192,archivio,,
198,684,750,,21,12.1,115976,bafs,,
199,145,257,,0,2.23,12871,cvk,,
200,189,368,,125,41.38,2170625,pica,,
202,10,1378,,5,13.32,762293,ibz,,
203,204,405,,12,8.14,560033,verk,,
204,246,215,2411,1,0.31,38335,aec,,
205,553,454,,2,7.18,423479,ibz,,
206,581,543,,52,11.9,2829920,bwl,,
208,363,1030,,0,0.5,155751,archivio,,
209,339,1049,,1,2.2,8860,parline,,
210,656,161,,1,3.69,239687,ibz,,
211,128,590,,4,20.8,414177,yb-dnk,,
212,629,904,,130,35.2,1942625,ejpr,,
214,191,1192,,19,8.01,491908,cevipol,,
215,358,1167,,1,0.8,15528,bafs,,
217,517,27,,0,1.4,27996,mackie,,
218,483,1003,,35,50.7,132497,doi,,
219,56,878,,56,42.98,829154,yb-nzl,,
220,632,1629,,52,29.1,1003323,ejpr,,
221,382,199,,1,,,voltive,,
222,540,524,,0,3.9,1387070,bwl,,
223,513,878,,43,39.01,702630,yb-nzl,,
224,399,720,,9,4.43,300671,mig,,
225,597,1606,,0,1.5,50381,folketing,,
226,102,1276,,0,0.1,21640,,,
227,302,521,,1,7.45,58991,cvk,,
228,534,239,,8,6.36,60498,cvk,Electoral alliance with Latgale’s Democratic Party (Latgales Demokrātiskās partijas apvienotais saraksts),
229,432,535,,2,11.96,308052,cik,,
230,83,113,,31,27.8,153044,vvk,,
231,628,439,,52,16.1,8949190,parline,,
232,502,825,,1,0.07,26748,archivio,PCI-PSI-PdUP,
233,71,395,,54,26.2,527094,tila,,
237,13,955,,1,,,mep,,
238,285,81,,11,6.2,166361,seby,,
239,310,628,,0,0.5,12459,"bafs, ejpr",,
240,273,1101,,13,13.1,2304544,frpo,,
241,498,99,4991,,,,ejpr,,Alliance: Christian Democratic Center / United Christian Democrats (CCD/CDU)
242,656,171,,0,2.79,181351,ibz,,
243,360,873,,9,10.59,1922945,frpo,,
245,304,882,,1,5.66,179182,val,,
246,334,94,,4,21.3,264640,tila,,
247,620,1426,,69,19.7,1065889,essex,,
248,646,58,,4,,,vrk,,
249,117,997,,45,47.07,563875,yb-nzl,,
250,134,742,,3,12.05,548691,"kiesraad, verk",,
251,429,1435,,29,16.8,301395,mackie,,
252,539,191,,1,7.41,89452,vrk,,
253,505,310,,1,10.7,108514,epl,,
254,91,296,,22,16.96,1378260,pica,,
255,274,228,,10,15.5,24459,no-2010,,
256,14,1535,2757,,,,cne,,
257,357,1414,7683,15,3.4,810076,mackie,,
258,335,357,,9,6.32,609723,verk,,
259,121,1239,,18,12.5,255236,yb-dnk,,
260,469,923,,3,2.36,28905,gall-09,,
261,384,723,,50,23.3,1222646,cevipol,,
262,620,1183,,1,2.1,113384,essex,,
263,326,436,,0,0.68,224033,archivio,,
264,237,462,,22,11.01,6589490,ejpr,,
265,237,439,,127,25.18,15067990,ejpr,,
266,346,984,,2,39.75,97688,doi,,
267,150,167,,64,28.28,1465503,ibz,,
268,439,432,,4,1.99,36916,essex,,
269,507,2059,,0,0.2,70589,archivio,Movimento Autonomista Regionale Piemontese (Regional Autonomist Movement of Piedmont),
270,551,827,1975,,,,,,Alliance: Dini List -- Italian Renewal (DINI-RI)
271,348,890,,39,11.5,2295119,mackie,,
272,582,773,,307,36.1,10726614,bbc,,
273,511,1165,,1,,,ejpr,,
274,116,625,,1,0.82,67163,verk,,
275,196,319,,1,1.03,175761,ukeu,Democratic Unionists (DUP) took 1 seat with 31.9% of the vote in Northern Ireland.,
276,225,1342,,22,36.2,38170,no-2010,,
279,565,900,,2,0.4,47230,pkw,,
280,40,646,3620,3,,,ark,,
281,144,967,,9,16.74,366860,asl,,
282,503,93,,23,4.36,1003007,archivio,,
284,507,1050,,11,2.2,659997,archivio,,
285,539,1045,,2,12.58,151833,vrk,,
286,177,756,,4,11.85,419869,verk,,
287,10,1594,,1,4.31,246712,ibz,,
288,667,1452,,2,1.84,110499,verk,,
289,599,829,,53,20.22,1057792,volby,,
290,107,1296,530,18,2.53,990964,archivio,Electoral alliance: Rosa nel Pugno (Rose in the Fist),
292,242,1629,,68,38.3,1213456,folketing,,
293,655,1010,,3,0.9,41307,,,
295,52,1520,,6,6.03,54684,cvk,,
297,622,702,,16,6.8,125643,mackie,,
299,516,1173,,4,14.18,334577,volby,,
300,353,1475,,9,11.03,3866946,archivio,,
301,605,1436,,55,8.7,3395384,archivio,,
302,174,1331,,0,0.9,30013,ejpr,,
303,387,211,,10,5.6,185707,folketing,,
304,629,282,,24,6.6,365998,ejpr,,
305,146,1552,2883,10,,,,,
306,536,161,,1,4.87,290589,ibz,,
307,45,1013,,6,32.7,817716,bmi,,
310,46,318,,1,9.5,155782,ep,,
311,499,1538,,22,12.4,224355,nos-sv,,
312,485,892,,26,12.9,398293,,,
313,183,701,,21,33.56,1104740,asl,,
314,660,354,,1,0.91,21241,ec-nz,,
315,129,1371,5259,8,9.5,102931,su,,
317,144,701,,11,25.97,569025,asl,,
318,253,1062,,14,8.0,223564,tila,,
319,472,892,,33,9.1,499364,parline,,
320,475,47,,125,42.74,2935196,mig,,
321,403,509,7537,28,4.85,1226462,"asn, no-2010",,
322,372,1409,,38,24.69,2124971,verk,,
323,434,590,,3,17.7,368890,yb-dnk,,
324,63,789,,0,4.11,296165,essex,,
327,285,351,,41,22.9,614717,seby,,
328,634,878,,45,34.68,666759,yb-nzl,,
329,427,628,,1,1.8,36222,bafs,,
332,580,27,,0,1.0,21517,mackie,,
333,295,892,,40,17.5,744142,,,
336,385,791,,2,4.0,1916702,bwl,Party did not pass the five percent threshold but won 2 SMD seats in the East of Germany. Representation as a parliamentary group would have required 3 SMD seats.,
337,501,1192,,18,7.1,430712,cevipol,,
338,579,1234,,22,33.28,883079,asl,,
339,233,311,,3,0.6,174838,ejpr,,
340,372,235,,29,18.37,1581053,verk,,
342,580,1538,,14,8.7,169303,mackie,,
343,247,725,,116,40.7,2162972,cne,,
344,326,596,,27,30.62,10089139,archivio,,
346,435,750,,23,11.6,212705,bafs,,
348,644,167,,66,29.75,1496539,ibz,,
349,515,1393,,40,25.75,342922,gall-09,,
350,676,1589,,0,2.4,124829,ejpr,,
352,617,93,,29,5.08,1874512,archivio,,
353,333,905,,14,5.05,2645582,parline,,
354,471,401,,35,11.11,2131763,mackie,,
355,126,1548,4847,,,,"es, essex",,
358,627,1409,,22,14.57,1295402,verk,,
359,536,1192,,2,7.04,420198,ibz,,
361,413,280,,70,43.83,512073,gall-09,,
362,419,393,,0,1.29,1845,md,,
364,274,1455,,13,18.9,29866,no-2010,,
367,474,771,,1,1.53,238909,epp,,
368,512,892,,24,7.06,420524,val,,
369,380,831,,27,5.1,1570282,archivio,,
370,220,104,,76,41.0,609348,mackie,,
371,213,1606,,9,5.6,116288,folketing,,
372,493,902,,121,30.5,5469813,epp,,
374,80,1512,,0,2.08,20174,voltive,,
375,242,1331,,5,2.6,82133,folketing,,
376,2,620,,0,2.1,130701,ejpr,,
377,309,1644,,2,15.86,371603,valgside,,
378,518,1441,,4,14.3,941913,macr-90,,
379,618,1570,4539,,,,cik,,
380,323,92,,1,0.75,9427,gall-09,,
381,105,141,,8,5.0,96069,bafs,,
382,493,1221,,1,0.21,38042,epp,,
383,467,1050,,14,2.8,729078,archivio,,
384,79,1254,,15,6.76,285662,cik,,
385,610,808,5575,34,37.5,9308411,bwl,,
386,62,212,,1,0.91,83582,verk,,
388,290,311,,2,0.4,125309,,,
389,500,520,,2,0.84,212543,epp,,
390,34,1573,,2,7.92,90046,eed,,
391,269,94,,59,27.3,308280,tila,,
392,432,57,2286,,,,,,
394,315,1284,,6,2.0,621550,bef-7,,
395,85,637,,2,2.88,604309,epp,,
396,498,1287,4991,3,0.95,353269,"archivio, mdi",,
397,291,686,7680,72,22.5,5039032,mackie,,
398,371,224,,1,0.3,6706,bafs,,
399,119,1000,,0,3.43,98555,essex,,
401,515,92,,2,4.07,54210,gall-09,,
402,5,281,,0,1.29,42940,cne,,
403,384,640,,3,,,mackie,,
404,104,1154,,1,5.96,149603,val,,
405,613,1338,,10,37.6,2458619,ejpr,,
406,25,1540,,16,7.96,5226987,parline,,
407,210,251,,12,7.46,416415,cne,,
408,449,784,,2,,,w,,
409,593,967,,1,14.87,161507,epl,,
410,638,1594,,1,4.9,322149,ibz,,
411,239,1590,,6,6.13,29682,vvk,Electoral allicance with Estonian Social Democratic Labour Party (Eesti Demokraatlikuks Tööparteiks) and Russian Unity Party.,
412,423,428,,28,24.6,121856,vvk,,
413,645,1193,,298,59.0,23480170,no-2001,,
415,373,531,,45,22.1,219184,bafs,,
416,289,370,,2,1.05,212687,epp,,
417,341,742,,9,33.7,1785165,verk,,
419,345,1540,,3,2.9,1156723,no-2001,,
420,189,1307,,2,3.6,172765,clea-11,,
421,445,558,,239,33.5,15545366,bwl,,
422,371,35,,55,24.9,480396,bafs,,
423,127,851,,16,27.65,88322,parline,,
424,286,368,,48,33.59,2447744,pica,,
425,498,373,4991,99,12.02,4463205,"ejpr, mdi",,
426,5,1273,,8,33.95,1131744,cne,,
427,98,1118,,35,18.4,505145,tila,,
428,355,1160,,125,43.5,2262943,essex,,
429,602,200,,7,4.8,132133,tila,,
430,531,1644,,11,6.1,174553,folketing,,
431,6,318,,17,11.63,186410,gall-09,,
432,551,630,1975,26,,,ejpr,,
436,62,1452,,1,1.2,110182,verk,,
437,102,1017,4617,19,,,craig,,
439,553,1192,,2,8.08,476795,ibz,,
440,36,506,,0,2.2,4148,hagstofa,,
441,670,1553,,0,2.91,13356,vvk,,
442,446,151,,5,10.47,314635,asl,,
443,30,602,,1,1.1,10581,bafs,,
444,395,1137,,2,26.1,103506,vvk,,
445,196,1250,,0,4.9,808201,ejpr,,
446,354,1118,,32,15.0,346638,tila,,
447,588,772,,42,8.3,3126256,bwl,,
449,671,1591,,134,32.9,1497231,ovb,,
451,146,1431,2883,5,,,ejpr,,
452,517,104,,68,43.1,883319,mackie,,
453,264,1280,,1,3.49,178960,mig,,
454,336,713,,84,19.48,2112027,essex,,
455,310,1500,,1,0.6,13465,"bafs, ejpr",,
457,363,1278,,2,2.16,671821,archivio,,
458,84,1292,,35,17.9,518045,tila,,
459,50,789,,74,32.32,1728827,volby,,
461,339,851,,9,14.8,60986,parline,,
462,163,808,5564,190,38.1,14367302,bwl,,
463,140,1535,1185,,,,cne,,
464,146,373,5220,109,,,ejpr,,
465,293,890,7666,77,10.0,1887583,mackie,,
466,441,1142,,1,8.97,74241,ssr,,
467,374,882,,3,15.8,400073,val,,
468,374,904,,6,26.0,657497,val,,
469,248,427,,0,1.24,72514,cne,,
470,62,742,,52,33.27,3051678,verk,,
472,42,118,,19,9.35,1709890,epp,,
473,77,1292,,36,16.6,420556,tila,,
474,237,1382,,7,0.41,247334,ejpr,,
475,52,257,,0,2.08,18860,"cvk, rose","Electoral alliance: Political Patriotic Union ""Motherland” (Politiskā patriotiskā apvienība ""DZIMTENE"") with For Freedom, Social Justice and Equal Rights (ЗаСССР)",
476,51,742,,43,27.34,2021454,verk,,
478,226,1605,,19,10.5,354291,folketing,,
479,308,1605,,3,16.6,297565,yb-dnk,,
480,59,493,,1,4.19,61583,vrk,,
481,99,520,,2,0.89,220147,epp,,
482,554,1540,,9,7.25,4919187,parline,,
483,174,1605,,46,26.2,908472,ejpr,,
484,297,395,,85,39.8,515980,tila,,
486,2,969,3018,,,,ejpr,,
487,624,723,,3,13.49,839720,ibz,,
488,571,1435,,37,22.2,588682,seby,,
489,15,585,,11,5.1,137330,tila,,
490,192,44,,0,3.88,89418,ssr,,
492,396,1029,,32,14.55,882200,cevipol,,
493,242,978,,20,11.0,349243,folketing,,
494,563,590,,18,10.3,344886,ejpr,,
495,462,675,,2,,,essex,,
497,321,878,,35,44.13,484082,yb-nzl,,
499,196,773,,27,26.7,4397087,bef-7,,
500,419,984,,28,47.89,68656,md,,
501,262,904,,152,42.7,2324603,,,
502,191,1110,,25,11.56,709758,cevipol,,
503,501,460,,2,1.7,103087,cevipol,,
504,315,311,,4,0.51,161030,bef-7,,
506,625,1017,5062,16,,,craig,,
507,261,1088,,177,26.9,8551347,archivio,,
509,436,134,,1,1.2,1484,,Óháð framboð á Suðurlandi (Eggert Haukdal),
510,2,1029,,14,9.55,593372,ibz,,
511,435,35,,51,24.4,447990,bafs,,
512,682,659,,0,6.23,986292,ukeu,,
513,77,66,,1,0.4,8971,"no-2010, tila",,
514,442,969,,2,7.62,414603,ibz,,
515,288,590,,36,20.1,527798,folketing,,
517,134,756,,3,8.87,404020,"kiesraad, verk",,
518,316,651,,4,4.68,83765,gall-09,,
520,40,1210,3620,6,,,ark,,
521,483,360,,0,1.46,3820,doi,,
523,111,906,7307,,,,,,3 MPs on PdL list
524,551,1296,,0,1.88,702988,archivio,,
525,246,1253,,72,37.99,4711363,aec,,
528,512,1461,,23,6.56,390804,val,,
529,55,1461,,2,7.2,192077,sos,,
530,107,1048,,220,30.43,11930983,"archivio, ejpr",,Includes electoral list L'Ulivo as part of electoral alliance L'Unione.
531,663,1110,,22,10.3,572220,cevipol,,
532,24,94,,44,19.8,552003,tila,,
533,689,920,,3,3.4,37544,tila,,
534,217,1051,,108,47.68,2356608,ibz,,
535,412,951,,0,1.2,68663,ejpr,,
537,28,572,,2,34.9,106922,"cy-gov, ep",,
538,373,602,,3,1.6,15728,bafs,,
539,90,1295,,,8.97,504583,cne,,
541,413,1393,,47,32.02,374099,gall-09,,
542,427,1012,,1,0.4,8326,bafs,,
544,358,602,,3,1.9,37265,bafs,,
545,246,184,2411,7,3.73,462387,aec,Tony Crook (National Party of Western Australia) is included into the official results of the National party although his has publicly stated to be an independent.,
546,171,1539,7535,186,24.73,6436520,ref,,
547,547,1180,5565,52,10.3,3908459,bwl,,
548,605,809,,107,16.1,6317962,archivio,,
549,282,677,,9,4.66,359438,pica,,
551,42,902,,118,29.39,5371866,epp,,
553,371,26,,47,22.2,428919,bafs,,
554,522,326,,9,9.37,98526,voltive,,
555,282,1189,,2,,,clea-11,,
556,105,1167,,3,1.2,22850,bafs,,
557,609,1276,,2,0.4,102780,bef-7,,
558,216,725,,112,44.61,2583755,cne,,
559,441,1072,,1,5.55,45960,ssr,,
560,280,325,,2,2.39,830980,archivio,,
561,22,1013,,7,29.65,1124921,bmi,,
562,521,1964,,1,,,bafs,,
563,52,1518,,18,16.38,148602,cvk,,
564,108,458,,6,2.2,21501,bafs,,
565,65,1633,,266,38.7,12912466,archivio,,
567,563,1634,,,,,,,
568,387,978,,16,9.0,298132,folketing,,
569,10,161,,1,3.86,220663,ibz,,
570,616,66,,1,0.3,5487,"no-2010, tila",,
571,597,211,,10,5.5,184642,folketing,,
573,206,1167,,2,0.7,14840,bafs,,
574,387,1605,,22,11.8,394190,folketing,,
575,251,892,,38,18.2,700019,,,
577,546,368,,177,41.32,5647952,pica,,
578,257,1183,,2,3.1,154004,essex,,
579,418,969,,3,1.5,90813,ejpr,Electoral alliance with Pari pour la Wallonie (PPW),
580,662,1234,,3,31.32,351223,epl,,
581,193,585,,1,,,mep,,
582,480,514,3398,28,,,mackie,,
583,522,981,,5,5.4,56832,voltive,,
584,79,544,,0,3.02,127470,cik,,
585,673,817,,1,1.2,1893,no-2010,,
586,64,978,,27,15.9,485289,folketing,,
587,514,311,,4,0.5,154947,ejpr,,
588,675,878,,50,41.1,935319,ec-nz,,
589,273,270,,5,5.7,1005285,frpo,,
590,257,418,,0,3.6,174434,essex,,
592,330,1523,,2,3.7,13623,parline,,
593,395,113,,1,15.3,60877,vvk,,
594,89,978,,11,6.4,214057,folketing,,
597,119,1072,,9,5.4,155359,essex,,
598,540,791,,0,4.7,1670316,bwl,,
599,52,1656,,0,3.5,31728,cvk,,
600,77,200,,18,10.5,265939,tila,,
602,327,940,,7,4.27,3006160,ejpr,,
603,229,1120,,10,31.07,1504218,bec,,
604,434,211,,1,8.5,176480,yb-dnk,,
605,304,1546,,0,3.27,103584,val,,
606,590,318,,15,9.48,156989,gall-09,,
608,196,1284,,2,1.4,231505,ukeu,Scottish Nationalists (SNP) took 2 seats with 19.7% of the vote in Scotland.,
609,437,1251,,3,2.26,129517,verk,,
610,655,282,,0,1.5,72377,mackie,,
611,213,590,,26,17.3,358509,folketing,,
612,575,66,,1,0.3,5686,"no-2010, tila",,
613,536,290,,1,4.39,262043,ibz,,
615,430,590,,27,17.8,365236,yb-dnk,,
616,641,1393,,50,34.1,449749,gall-09,,
617,403,285,7537,7,3.65,921973,"asn, no-2010",,
618,143,915,,24,11.4,748952,ibz,,
619,126,423,4201,,,,essex,,
620,173,984,,35,51.81,137037,doi,,
622,143,1594,,0,2.47,162205,ibz,,
623,689,1219,,11,7.4,82129,tila,,
624,59,887,,2,2.86,42030,vrk,,
625,40,319,3620,1,,,ark,,
626,583,1017,1458,3,,,craig,,
627,668,1331,,0,2.0,39128,yb-dnk,,
628,24,1292,,22,11.2,310340,tila,,
629,459,878,,32,39.7,636319,yb-nzl,,
630,260,1043,,10,9.5,94752,cvk,,
631,554,439,,113,31.02,21036425,parline,,
632,15,1009,,0,1.0,28084,tila,,
633,269,1219,,11,5.8,65830,tila,,
634,316,2217,,1,2.55,45614,gall-09,,
635,617,242,,23,4.09,1508234,archivio,,
637,299,701,,13,23.74,695718,asl,,
638,511,1193,,237,35.0,20660185,ejpr,,
639,147,252,,1,4.3,241666,macr-85,,
640,119,1142,,61,34.97,1005488,essex,Electoral alliance with Slovak Farmers (Slovenská rol'nická strana),
641,311,1092,,1,0.1,30649,craig,,
643,668,211,,1,9.1,180089,yb-dnk,,
644,594,701,,2,24.8,251500,asl,,
645,646,482,,11,5.73,70862,vrk,,
646,58,1771,,2,7.81,322793,verk,,
647,389,211,,7,3.9,131254,folketing,,
648,561,1444,,13,10.1,209347,yb-nzl,,
649,449,544,,4,,,w,,
650,175,892,,21,5.9,327770,,,
651,2,656,3018,,,,ejpr,,
652,418,1110,,26,12.0,738016,ejpr,,
653,124,220,,3,16.89,118535,ssr,,
654,522,706,,29,30.45,320248,voltive,,
655,534,309,,5,5.58,53325,cvk,,
656,680,270,,11,10.5,2050086,ejpr,,
657,39,1218,,16,6.52,421988,essex,,
658,676,1485,,3,7.8,398901,ejpr,,
660,535,1295,,3,11.8,648700,cne,,
661,511,1540,,9,7.8,4586172,ejpr,,
662,15,200,,1,1.0,26440,tila,,
664,184,167,,59,28.0,1449172,cevipol,,
665,469,280,,78,48.33,592994,gall-09,,
666,293,1086,7666,82,12.5,2369778,mackie,,
667,568,1023,,1,0.5,22660,,,
668,21,531,,48,22.5,216616,bafs,,
669,681,1160,,48,17.15,783372,essex,,
672,401,221,,5,4.03,268648,cevipol,,
673,218,44,,11,6.32,181872,ssr,,
675,550,984,,7,18.05,19041,md,,
676,363,961,,7,7.74,2407952,archivio,,
677,633,307,,5,1.05,143393,essex,,
678,138,940,,112,19.49,11065082,parline,,
679,19,1335,,4,1.6,37844,ibz,,
680,688,921,2653,227,,,www.parlament.hu,,
681,650,448,,44,10.67,1385821,ceoc,,
682,602,66,,1,0.3,9344,tila,,
683,416,356,,,20.01,2177144,essex,,
684,301,789,,61,26.44,1602250,volby,,
685,502,1475,,57,9.6,3540309,archivio,,
686,257,921,,22,9.0,439649,essex,,
687,302,962,,0,3.85,30444,cvk,,
688,540,808,5577,39,32.0,11346073,bwl,,
689,332,161,,6,4.01,243362,ibz,,
690,468,353,,0,1.54,29752,cik,,
691,261,831,,24,4.5,1414036,archivio,,
693,320,1455,,17,25.7,21882,gud97,,
694,6,1393,,43,30.49,488767,gall-09,,
695,311,311,,0,0.6,175016,,,
696,496,509,7627,124,,,,,
697,676,761,,1,3.5,176533,ejpr,,
698,346,360,,0,9.33,22938,doi,,
699,103,558,,151,28.8,7944943,bwl,,
700,2,1594,,9,6.99,434449,ibz,,
701,682,773,,32,33.0,5331077,ukeu,,
703,55,282,,0,3.9,105173,sos,,
704,665,228,3752,8,18.3,15153,gud97,,
705,331,558,,169,31.8,9495571,bwl,,
706,349,1016,,13,8.01,269343,ssr,,
707,688,434,2653,36,,,www.parlament.hu,,
708,17,1560,,1,0.48,186255,archivio,,
709,450,657,,42,17.1,663693,,,
710,342,1575,,20,35.8,122495,parline,,
711,103,137,,3,0.8,217078,"bwl, dhbt",Centre Party (Zentrum) won 1 SMD seat through electoral coordination with the Christian Democrats (CDU).,"The CDU did not field a candidate in the electoral district of Oberhausen, and the Zentrum accepted a CDU member to be placed second on the Zentrum list."
712,430,211,,12,8.2,167969,yb-dnk,,
713,165,713,,48,13.0,1316751,no-2010,,
714,583,1284,,0,0.5,128474,,,
