id,election_id,party_id,alliance_id,seats,vote_share,votes,data_source,description,comment
1936,226,590,,38,20.8,700866,folketing,,
1937,260,1656,,0,4.0,39837,cvk,,
1938,164,234,,3,0.92,235221,epp,,
1939,218,1415,,0,1.36,39163,ssr,,
1940,453,1338,,161,45.8,2916735,no-2010,,
1941,498,910,4669,17,2.17,805340,"ejpr, mdi",Electoral alliance: Il Girasole (The Sunflower),
1942,617,974,,1,0.08,28086,archivio,,
1944,446,701,,17,27.0,875881,asl,,
1946,308,978,,0,5.3,93985,yb-dnk,,
1947,63,743,,127,49.5,3569201,essex,,
1948,530,742,,30,19.63,1848805,kiesraad,,
1950,509,360,,0,0.68,1929,doi,,
1951,427,26,,43,19.9,392423,bafs,,
1952,563,211,,17,9.2,308212,ejpr,,
1953,581,912,,17,4.0,939934,bwl,,"German Party (DP) passed five percent threshold in Bremen (17.8%), Hamburg (13.1%), Lower Saxony (17.8%) and Schleswig-Holstein (12.1%), "
1954,251,882,,5,3.4,129319,,,
1955,477,1355,,201,33.83,4427373,pkw,,
1956,590,379,,1,0.59,9836,gall-09,,
1957,113,1053,,32,6.6,3896728,parline,,
1958,307,433,,2,3.25,54888,gall-09,,
1960,216,1535,4091,2,,,w,,
1961,348,1297,,62,12.8,2539845,mackie,,
1964,231,808,5580,34,30.7,8071391,bwl,,
1965,673,1342,,18,27.2,41490,no-2010,,
1966,420,167,,62,27.03,1507014,cevipol,,
1968,247,1281,,5,4.45,236318,cne,,
1969,143,1113,,23,14.91,979750,ibz,,
1971,373,35,,50,23.5,233873,bafs,,
1972,519,1409,,4,13.2,629198,verk,,
1973,529,1194,,4,2.77,173325,verk,,
1975,551,1048,,,34.94,13097169,"archivio, ejpr",,
1977,309,1629,,4,21.49,503439,valgside,,
1978,359,1573,,1,1.4,24110,gall-09,,
1979,541,1606,,6,4.5,94570,yb-dnk,,
1980,328,1538,,22,12.5,312839,seby,,
1981,288,1605,,38,20.8,547770,folketing,,
1982,602,585,,11,5.5,149476,tila,,
1983,474,894,,2,4.26,666602,epp,,
1985,611,217,,0,3.02,3649,md,,
1986,604,974,,1,0.09,33250,archivio,,
1987,460,200,,1,1.0,24351,tila,,
1989,242,1644,,11,5.9,187284,folketing,,
1991,73,590,,32,17.9,435764,folketing,,
1993,314,1062,,15,8.5,234429,tila,,
1994,464,1629,,53,29.9,913155,folketing,,
1995,412,282,,15,4.1,225974,,,
1996,686,1210,,1,1.12,119507,ukeu,Ulster Unionists (Jim Nicholson) took 1 seat with 17.6% of the vote in Northern Ireland.,
1997,98,66,,1,0.3,9482,"no-2010, tila",,
1998,93,772,,68,10.7,4643272,bwl,,
1999,429,702,,15,9.6,154761,mackie,,
2000,77,395,,52,23.4,594185,tila,,
2001,228,280,,81,47.26,786951,gall-09,,
2002,304,657,,4,18.83,596710,val,,
2003,543,1251,,2,2.42,129081,verk,,
2005,190,1393,,51,27.32,564428,eie,,
2007,20,509,7619,59,2.2,547616,no-2010,,
2011,150,63,,48,21.6,1119991,ibz,,
2012,79,636,,10,4.13,174582,cik,,
2013,291,1539,7680,118,18.9,4231173,mackie,,
2014,529,1452,,4,3.03,189373,verk,,
2015,660,997,,58,44.93,1053398,ec-nz,,
2016,354,66,,1,0.3,7261,"no-2010, tila",,
2017,292,794,,51,31.04,1751215,pica,,
2018,254,894,,18,5.05,1014258,epp,,
2020,425,63,,20,12.33,649376,ibz,,
2021,249,546,,1,5.31,153660,ovb,,
2022,526,310,,2,4.16,128622,asl,,
2023,119,527,,18,10.42,299496,essex,,
2024,493,370,,5,1.82,325842,epp,,
2025,396,1594,,4,3.74,226758,cevipol,,
2026,97,1629,,69,38.26,1068911,folketing,,
2027,2,1378,,19,10.16,631653,ibz,,
2028,571,474,,1,0.3,8817,seby,Future for Finnmark (Framtid for Finnmark),
2029,657,557,,3,2.79,149966,cne,,
2030,423,1448,,6,7.0,34837,vvk,,
2031,85,902,,202,48.34,10127392,epp,,
2032,349,1072,,14,9.07,304839,ssr,,
2033,409,1644,,7,3.9,120357,folketing,,
2034,135,984,,12,29.62,31431,md,,
2035,228,1393,,63,37.3,621088,gall-09,,
2037,578,345,,3,1.96,193232,verk,,
2038,582,467,,1,1.0,285616,bbc,,
2039,338,16,,19,19.38,207186,voltive,,
2040,233,1284,,6,1.5,412267,ejpr,,
2041,252,902,,159,39.1,9150083,epp,,
2042,308,749,,4,18.9,338953,yb-dnk,Three MEPs crossed the floor on 1 January 1993 and joined June Movement (JuBe).,
2044,39,1245,,15,6.28,406341,essex,,
2045,635,342,,3,1.69,140910,verk,,
2046,423,417,,13,13.0,64463,vvk,,
2047,363,827,3280,,,,archivio,,
2048,604,831,,30,5.3,1930639,archivio,,
2049,663,1192,,25,10.1,560565,cevipol,,
2050,54,1461,,2,,,w,,
2051,400,1331,,0,2.0,57072,folketing,,
2053,308,1324,,2,8.0,142190,yb-dnk,,
2054,435,1264,,8,4.1,74623,bafs,,
2056,585,520,,1,1.68,349079,epp,,
2057,567,1245,,2,9.57,223383,volby,,
2058,60,30,,12,,,gall-09,,
2059,687,234,,4,1.09,248261,epp,,
2061,408,1014,,1,0.8,14896,eie,,
2062,514,773,,336,41.9,14093007,,,
2063,477,629,,164,27.13,3551224,pkw,,
2064,248,260,,1,2.24,130842,cne,,
2066,274,1342,,26,38.6,60836,no-2010,,
2067,536,470,,0,2.14,127504,ibz,,
2068,315,2296,,1,0.04,12817,bef-7,United Kingdom Unionist Party,
2069,107,1005,530,,,,ejpr,,Alliance: Centre Left (S)
2071,57,1146,,13,2.64,1658097,parline,,
2072,217,167,,73,34.5,1705781,ibz,,
2073,23,235,,10,35.6,2017743,verk,,
2074,519,357,,2,6.97,332326,verk,,
2075,627,209,,1,0.92,81427,verk,,
2076,628,1193,,239,32.76,18205955,parline,,
2077,581,558,,131,29.2,6934975,bwl,,
2078,349,559,,15,9.12,306623,ssr,,
2079,605,1475,,92,13.6,5343808,archivio,,
2080,520,360,,0,1.69,4186,md,,
2081,591,290,,21,11.1,586917,cevipol,,
2082,2,723,,22,14.09,875455,ibz,,
2083,143,171,,1,1.98,130012,ibz,,
2084,335,456,,8,5.7,549975,verk,,
2085,255,207,,0,1.46,107185,pkw,,
2086,137,296,,29,17.48,2589597,pica,,
2087,632,1418,,22,12.0,413987,ejpr,,
2088,486,161,,8,4.8,313047,ibz,,
2090,178,1342,,22,33.7,61701,no-2010,,
2091,684,1264,,8,4.4,42428,bafs,,
2092,140,889,1185,,,,,,
2093,351,467,,0,3.1,494561,ukeu,,
2094,307,280,,75,45.2,763313,gall-09,,
2095,507,242,,22,4.6,1345447,archivio,,
2096,76,368,,99,37.33,2874076,pica,,
2097,310,35,,43,19.5,455496,"bafs, ejpr",,
2098,10,993,,0,1.28,73174,ibz,,
2100,65,487,,20,3.9,1300439,archivio,,
2101,397,851,,1,17.09,57121,ejpr,,
2102,652,395,,4,21.5,482577,tila,,
2105,363,176,,1,1.59,495351,archivio,,
2107,566,58,,4,,,vrk,,
2108,563,1331,,0,1.7,58071,ejpr,,
2109,390,151,,3,9.07,220425,asl,,
2110,330,945,,5,8.1,30033,parline,,
2111,432,566,,0,5.7,146984,cik,,
2112,680,509,8326,,,,"ejpr, frpo",,
2113,47,2298,,1,0.41,7107,gall-09,Socialist Labour Party,
2114,501,1440,,3,2.7,163725,cevipol,,
2115,680,1101,,13,12.3,2404105,ejpr,,
2116,640,1540,,5,4.0,1646477,no-2001,,
2117,387,367,,0,1.9,63263,folketing,,
2119,446,1134,,5,9.2,276495,asl,,
2120,111,226,,36,5.85,2138246,mdi,,
2121,142,94,,53,22.4,262917,tila,,
2122,172,1582,,4,8.13,232744,epl,,
2123,371,564,,4,3.0,57192,bafs,,
2124,285,104,,64,35.4,949049,seby,,
2125,596,597,2487,1,,,mackie,,"KKE(I) and EDA formed an alliance (see Mackie/Rose 1991, Table 9.5a)"
2126,516,789,,7,22.38,528132,volby,,
2127,500,894,,10,3.06,779425,epp,,
2128,316,1580,,4,2.51,44901,gall-09,,
2129,81,342,,3,1.97,171042,verk,,
2130,17,1296,,13,2.6,987720,archivio,,
2131,687,902,,125,34.71,7918752,epp,,
2133,429,1538,,12,10.2,183243,mackie,,
2134,678,1496,,,49.7,13310891,craig,,
2136,425,167,,84,36.7,1933424,ibz,,
2137,661,151,,5,16.86,195956,asl,,
2138,237,1193,,233,28.31,16943425,ejpr,,
2139,335,742,,42,27.26,2631363,verk,,
2140,629,1546,,0,2.9,162463,ejpr,,
2141,168,1450,,1,9.1,171927,yb-dnk,,
2142,301,1123,,13,6.36,385369,volby,,
2143,108,35,,53,26.6,256063,bafs,,
2144,615,928,4555,,,,,,
2145,390,967,,11,18.45,448387,asl,,
2146,667,451,,49,31.6,1895914,verk,,
2147,619,725,,12,44.52,1493146,cne,,
2148,116,1452,,3,2.28,187547,verk,,
2149,401,993,,17,12.0,799844,cevipol,,
2150,549,1296,,0,2.43,743284,archivio,,
2151,316,318,,17,10.4,186044,gall-09,,
2152,478,1435,7751,21,15.91,279790,yb-nor,,
2153,551,910,1975,16,,,archivio,,
2155,2,171,,1,1.45,90401,ibz,,
2156,467,1028,,0,0.2,52655,archivio,,
2157,280,1475,,12,14.8,5151929,archivio,,
2158,315,1023,,3,0.61,190814,bef-7,,
2159,106,11,,,15.89,898281,cne,,
2160,599,789,,56,22.08,1155267,volby,,
2161,431,892,,57,22.7,882437,,,
2162,258,904,,163,45.3,2256369,,,
2163,156,282,,33,9.1,485235,sos,,
2166,629,892,,28,7.5,418395,,,
2167,597,1605,,22,12.1,405737,folketing,,
2168,617,1424,,7,1.5,542039,archivio,,
2169,353,1088,,24,29.57,10361344,archivio,,
2170,367,837,,25,5.4,2472371,no-2001,,
2173,251,904,,111,46.2,1776667,,,
2174,19,63,,16,8.9,211143,ibz,,
2176,498,488,,0,2.4,888249,archivio,,
2177,55,904,,7,28.1,752817,sos,,
2178,605,1080,,1,0.39,152396,archivio,,
2179,111,693,3801,29,4.48,1636173,mdi,,
2180,135,1274,,11,23.19,24616,md,,
2181,565,838,1812,16,,,ejpr,,
2182,536,171,,1,2.95,175732,ibz,,
2184,372,212,,3,2.03,174593,verk,,
2185,389,590,,16,8.9,303965,folketing,,
2186,374,282,,2,7.6,193354,val,,
2187,617,335,,1,0.25,91923,archivio,,
2188,71,1109,2748,0,0.3,6810,"tila, toer68",,
2189,389,1605,,42,24.0,817894,folketing,,
2190,512,657,,107,30.06,1791766,val,,
2191,442,460,514,,,,ibz,,
2192,448,771,,2,5.1,808246,epp,,
2194,339,572,,20,34.7,142648,parline,,
2195,71,585,,12,6.8,135768,tila,,
2196,35,1319,,10,19.5,13049,gud97,,
2197,263,590,,30,16.6,383843,folketing,,
2198,173,360,,0,1.21,3208,doi,,
2199,629,1154,,19,5.2,291121,,,
2200,118,1180,5572,46,7.4,3494309,bwl,,
2201,442,1029,,3,12.84,698889,ibz,,
2202,58,235,,10,30.77,1271855,verk,,
2203,264,1592,,1,4.7,240971,mig,,
2204,427,750,,44,22.5,444181,bafs,,
2205,659,1047,,2,23.57,102753,voltive,,
2206,627,345,,12,7.89,701934,verk,,
2207,290,773,,397,42.4,13012316,,,
2208,48,1461,,43,12.4,691258,yb-swe,,
2209,328,104,,43,24.3,612632,seby,,
2210,386,1491,7681,26,10.5,2319118,mackie,,
2213,309,1605,,3,20.23,474041,valgside,,
2214,606,967,,15,21.32,648404,asl,,
2215,551,1030,1975,,,,ejpr,,Alliance: Popular Party for Prodi (PpP)
2217,474,1317,,1,1.72,269094,epp,,
2218,65,242,,29,5.1,1718142,archivio,,
2219,1,997,,32,41.5,581422,yb-nzl,,
2221,174,306,,4,2.2,74982,ejpr,,
2222,118,543,,61,9.8,4648144,,,
2223,242,189,,6,3.7,116047,folketing,,
2224,97,1634,,4,,,,,
2225,567,653,,2,8.18,191025,volby,,
2226,280,93,,4,4.4,1532388,archivio,,
2227,584,30,,5,,,gall-09,,
2228,10,454,,3,9.45,540610,ibz,,
2230,686,1272,,3,6.52,696057,ukeu,,
2231,660,891,,0,4.07,95356,ec-nz,,
2232,42,135,,166,34.52,6310391,epp,,
2234,18,543,,7,6.1,1565431,bwl,,
2235,233,689,,5,0.6,174530,ejpr,,
2236,105,1500,,1,0.9,17940,bafs,,
2237,363,399,,1,1.61,499498,archivio,,
2238,380,1030,,3,0.44,135457,archivio,,
2239,656,993,,3,14.34,930731,ibz,,
2240,515,923,,6,2.92,38872,gall-09,,
2241,442,723,,7,29.54,1607941,ibz,,
2243,358,1602,,2,2.6,50372,bafs,,
2244,243,453,,2,,,craig,,
2245,472,882,,16,4.5,246911,parline,,
2246,689,94,,53,22.5,249758,tila,,
2247,191,161,,3,2.57,157988,cevipol,,
2248,52,801,,0,1.48,13469,cvk,,
2250,229,888,,0,1.45,70428,bec,,
2251,659,1252,,2,21.91,95489,voltive,,
2252,242,590,,22,12.5,395653,folketing,,
2253,133,200,,17,9.7,288711,tila,,
2255,619,1535,831,,,,cne,,
2257,679,791,,36,5.1,2515454,bwl,,
2260,453,47,,126,40.8,2599681,no-2010,,
2262,534,526,,17,14.65,139929,cvk,,
2263,269,395,,66,34.2,386026,tila,,
2264,401,1192,,10,6.1,404077,cevipol,,
2265,306,310,,5,10.17,303991,asl,,
2266,257,1202,,0,3.7,180964,essex,,
2267,166,967,,11,16.57,430262,asl,,
2268,332,993,,11,7.83,475677,ibz,,
2269,385,1180,5571,58,9.0,4315080,bwl,,
2270,64,1605,,22,12.3,374283,folketing,,
2271,145,309,,0,1.65,9480,cvk,,
2272,570,742,,37,23.97,2153135,verk,,
2273,448,681,,0,1.12,178121,epp,,
2274,360,509,,,2.89,524203,frpo,,
2275,42,62,,2,0.95,172791,epp,,
2276,597,189,,5,2.7,89356,folketing,,
2277,329,176,,1,0.73,237058,archivio,,
2278,405,281,,0,0.96,52761,cne,,
2279,2,1192,,10,5.88,365318,ibz,,
2280,191,993,,2,1.9,116534,cevipol,,
2281,460,1219,,9,6.5,153259,tila,,
2282,104,282,,1,5.68,142704,val,,
2284,424,296,,17,13.15,1037857,pica,,
2285,21,602,,1,1.0,9559,bafs,,
2286,432,1254,,1,7.95,204817,cik,,
2287,579,151,,5,12.47,330909,asl,,
2288,337,1277,,3,18.61,102347,vrk,,
2290,302,801,,0,2.81,22240,cvk,,
2291,286,296,,8,9.5,692398,pica,,
2293,39,1123,,14,5.93,383705,essex,,
2294,552,368,,109,37.5,3718258,pica,,
2295,507,1088,,140,22.7,6704454,archivio,,
2296,509,1003,,30,47.51,134092,doi,,
2297,534,1001,857,,,,,,
2298,143,161,,4,3.06,201118,ibz,,
2299,13,973,,8,,,mep,,
2300,316,1014,,1,0.7,12445,gall-09,,
2301,676,254,,0,1.2,58903,ejpr,,
2302,383,1234,,24,35.81,1103825,epl,,
2303,543,1409,,9,8.83,471040,verk,,
2305,557,645,,17,24.89,4747283,epp,,
2306,231,791,,8,7.5,1969239,bwl,,
2307,467,93,,9,2.5,651875,archivio,,
2308,380,1088,,166,25.3,7767601,archivio,,
2309,620,95,,0,1.6,85737,essex,,
2310,482,1441,,2,5.16,331928,mig,,
2311,677,138,,15,16.3,3301980,"ep, frpo",,
2312,116,235,,45,29.39,2420441,verk,,
2313,302,1656,,0,3.79,30004,cvk,,
2314,396,723,,49,21.29,1291244,cevipol,,
2315,143,501,,1,3.06,201399,ibz,,
2316,246,154,2411,21,9.12,1130525,aec,,
2317,646,983,,8,5.34,66078,vrk,,
2318,114,988,,4,7.3,9489,hagstofa,,
2320,211,1074,,4,0.2,26053,pkw,,
2322,248,725,,74,28.1,1642136,cne,,
2323,196,659,,12,14.9,2452327,bef-7,,
2324,400,189,,0,1.6,45979,folketing,,
2325,60,318,,14,8.69,115073,gall-09,,
2326,664,2260,7590,6,1.8,457193,"asn, no-2010",,
2327,450,892,,58,23.8,923564,,,
2328,594,1234,,2,31.5,319462,asl,,
2329,605,1030,,3,0.51,198431,archivio,,
2330,164,645,,148,38.31,9763144,epp,,
2331,538,1072,,22,13.94,470984,ssr,,
2333,475,1338,,158,43.79,3007596,mig,,
2334,76,296,,19,13.47,1036853,pica,,
2335,617,613,,0,1.4,503461,archivio,,
2336,389,306,,5,2.7,91933,folketing,,
2338,682,319,,1,1.0,160110,ukeu,Democratic Unionists (Ian Paisley) took 1 seat with 29.6% of the vote in Northern Ireland.,
2339,101,1292,,49,23.5,398618,tila,,
2340,645,940,,167,33.1,13155715,no-2001,,
2342,435,964,,2,0.18,3236,bafs,,
2344,64,1606,,5,2.9,87904,folketing,,
2346,243,773,,339,43.9,13697923,,,
2347,433,1193,,248,44.59,24084140,parline,,
2348,182,1251,,2,2.14,101759,verk,,
2349,646,856,,1,3.64,45061,vrk,,
2350,407,1539,7678,64,12.4,2279209,mackie,,
2351,234,1461,,26,10.7,406183,,,
2352,247,1508,,0,1.1,58248,cne,,
2353,102,2296,,1,0.1,33174,craig,Irish Labout Party,
2354,642,242,,19,4.5,1222957,archivio,,
2355,618,535,,21,8.14,296848,cik,,
2356,75,1086,7667,158,26.3,5058307,mackie,,
2358,158,822,,76,,,,,
2359,314,806,,0,0.7,18277,tila,,
2360,500,2056,,0,0.27,68679,epp,Coalicion Andalucista,
2361,260,956,,0,1.6,15948,cvk,,
2362,125,1409,,16,10.34,653370,verk,,
2363,42,1361,,8,1.62,296193,epp,,
2364,82,147,,3,4.9,8031,no-2010,,
2365,245,47,,15,,,mep,,
2366,396,290,,16,7.88,477755,cevipol,,
2368,539,581,,5,30.16,363996,vrk,,
2369,638,915,,2,9.74,640092,ibz,,
2370,390,1234,,21,36.91,896840,,,
2371,439,1447,4926,,,,,,
2373,211,108,,27,5.1,566553,pkw,,
2375,264,1338,,8,36.65,1879229,mig,,
2377,193,1118,,4,,,mep,,
2378,14,725,,10,35.99,1061560,cne,,
2379,617,1088,,198,29.9,11032318,archivio,,
2380,555,984,,2,40.49,100486,doi,,
2381,348,1086,7673,160,28.1,5589059,mackie,,
2382,329,502,,1,1.15,374343,archivio,,
2383,552,794,,107,34.12,3383530,pica,,
2384,472,1154,,0,3.4,185053,parline,,
2385,133,1463,,3,3.0,90410,tila,,
2386,525,706,,11,12.08,130079,voltive,,
2387,632,211,,9,5.2,179023,ejpr,,
2389,200,514,,40,15.1,788830,cne,,
2390,675,891,,7,5.72,130115,ec-nz,,
2391,70,572,,12,32.77,95364,parline,,
2392,409,1324,,10,6.4,200347,folketing,,
2393,545,1268,,1,0.8,42979,"ibz, mackie",,
2394,146,436,,1,0.2,59873,archivio,,
2397,201,1338,,116,40.55,3002531,mig,,
2398,434,749,,2,10.3,214735,yb-dnk,,
2400,448,118,,2,3.71,588248,epp,,
2402,16,1013,,7,30.67,859175,bmi,,
2404,339,1575,,19,34.0,139721,parline,,
2405,174,1644,,23,13.0,450975,ejpr,,
2406,620,546,,38,11.7,633770,essex,,
2407,673,228,,10,15.2,23265,no-2010,,
2409,503,1330,,7,1.45,334748,archivio,,
2410,123,318,,1,10.56,188132,eie,,
2411,246,1428,,,,,,,
2413,368,2172,,0,1.27,197231,epp,,
2414,282,794,,97,32.41,2499913,pica,,
2415,37,319,,1,1.3,170688,ukeu,Democratic Unionists (DUP) took 1 seat with nearly 29.7% of the vote in Northern Ireland.,
2416,59,383,,1,1.15,16941,vrk,,
2417,173,1003,,30,46.97,124220,doi,,
2418,260,466,,12,9.4,93759,cvk,,
2419,124,1142,,3,17.04,119582,ssr,,
2420,62,345,,9,6.13,562466,verk,,
2422,486,993,,12,7.76,506697,ibz,,
2423,607,973,,57,29.26,1430206,,,
2425,599,1613,,0,3.67,192145,volby,,
2426,577,585,,23,11.4,108886,tila,,
2427,57,940,,70,15.43,9687588,parline,,
2428,439,58,,1,,,essex,,
2429,345,1055,,1,,,no-2001,,
2430,479,270,,1,14.95,3800785,"asn, no-2010",,
2431,560,1104,4184,1,,,pkw,,
2432,179,1629,,59,32.9,1026726,folketing,,
2434,175,1154,,0,1.7,91787,mackie,,
2435,264,614,,2,8.35,428151,mig,,
2437,352,725,,115,44.96,2385922,cne,,
2439,381,1180,5560,50,9.6,3014471,bwl,,
2440,486,1029,,13,9.24,602867,ibz,,
2441,133,585,,10,4.6,137423,tila,,
2442,610,543,,0,4.8,1192624,bwl,,
2443,359,280,,68,39.11,674650,gall-09,,
2444,172,151,,0,1.47,49108,epl,,
2445,348,1539,7673,115,21.1,4187818,mackie,,
2446,543,1194,,6,6.16,328621,verk,,
2447,229,948,,3,8.92,431739,bec,,
2448,498,974,,1,0.07,25577,archivio,,
2449,240,1255,,99,29.63,4019498,ceoc,,
2450,637,228,,5,9.1,10345,no-2010,,
2452,623,1492,7600,13,0.8,210151,no-2010,,
2453,400,1605,,30,15.6,450904,folketing,,
2454,395,1448,,1,8.7,34508,vvk,,
2455,315,773,,165,30.7,9600943,bef-7,,
2456,560,1140,4184,10,,,pkw,,
2458,57,1327,,35,8.05,5053981,parline,,
2459,512,1546,,20,5.7,339610,val,,
2460,198,1062,,1,10.4,172844,tila,,
2461,191,1029,,32,14.91,915432,cevipol,,
2462,652,1649,,0,2.1,47687,tila,,
2463,17,1633,,234,34.3,13233620,archivio,,
2464,188,900,,2,0.29,34469,pkw,,
2465,234,904,,110,46.0,1742284,,,
2466,231,41,,0,1.7,442579,bwl,,
2467,248,11,,,19.33,1129322,cne,,
2468,206,628,,1,1.0,20358,bafs,,
2469,418,1029,,28,12.0,737976,ejpr,,
2470,351,1210,,1,0.8,133459,ukeu,Ulster Unionists (Jim Nicholson) took 1 seat with 23.8% of the vote in Northern Ireland.,
2471,311,659,,6,7.5,2117035,,,
2473,615,1656,,14,12.81,123056,cvk,Electoral alliance: Latvia's Union of Social Democrats (Latvijas Sociiildemokriitu Apvieniba) ,
2475,564,384,,5,4.76,53303,cvk,,
2476,507,487,,17,3.5,1047081,archivio,,
2477,449,535,,1,,,w,,
2478,157,1629,,69,37.4,1211121,folketing,,
2479,572,617,,9,7.14,145078,ec-nz,,
2480,412,1154,,18,5.0,279042,,,
2481,208,659,,52,18.3,4814321,bef-7,,
2482,240,448,,54,12.39,1680109,ceoc,,
2483,4,419,,5,,,w,,
2485,253,1292,,19,9.9,277152,tila,,
2486,654,1412,,10,4.9,336460,no-2010,,
2487,596,1311,,1,2.7,139356,"mackie, no-2010",Electoral alliance: Progress and Left Forces Alliance (Symmachia),
2488,30,531,,47,23.2,226122,bafs,,
2489,504,514,1065,3,,,,,
2490,600,1257,3150,,,,,,
2492,434,1450,,2,15.2,316687,yb-dnk,,
2493,522,199,,1,,,voltive,MP Roberto Battelli representing Slovenia's Italian community won in a separate election.,
2494,636,1219,,7,5.2,132955,tila,,
2495,73,538,,6,3.3,81134,folketing,,
2496,396,161,,5,2.51,152483,cevipol,,
2497,485,1461,,35,13.6,421094,,,
2498,450,1461,,19,9.5,366612,,,
2499,108,886,,4,1.8,16978,bafs,,
2500,289,1361,,5,1.25,254681,epp,,
2501,312,898,,51,11.7,2483813,mackie,,
2502,355,1286,,15,5.44,283094,essex,,
2503,210,1535,1913,2,,,w,,
2505,496,1539,7626,102,22.8,6403265,no-2010,,
2506,38,902,,36,,,w,,
2507,201,720,,0,1.79,132750,mig,,
2508,572,1313,,8,6.69,135918,ec-nz,,
2510,30,886,,4,2.2,21003,bafs,,
2511,571,104,,63,34.3,907393,seby,,
2513,396,708,,0,1.18,71695,cevipol,,
2514,529,625,,1,0.74,46324,verk,,
2516,662,1582,,0,7.38,82719,epl,,
2517,563,1605,,52,29.0,974636,ejpr,,
2519,211,1758,,49,8.7,980304,pkw,Catholic Electoral Action (Wyborcza Akcja Katolicka),
2520,215,282,,0,1.8,90388,parline,,
2521,101,395,,50,25.1,425948,tila,,
2522,491,30,,1,3.67,51086,elec-irl,Dana Rosemary Scallon in Connaught Ulster district,
2523,373,1167,,5,2.9,28723,bafs,,
2527,60,1393,,31,19.83,262393,gall-09,,
2528,571,1538,,14,8.5,224852,seby,,
2529,99,845,,1,0.47,115861,epp,,
2530,79,1570,995,,,,cik,,
2531,201,1179,,0,2.19,162103,mig,,
2532,255,629,,6,12.34,908765,pkw,,
2533,263,1605,,45,25.1,578932,folketing,,
2535,549,382,,21,26.12,7999476,archivio,,
2537,124,1432,,3,16.19,113655,ssr,,
2538,633,1639,,12,2.6,358864,essex,,
2539,647,288,,15,10.3,,essex,,
2540,480,260,,0,0.91,50717,cne,,
2541,491,280,,6,38.6,537757,ep,,
2542,153,151,,3,8.91,211121,asl,,
2543,534,1042,,8,7.15,68305,cvk,,
2544,662,457,,0,3.41,38289,epl,,
2545,179,211,,9,5.1,160053,folketing,,
2546,125,405,,10,6.32,399106,verk,,
2547,165,1015,,64,31.3,3191546,no-2010,Electoral alliance: Alianţa Dreptate şi Adevăr (Justice and Truth Alliance),
2548,14,251,,3,12.85,379044,cne,,
2549,585,645,,27,40.42,8410993,epp,,
2550,280,1088,,22,27.58,9598369,archivio,,
2551,302,1520,,1,9.66,76436,cvk,,
2552,107,399,530,10,1.39,543780,archivio,,
2553,59,1632,,4,4.08,60040,vrk,,
2554,268,1544,,0,4.0,550578,pkw,,
2555,301,1173,,22,10.33,626136,volby,,
2556,434,1644,,1,8.6,178543,yb-dnk,,
2557,467,618,,1,0.37,95914,archivio,,
2558,327,439,,308,42.41,29844799,ejpr,,
2559,536,1029,,3,10.92,651371,ibz,,
2560,328,81,,23,12.5,316397,seby,,
2561,636,585,,9,5.1,130407,tila,,
2562,257,198,,0,1.9,91922,essex,,
2563,192,1142,,15,8.79,202540,ssr,,
2564,511,940,,6,5.1,3027390,ejpr,,
2565,636,94,,35,16.4,423039,tila,,
2566,49,948,,25,6.64,812628,insse,,
2567,84,395,,52,23.9,691512,tila,,
2568,539,983,,2,11.23,135601,vrk,,
2570,243,1284,,2,1.6,504259,,,
2571,126,353,4201,,,,essex,,
2572,416,1120,,117,27.7,3015708,essex,,
2573,404,647,,1,3.6,88985,seby,,
2574,669,1638,,0,1.7,43252,seby,,
2575,198,94,,4,23.4,387217,tila,,
2577,358,531,,42,19.6,378822,bafs,,
2578,545,63,,24,12.1,626983,ibz,,
2579,234,882,,5,4.3,164194,,,
2580,353,487,,3,3.63,1271159,archivio,,
2581,70,1575,,12,31.92,92886,parline,,
2582,233,1556,,355,35.2,9552436,ejpr,,
2583,276,1392,,11,5.06,481231,pica,,
2584,460,585,,11,5.7,134831,mackie,,
2585,655,904,,125,50.1,2420277,,,
2586,254,1221,,1,0.36,73004,epp,,
2588,160,509,,11,11.9,2051246,ejpr,,
2589,618,1375,,13,5.19,189268,cik,,
2590,135,1003,,11,28.58,30332,md,,
2591,405,1295,,15,8.11,446279,cne,,
2592,119,1432,,17,10.08,289987,essex,,
2594,95,543,,41,8.4,3129982,bwl,,
2595,225,1455,,17,25.3,26645,no-2010,,
2596,293,686,,97,26.7,5056605,mackie,,
2597,290,1023,,1,0.4,137012,ark,,
2598,204,742,,37,23.55,1620112,verk,,
2599,36,1342,,16,23.7,44371,hagstofa,,
2601,247,1273,,81,28.36,1507282,cne,,
2602,449,57,,1,,,w,,
2603,589,701,,1,21.6,211106,asl,,
2604,676,1120,,10,23.1,1184018,ejpr,,
2605,71,66,,1,0.2,4651,"no-2010, tila",,
2606,651,1338,,160,43.92,3012542,mig,"50 bonus seats for plurality winner (Kovras 2010, 295).","Kovras, Iosif. 2010. “The Parliamentary Election in Greece, October 2009.” Electoral Studies 29(2): 293–96.
"
2607,606,1234,,24,34.51,1049390,asl,,
2608,580,1435,,29,18.8,406209,mackie,,
2609,130,1448,,3,36.8,85433,vvk,,
2611,577,1219,,7,5.6,53301,tila,,
2612,10,708,,0,1.53,87379,ibz,"PCB/KBP formed a single party in Belgium at that time, though the two ""parts"" of the party did contest in the 1984 election. The votes for the PCB are 61605, for the KPB 25774",
