party_id,left_right,state_market,liberty_authority,eu_anti_pro,calculation_date
547,8.2556,6.4,7.0,,2021-09-13 20:28:26
548,5.8333,5.9,8.5,2.3,2021-09-13 20:28:26
550,7.4,6.4,7.0,7.9,2021-09-13 20:28:26
551,6.0,6.7,3.6,8.7,2021-09-13 20:28:26
552,7.7778,6.4,7.0,7.9,2021-09-13 20:28:26
556,1.3,1.4,3.0,,2021-09-13 20:28:26
557,1.6425,1.9526,1.267,3.7018,2021-09-13 20:28:26
558,3.6451,3.8443,3.9791,7.9318,2021-09-13 20:28:26
559,6.5005,6.0172,6.1761,9.3803,2021-09-13 20:28:26
562,5.5556,1.4,3.0,3.3,2021-09-13 20:28:26
564,8.8,5.9,8.5,2.3,2021-09-13 20:28:26
565,3.3,3.5,3.5,8.1,2021-09-13 20:28:26
566,6.0,6.7,3.6,8.7,2021-09-13 20:28:26
569,2.5,2.5,1.8,2.5,2021-09-13 20:28:26
572,1.0526,2.6316,6.1842,,2021-09-13 20:28:26
574,4.1667,6.7,3.6,8.7,2021-09-13 20:28:26
581,3.86,4.29,5.8,8.5667,2021-09-13 20:28:26
585,6.3906,6.7295,3.8385,8.5284,2021-09-13 20:28:26
586,8.8,5.9,8.5,2.3,2021-09-13 20:28:26
587,6.0,6.7,3.6,,2021-09-13 20:28:26
588,7.4,6.4,7.0,,2021-09-13 20:28:26
590,7.2186,7.2931,6.5055,7.7791,2021-09-13 20:28:26
596,7.1459,7.913,6.5983,5.0946,2021-09-13 20:28:26
597,1.3,1.4,3.0,3.3,2021-09-13 20:28:26
599,6.6784,7.076,5.1974,7.6842,2021-09-13 20:28:26
600,8.8,5.9,8.5,2.3,2021-09-13 20:28:26
601,1.3,1.4,3.0,3.3,2021-09-13 20:28:26
602,4.9248,4.4498,7.5812,5.0504,2021-09-13 20:28:26
609,7.5789,4.7368,9.7895,1.0526,2021-09-13 20:28:26
610,,,,,2021-09-13 20:28:26
613,,,,,2021-09-13 20:28:26
614,1.253,0.8404,5.1503,0.2722,2021-09-13 20:28:26
615,2.9825,1.7053,4.349,,2021-09-13 20:28:26
617,9.0263,8.9751,3.6,,2021-09-13 20:28:26
618,5.3,4.9,6.5,5.4,2021-09-13 20:28:26
619,3.3333,4.9,6.5,5.4,2021-09-13 20:28:26
620,6.0,6.7,3.6,8.7,2021-09-13 20:28:26
622,3.3,3.5,3.5,8.1,2021-09-13 20:28:26
625,8.1444,5.8,8.6364,3.4848,2021-09-13 20:28:26
627,5.9067,5.1167,7.5833,8.5,2021-09-13 20:28:26
628,9.4247,6.2573,9.0409,0.2384,2021-09-13 20:28:26
629,2.8299,3.8505,1.8801,9.0872,2021-09-13 20:28:26
630,5.0317,5.9683,5.515,8.6833,2021-09-13 20:28:26
633,1.3,1.4,3.0,3.3,2021-09-13 20:28:26
636,8.8,5.9,8.5,2.3,2021-09-13 20:28:26
637,6.2,5.7,7.1,9.7167,2021-09-13 20:28:26
638,6.6,5.8,6.8,5.0,2021-09-13 20:28:26
640,6.0,6.7,3.6,8.7,2021-09-13 20:28:26
645,7.5969,7.619,7.8127,7.7368,2021-09-13 20:28:26
646,8.8,5.9,8.5,2.3,2021-09-13 20:28:26
647,5.1467,5.9148,3.2581,4.0766,2021-09-13 20:28:26
648,5.5556,5.9,8.5,2.3,2021-09-13 20:28:26
649,0.957,0.3618,2.6754,1.9649,2021-09-13 20:28:26
650,3.6389,2.5,1.8,7.6167,2021-09-13 20:28:26
651,8.0109,8.3901,3.7011,8.4528,2021-09-13 20:28:26
652,,,,,2021-09-13 20:28:26
653,5.5,4.5,4.75,5.0,2021-09-13 20:28:26
656,5.5714,5.8,5.8,9.0476,2021-09-13 20:28:26
657,7.8907,8.4089,5.6977,8.5872,2021-09-13 20:28:26
658,7.4997,6.5934,7.1854,6.9862,2021-09-13 20:28:26
659,4.2875,4.1064,2.6109,9.2231,2021-09-13 20:28:26
662,7.4,6.4,7.0,7.9,2021-09-13 20:28:26
664,4.1856,2.8942,6.5491,5.3573,2021-09-13 20:28:26
665,1.3,1.4,3.0,3.3,2021-09-13 20:28:26
669,4.2,5.0,3.4,2.85,2021-09-13 20:28:26
670,9.8,5.9,8.5,2.3,2021-09-13 20:28:26
671,6.0,6.7,3.6,8.7,2021-09-13 20:28:26
674,,,,,2021-09-13 20:28:26
675,6.2385,4.258,8.6845,7.5032,2021-09-13 20:28:26
676,6.0,6.7,3.6,8.7,2021-09-13 20:28:26
677,,,,,2021-09-13 20:28:26
678,6.6788,7.4912,6.0,,2021-09-13 20:28:26
681,,,,,2021-09-13 20:28:26
686,1.3741,1.056,4.5083,2.3595,2021-09-13 20:28:26
688,7.2204,7.5343,2.3792,9.4344,2021-09-13 20:28:26
689,1.3,1.4,3.0,3.3,2021-09-13 20:28:26
693,4.8712,4.5664,5.5255,7.1295,2021-09-13 20:28:26
695,,,,,2021-09-13 20:28:26
696,6.2,5.7,7.1,8.3,2021-09-13 20:28:26
701,3.2895,3.9474,1.3158,,2021-09-13 20:28:26
702,4.6565,2.807,5.7644,0.188,2021-09-13 20:28:26
706,3.0637,3.8001,2.9642,8.1513,2021-09-13 20:28:26
708,1.4,1.4,3.0,4.45,2021-09-13 20:28:26
709,6.4579,5.9079,7.3618,7.5877,2021-09-13 20:28:26
710,3.3,3.5,3.5,8.1,2021-09-13 20:28:26
713,6.6618,2.1497,9.5131,4.9488,2021-09-13 20:28:26
720,2.3,1.8286,5.5493,3.6349,2021-09-13 20:28:26
721,,,,,2021-09-13 20:28:26
723,5.7667,5.5876,7.2083,8.9013,2021-09-13 20:28:26
725,4.0492,4.2716,3.5411,9.2233,2021-09-13 20:28:26
729,,,,,2021-09-13 20:28:26
732,1.3,1.4,3.0,,2021-09-13 20:28:26
733,,,,,2021-09-13 20:28:26
742,3.6118,3.868,3.2028,7.9904,2021-09-13 20:28:26
743,6.0,6.7,3.6,8.7,2021-09-13 20:28:26
744,8.8,5.9,8.5,2.3,2021-09-13 20:28:26
748,6.0,6.7,3.6,8.7,2021-09-13 20:28:26
749,1.835,1.835,3.875,0.0917,2021-09-13 20:28:26
750,7.3575,8.9684,8.3385,0.6368,2021-09-13 20:28:26
751,1.5439,1.2982,0.5614,,2021-09-13 20:28:26
752,5.46,6.58,3.18,7.95,2021-09-13 20:28:26
753,,,,,2021-09-13 20:28:26
756,2.0454,2.1108,1.644,6.1973,2021-09-13 20:28:26
757,3.1072,2.9073,2.7325,7.0389,2021-09-13 20:28:26
759,6.0,6.7,3.6,8.7,2021-09-13 20:28:26
760,4.33,4.75,3.83,10.0,2021-09-13 20:28:26
761,,,,,2021-09-13 20:28:26
765,6.0,6.7,3.6,,2021-09-13 20:28:26
767,3.3,3.5,3.5,,2021-09-13 20:28:26
768,7.4,6.4,7.0,,2021-09-13 20:28:26
