election_id,date,party_id,seats,cabinet_id,cabinet_formation,calculation_date
1,1972-11-25,997,32,569,0,2023-11-04 21:48:14
1,1972-11-25,878,55,569,0,2023-11-04 21:48:14
2,1999-06-13,1029,14,95,0,2023-11-04 21:48:14
2,1999-06-13,1594,9,95,0,2023-11-04 21:48:14
2,1999-06-13,1378,19,95,0,2023-11-04 21:48:14
2,1999-06-13,723,22,95,0,2023-11-04 21:48:14
2,1999-06-13,171,1,95,0,2023-11-04 21:48:14
2,1999-06-13,1192,10,95,0,2023-11-04 21:48:14
2,1999-06-13,454,18,95,0,2023-11-04 21:48:14
2,1999-06-13,161,11,95,0,2023-11-04 21:48:14
2,1999-06-13,290,8,95,0,2023-11-04 21:48:14
2,1999-06-13,993,15,95,0,2023-11-04 21:48:14
2,1999-06-13,1110,23,95,0,2023-11-04 21:48:14
3,2005-09-12,1435,23,300,0,2023-11-04 21:48:14
3,2005-09-12,1538,11,300,0,2023-11-04 21:48:14
3,2005-09-12,647,10,300,0,2023-11-04 21:48:14
3,2005-09-12,104,61,300,0,2023-11-04 21:48:14
3,2005-09-12,702,11,300,0,2023-11-04 21:48:14
3,2005-09-12,81,15,300,0,2023-11-04 21:48:14
3,2005-09-12,351,38,300,0,2023-11-04 21:48:14
6,1977-06-16,318,17,315,0,2023-11-04 21:48:14
6,1977-06-16,1393,43,315,0,2023-11-04 21:48:14
6,1977-06-16,30,4,315,0,2023-11-04 21:48:14
6,1977-06-16,280,84,315,0,2023-11-04 21:48:14
8,1971-06-14,1003,28,681,0,2023-11-04 21:48:14
8,1971-06-14,984,27,681,0,2023-11-04 21:48:14
11,1953-02-22,769,4,560,0,2023-11-04 21:48:14
11,1953-02-22,50,14,560,0,2023-11-04 21:48:14
11,1953-02-22,973,73,560,0,2023-11-04 21:48:14
11,1953-02-22,1013,74,560,0,2023-11-04 21:48:14
15,1999-03-21,94,48,100,0,2023-11-04 21:48:14
15,1999-03-21,585,11,100,0,2023-11-04 21:48:14
15,1999-03-21,200,1,100,0,2023-11-04 21:48:14
15,1999-03-21,1062,11,100,0,2023-11-04 21:48:14
15,1999-03-21,1118,46,100,0,2023-11-04 21:48:14
15,1999-03-21,395,51,100,0,2023-11-04 21:48:14
15,1999-03-21,66,1,100,0,2023-11-04 21:48:14
15,1999-03-21,1292,20,100,0,2023-11-04 21:48:14
15,1999-03-21,1463,10,100,0,2023-11-04 21:48:14
15,1999-03-21,638,1,100,0,2023-11-04 21:48:14
17,1987-06-14,242,17,737,0,2023-11-04 21:48:14
17,1987-06-14,1560,1,737,0,2023-11-04 21:48:14
17,1987-06-14,974,1,737,0,2023-11-04 21:48:14
17,1987-06-14,487,11,737,0,2023-11-04 21:48:14
17,1987-06-14,831,35,737,0,2023-11-04 21:48:14
17,1987-06-14,1088,177,737,0,2023-11-04 21:48:14
17,1987-06-14,1296,13,737,0,2023-11-04 21:48:14
17,1987-06-14,1633,234,737,0,2023-11-04 21:48:14
17,1987-06-14,93,21,737,0,2023-11-04 21:48:14
17,1987-06-14,1424,8,737,0,2023-11-04 21:48:14
17,1987-06-14,1304,13,737,0,2023-11-04 21:48:14
17,1987-06-14,1475,94,737,0,2023-11-04 21:48:14
17,1987-06-14,1030,3,737,0,2023-11-04 21:48:14
17,1987-06-14,335,2,737,0,2023-11-04 21:48:14
19,1946-02-17,1335,4,204,0,2023-11-04 21:48:14
19,1946-02-17,1181,1,204,0,2023-11-04 21:48:14
19,1946-02-17,63,16,204,0,2023-11-04 21:48:14
19,1946-02-17,708,23,204,0,2023-11-04 21:48:14
19,1946-02-17,167,66,204,0,2023-11-04 21:48:14
19,1946-02-17,1051,92,204,0,2023-11-04 21:48:14
20,1981-06-21,138,80,1148,0,2023-11-04 21:48:14
20,1981-06-21,1539,268,1148,0,2023-11-04 21:48:14
20,1981-06-21,509,59,1148,0,2023-11-04 21:48:14
20,1981-06-21,686,43,1148,0,2023-11-04 21:48:14
20,1981-06-21,1492,14,1148,0,2023-11-04 21:48:14
20,1981-06-21,1414,10,1148,0,2023-11-04 21:48:14
21,1951-10-28,1167,5,556,0,2023-11-04 21:48:14
21,1951-10-28,531,48,556,0,2023-11-04 21:48:14
21,1951-10-28,602,1,556,0,2023-11-04 21:48:14
21,1951-10-28,26,51,556,0,2023-11-04 21:48:14
21,1951-10-28,458,5,556,0,2023-11-04 21:48:14
21,1951-10-28,886,4,556,0,2023-11-04 21:48:14
21,1951-10-28,35,49,556,0,2023-11-04 21:48:14
21,1951-10-28,750,23,556,0,2023-11-04 21:48:14
21,1951-10-28,1264,10,556,0,2023-11-04 21:48:14
24,1995-03-19,94,44,206,0,2023-11-04 21:48:14
24,1995-03-19,1292,22,206,0,2023-11-04 21:48:14
24,1995-03-19,1463,7,206,0,2023-11-04 21:48:14
24,1995-03-19,66,1,206,0,2023-11-04 21:48:14
24,1995-03-19,1062,9,206,0,2023-11-04 21:48:14
24,1995-03-19,200,1,206,0,2023-11-04 21:48:14
24,1995-03-19,585,11,206,0,2023-11-04 21:48:14
24,1995-03-19,1009,2,206,0,2023-11-04 21:48:14
24,1995-03-19,1105,1,206,0,2023-11-04 21:48:14
24,1995-03-19,395,63,206,0,2023-11-04 21:48:14
24,1995-03-19,1118,39,206,0,2023-11-04 21:48:14
25,1990-02-18,1540,16,106,0,2023-11-04 21:48:14
25,1990-02-18,940,136,106,0,2023-11-04 21:48:14
25,1990-02-18,905,21,106,0,2023-11-04 21:48:14
25,1990-02-18,837,45,106,0,2023-11-04 21:48:14
25,1990-02-18,86,4,106,0,2023-11-04 21:48:14
25,1990-02-18,2297,1,106,0,2023-11-04 21:48:14
25,1990-02-18,1193,275,106,0,2023-11-04 21:48:14
25,1990-02-18,1053,14,106,0,2023-11-04 21:48:14
27,1998-06-20,1245,20,76,0,2023-11-04 21:48:14
27,1998-06-20,789,74,76,0,2023-11-04 21:48:14
27,1998-06-20,688,19,76,0,2023-11-04 21:48:14
27,1998-06-20,1173,24,76,0,2023-11-04 21:48:14
27,1998-06-20,829,63,76,0,2023-11-04 21:48:14
30,1955-10-30,602,1,814,0,2023-11-04 21:48:14
30,1955-10-30,1264,10,814,0,2023-11-04 21:48:14
30,1955-10-30,531,47,814,0,2023-11-04 21:48:14
30,1955-10-30,886,4,814,0,2023-11-04 21:48:14
30,1955-10-30,26,50,814,0,2023-11-04 21:48:14
30,1955-10-30,35,53,814,0,2023-11-04 21:48:14
30,1955-10-30,1167,4,814,0,2023-11-04 21:48:14
30,1955-10-30,750,22,814,0,2023-11-04 21:48:14
30,1955-10-30,458,5,814,0,2023-11-04 21:48:14
32,1991-10-13,1286,24,,0,2023-11-04 21:48:14
32,1991-10-13,1160,106,,0,2023-11-04 21:48:14
32,1991-10-13,423,110,,0,2023-11-04 21:48:14
33,1998-09-20,882,43,156,0,2023-11-04 21:48:14
33,1998-09-20,1461,18,156,0,2023-11-04 21:48:14
33,1998-09-20,904,131,156,0,2023-11-04 21:48:14
33,1998-09-20,282,42,156,0,2023-11-04 21:48:14
33,1998-09-20,892,17,156,0,2023-11-04 21:48:14
33,1998-09-20,1154,16,156,0,2023-11-04 21:48:14
33,1998-09-20,657,82,156,0,2023-11-04 21:48:14
35,1946-06-30,1319,10,703,1,2023-11-04 21:48:14
35,1946-06-30,228,9,703,1,2023-11-04 21:48:14
35,1946-06-30,1342,20,703,1,2023-11-04 21:48:14
35,1946-06-30,1455,13,703,1,2023-11-04 21:48:14
36,2009-04-25,1455,9,651,1,2023-11-04 21:48:14
36,2009-04-25,1342,16,651,1,2023-11-04 21:48:14
36,2009-04-25,210,14,651,1,2023-11-04 21:48:14
36,2009-04-25,1006,20,651,1,2023-11-04 21:48:14
36,2009-04-25,587,4,651,1,2023-11-04 21:48:14
39,1992-06-06,1218,16,262,0,2023-11-04 21:48:14
39,1992-06-06,19,14,262,0,2023-11-04 21:48:14
39,1992-06-06,1245,15,262,0,2023-11-04 21:48:14
39,1992-06-06,1123,14,262,0,2023-11-04 21:48:14
39,1992-06-06,1173,35,262,0,2023-11-04 21:48:14
39,1992-06-06,829,66,262,0,2023-11-04 21:48:14
39,1992-06-06,789,16,262,0,2023-11-04 21:48:14
39,1992-06-06,872,14,262,0,2023-11-04 21:48:14
39,1992-06-06,440,10,262,0,2023-11-04 21:48:14
40,1974-10-10,646,3,7,1,2023-11-04 21:48:14
40,1974-10-10,1210,6,7,1,2023-11-04 21:48:14
40,1974-10-10,319,1,7,1,2023-11-04 21:48:14
40,1974-10-10,1284,11,7,1,2023-11-04 21:48:14
40,1974-10-10,1556,319,7,1,2023-11-04 21:48:14
40,1974-10-10,311,3,7,1,2023-11-04 21:48:14
40,1974-10-10,659,13,7,1,2023-11-04 21:48:14
40,1974-10-10,1023,1,7,1,2023-11-04 21:48:14
40,1974-10-10,773,277,7,1,2023-11-04 21:48:14
40,1974-10-10,1599,1,7,1,2023-11-04 21:48:14
42,1977-06-15,118,19,,0,2023-11-04 21:48:14
42,1977-06-15,902,118,,0,2023-11-04 21:48:14
42,1977-06-15,135,166,,0,2023-11-04 21:48:14
42,1977-06-15,62,2,,0,2023-11-04 21:48:14
42,1977-06-15,1361,8,,0,2023-11-04 21:48:14
42,1977-06-15,1221,1,,0,2023-11-04 21:48:14
42,1977-06-15,645,16,,0,2023-11-04 21:48:14
42,1977-06-15,1377,1,,0,2023-11-04 21:48:14
42,1977-06-15,894,11,,0,2023-11-04 21:48:14
42,1977-06-15,1026,1,,0,2023-11-04 21:48:14
42,1977-06-15,1790,6,,0,2023-11-04 21:48:14
42,1977-06-15,757,1,,0,2023-11-04 21:48:14
43,1987-02-17,379,1,867,0,2023-11-04 21:48:14
43,1987-02-17,1393,51,867,0,2023-11-04 21:48:14
43,1987-02-17,318,12,867,0,2023-11-04 21:48:14
43,1987-02-17,651,14,867,0,2023-11-04 21:48:14
43,1987-02-17,433,4,867,0,2023-11-04 21:48:14
43,1987-02-17,280,81,867,0,2023-11-04 21:48:14
43,1987-02-17,30,3,867,0,2023-11-04 21:48:14
47,1981-06-11,2298,1,442,0,2023-11-04 21:48:14
47,1981-06-11,1323,2,442,0,2023-11-04 21:48:14
47,1981-06-11,280,78,442,0,2023-11-04 21:48:14
47,1981-06-11,30,4,442,0,2023-11-04 21:48:14
47,1981-06-11,433,1,442,0,2023-11-04 21:48:14
47,1981-06-11,318,15,442,0,2023-11-04 21:48:14
47,1981-06-11,1393,65,442,0,2023-11-04 21:48:14
48,1985-09-15,282,1,296,1,2023-11-04 21:48:14
48,1985-09-15,657,76,296,1,2023-11-04 21:48:14
48,1985-09-15,882,19,296,1,2023-11-04 21:48:14
48,1985-09-15,1461,43,296,1,2023-11-04 21:48:14
48,1985-09-15,892,51,296,1,2023-11-04 21:48:14
48,1985-09-15,904,159,296,1,2023-11-04 21:48:14
50,2006-06-03,789,74,15,0,2023-11-04 21:48:14
50,2006-06-03,1245,13,15,0,2023-11-04 21:48:14
50,2006-06-03,829,81,15,0,2023-11-04 21:48:14
50,2006-06-03,1173,26,15,0,2023-11-04 21:48:14
50,2006-06-03,196,6,15,0,2023-11-04 21:48:14
51,1972-11-29,1452,2,291,0,2023-11-04 21:48:14
51,1972-11-29,342,7,291,0,2023-11-04 21:48:14
51,1972-11-29,1194,7,291,0,2023-11-04 21:48:14
51,1972-11-29,742,43,291,0,2023-11-04 21:48:14
51,1972-11-29,1251,3,291,0,2023-11-04 21:48:14
51,1972-11-29,300,14,291,0,2023-11-04 21:48:14
51,1972-11-29,1595,3,291,0,2023-11-04 21:48:14
51,1972-11-29,1409,22,291,0,2023-11-04 21:48:14
51,1972-11-29,405,7,291,0,2023-11-04 21:48:14
51,1972-11-29,625,2,291,0,2023-11-04 21:48:14
51,1972-11-29,402,6,291,0,2023-11-04 21:48:14
51,1972-11-29,345,6,291,0,2023-11-04 21:48:14
51,1972-11-29,451,27,291,0,2023-11-04 21:48:14
51,1972-11-29,2288,1,291,0,2023-11-04 21:48:14
52,2006-10-07,1520,6,535,0,2023-11-04 21:48:14
52,2006-10-07,1518,18,535,0,2023-11-04 21:48:14
52,2006-10-07,521,8,535,0,2023-11-04 21:48:14
52,2006-10-07,1100,17,535,0,2023-11-04 21:48:14
52,2006-10-07,466,18,535,0,2023-11-04 21:48:14
52,2006-10-07,662,10,535,0,2023-11-04 21:48:14
52,2006-10-07,811,23,535,0,2023-11-04 21:48:14
53,1976-12-05,837,55,59,0,2023-11-04 21:48:14
53,1976-12-05,1193,249,59,0,2023-11-04 21:48:14
53,1976-12-05,1540,17,59,0,2023-11-04 21:48:14
53,1976-12-05,170,17,59,0,2023-11-04 21:48:14
53,1976-12-05,940,123,59,0,2023-11-04 21:48:14
53,1976-12-05,905,21,59,0,2023-11-04 21:48:14
53,1976-12-05,1053,29,59,0,2023-11-04 21:48:14
56,1984-07-14,878,56,259,0,2023-11-04 21:48:14
56,1984-07-14,1636,2,259,0,2023-11-04 21:48:14
56,1984-07-14,997,37,259,0,2023-11-04 21:48:14
57,1993-07-18,1540,15,253,0,2023-11-04 21:48:14
57,1993-07-18,1146,13,253,0,2023-11-04 21:48:14
57,1993-07-18,940,70,253,0,2023-11-04 21:48:14
57,1993-07-18,1327,35,253,0,2023-11-04 21:48:14
57,1993-07-18,1053,15,253,0,2023-11-04 21:48:14
57,1993-07-18,86,4,253,0,2023-11-04 21:48:14
57,1993-07-18,837,51,253,0,2023-11-04 21:48:14
57,1993-07-18,547,55,253,0,2023-11-04 21:48:14
57,1993-07-18,1193,223,253,0,2023-11-04 21:48:14
57,1993-07-18,905,30,253,0,2023-11-04 21:48:14
59,2000-10-08,652,1,735,0,2023-11-04 21:48:14
59,2000-10-08,493,1,735,0,2023-11-04 21:48:14
59,2000-10-08,887,2,735,0,2023-11-04 21:48:14
59,2000-10-08,28,2,735,0,2023-11-04 21:48:14
59,2000-10-08,1562,1,735,0,2023-11-04 21:48:14
59,2000-10-08,519,26,735,0,2023-11-04 21:48:14
59,2000-10-08,1408,19,735,0,2023-11-04 21:48:14
59,2000-10-08,675,2,735,0,2023-11-04 21:48:14
59,2000-10-08,58,3,735,0,2023-11-04 21:48:14
59,2000-10-08,383,1,735,0,2023-11-04 21:48:14
59,2000-10-08,1632,4,735,0,2023-11-04 21:48:14
59,2000-10-08,856,29,735,0,2023-11-04 21:48:14
59,2000-10-08,1045,9,735,0,2023-11-04 21:48:14
59,2000-10-08,1261,3,735,0,2023-11-04 21:48:14
59,2000-10-08,863,3,735,0,2023-11-04 21:48:14
59,2000-10-08,983,34,735,0,2023-11-04 21:48:14
59,2000-10-08,709,1,735,0,2023-11-04 21:48:14
60,1948-02-04,923,7,151,0,2023-11-04 21:48:14
60,1948-02-04,280,68,151,0,2023-11-04 21:48:14
60,1948-02-04,30,12,151,0,2023-11-04 21:48:14
60,1948-02-04,318,14,151,0,2023-11-04 21:48:14
60,1948-02-04,1393,31,151,0,2023-11-04 21:48:14
60,1948-02-04,92,10,151,0,2023-11-04 21:48:14
60,1948-02-04,156,5,151,0,2023-11-04 21:48:14
62,1986-05-21,1409,27,270,0,2023-11-04 21:48:14
62,1986-05-21,212,1,270,0,2023-11-04 21:48:14
62,1986-05-21,1452,1,270,0,2023-11-04 21:48:14
62,1986-05-21,742,52,270,0,2023-11-04 21:48:14
62,1986-05-21,235,54,270,0,2023-11-04 21:48:14
62,1986-05-21,345,9,270,0,2023-11-04 21:48:14
62,1986-05-21,342,2,270,0,2023-11-04 21:48:14
62,1986-05-21,1251,3,270,0,2023-11-04 21:48:14
62,1986-05-21,625,1,270,0,2023-11-04 21:48:14
63,1990-06-09,1245,15,,0,2023-11-04 21:48:14
63,1990-06-09,665,32,,0,2023-11-04 21:48:14
63,1990-06-09,743,127,,0,2023-11-04 21:48:14
63,1990-06-09,19,22,,0,2023-11-04 21:48:14
63,1990-06-09,440,4,,0,2023-11-04 21:48:14
64,1973-12-04,1239,6,320,0,2023-11-04 21:48:14
64,1973-12-04,978,27,320,0,2023-11-04 21:48:14
64,1973-12-04,1634,4,320,0,2023-11-04 21:48:14
64,1973-12-04,1324,13,320,0,2023-11-04 21:48:14
64,1973-12-04,1605,22,320,0,2023-11-04 21:48:14
64,1973-12-04,1606,5,320,0,2023-11-04 21:48:14
64,1973-12-04,590,16,320,0,2023-11-04 21:48:14
64,1973-12-04,1331,7,320,0,2023-11-04 21:48:14
64,1973-12-04,1629,46,320,0,2023-11-04 21:48:14
64,1973-12-04,211,20,320,0,2023-11-04 21:48:14
64,1973-12-04,1644,11,320,0,2023-11-04 21:48:14
64,1973-12-04,812,1,320,0,2023-11-04 21:48:14
64,1973-12-04,538,1,320,0,2023-11-04 21:48:14
65,1972-05-07,1633,266,398,0,2023-11-04 21:48:14
65,1972-05-07,974,1,398,0,2023-11-04 21:48:14
65,1972-05-07,487,20,398,0,2023-11-04 21:48:14
65,1972-05-07,242,29,398,0,2023-11-04 21:48:14
65,1972-05-07,1475,61,398,0,2023-11-04 21:48:14
65,1972-05-07,1030,3,398,0,2023-11-04 21:48:14
65,1972-05-07,93,15,398,0,2023-11-04 21:48:14
65,1972-05-07,1088,179,398,0,2023-11-04 21:48:14
65,1972-05-07,831,56,398,0,2023-11-04 21:48:14
66,1994-10-09,955,11,524,0,2023-11-04 21:48:14
66,1994-10-09,1429,13,524,0,2023-11-04 21:48:14
66,1994-10-09,50,42,524,0,2023-11-04 21:48:14
66,1994-10-09,1013,52,524,0,2023-11-04 21:48:14
66,1994-10-09,973,65,524,0,2023-11-04 21:48:14
67,1949-10-09,769,5,884,0,2023-11-04 21:48:14
67,1949-10-09,50,16,884,0,2023-11-04 21:48:14
67,1949-10-09,973,67,884,0,2023-11-04 21:48:14
67,1949-10-09,1013,77,884,0,2023-11-04 21:48:14
70,1981-05-24,851,8,914,1,2023-11-04 21:48:14
70,1981-05-24,572,12,914,1,2023-11-04 21:48:14
70,1981-05-24,1575,12,914,1,2023-11-04 21:48:14
70,1981-05-24,945,3,914,1,2023-11-04 21:48:14
71,1954-03-08,395,54,738,0,2023-11-04 21:48:14
71,1954-03-08,94,53,738,0,2023-11-04 21:48:14
71,1954-03-08,585,12,738,0,2023-11-04 21:48:14
71,1954-03-08,66,1,738,0,2023-11-04 21:48:14
71,1954-03-08,1118,24,738,0,2023-11-04 21:48:14
71,1954-03-08,1219,13,738,0,2023-11-04 21:48:14
71,1954-03-08,1292,43,738,0,2023-11-04 21:48:14
73,1960-11-15,1634,4,467,0,2023-11-04 21:48:14
73,1960-11-15,1605,38,467,0,2023-11-04 21:48:14
73,1960-11-15,1644,11,467,0,2023-11-04 21:48:14
73,1960-11-15,590,32,467,0,2023-11-04 21:48:14
73,1960-11-15,538,6,467,0,2023-11-04 21:48:14
73,1960-11-15,1629,76,467,0,2023-11-04 21:48:14
73,1960-11-15,812,1,467,0,2023-11-04 21:48:14
73,1960-11-15,211,11,467,0,2023-11-04 21:48:14
74,2002-05-15,345,7,749,0,2023-11-04 21:48:14
74,2002-05-15,357,9,749,0,2023-11-04 21:48:14
74,2002-05-15,742,23,749,0,2023-11-04 21:48:14
74,2002-05-15,744,2,749,0,2023-11-04 21:48:14
74,2002-05-15,235,43,749,0,2023-11-04 21:48:14
74,2002-05-15,1409,24,749,0,2023-11-04 21:48:14
74,2002-05-15,756,10,749,0,2023-11-04 21:48:14
74,2002-05-15,1206,4,749,0,2023-11-04 21:48:14
74,2002-05-15,456,26,749,0,2023-11-04 21:48:14
74,2002-05-15,1251,2,749,0,2023-11-04 21:48:14
75,1946-11-10,1539,90,150,0,2023-11-04 21:48:14
75,1946-11-10,1086,158,150,0,2023-11-04 21:48:14
75,1946-11-10,1094,5,150,0,2023-11-04 21:48:14
75,1946-11-10,686,166,150,0,2023-11-04 21:48:14
75,1946-11-10,890,55,150,0,2023-11-04 21:48:14
75,1946-11-10,1297,70,150,0,2023-11-04 21:48:14
76,1962-06-18,1392,30,619,1,2023-11-04 21:48:14
76,1962-06-18,794,116,619,1,2023-11-04 21:48:14
76,1962-06-18,368,99,619,1,2023-11-04 21:48:14
76,1962-06-18,296,19,619,1,2023-11-04 21:48:14
76,1962-06-18,2085,1,619,1,2023-11-04 21:48:14
77,1970-03-16,1292,36,203,0,2023-11-04 21:48:14
77,1970-03-16,66,1,203,0,2023-11-04 21:48:14
77,1970-03-16,200,18,203,0,2023-11-04 21:48:14
77,1970-03-16,585,11,203,0,2023-11-04 21:48:14
77,1970-03-16,395,52,203,0,2023-11-04 21:48:14
77,1970-03-16,1219,8,203,0,2023-11-04 21:48:14
77,1970-03-16,1118,37,203,0,2023-11-04 21:48:14
77,1970-03-16,94,36,203,0,2023-11-04 21:48:14
77,1970-03-16,1463,1,203,0,2023-11-04 21:48:14
79,2009-07-05,1254,15,425,0,2023-11-04 21:48:14
79,2009-07-05,1160,40,425,0,2023-11-04 21:48:14
79,2009-07-05,1541,116,425,0,2023-11-04 21:48:14
79,2009-07-05,636,10,425,0,2023-11-04 21:48:14
79,2009-07-05,535,21,425,0,2023-11-04 21:48:14
79,2009-07-05,1286,38,425,0,2023-11-04 21:48:14
80,2004-10-03,16,7,292,0,2023-11-04 21:48:14
80,2004-10-03,1047,9,292,0,2023-11-04 21:48:14
80,2004-10-03,1252,23,292,0,2023-11-04 21:48:14
80,2004-10-03,179,29,292,0,2023-11-04 21:48:14
80,2004-10-03,706,10,292,0,2023-11-04 21:48:14
80,2004-10-03,1587,4,292,0,2023-11-04 21:48:14
80,2004-10-03,65,1,292,0,2023-11-04 21:48:14
80,2004-10-03,981,6,292,0,2023-11-04 21:48:14
80,2004-10-03,199,1,292,0,2023-11-04 21:48:14
81,1981-05-26,345,17,563,0,2023-11-04 21:48:14
81,1981-05-26,1409,26,563,0,2023-11-04 21:48:14
81,1981-05-26,1194,3,563,0,2023-11-04 21:48:14
81,1981-05-26,1452,3,563,0,2023-11-04 21:48:14
81,1981-05-26,212,2,563,0,2023-11-04 21:48:14
81,1981-05-26,342,3,563,0,2023-11-04 21:48:14
81,1981-05-26,235,48,563,0,2023-11-04 21:48:14
81,1981-05-26,1251,3,563,0,2023-11-04 21:48:14
81,1981-05-26,625,1,563,0,2023-11-04 21:48:14
81,1981-05-26,742,44,563,0,2023-11-04 21:48:14
82,1995-04-08,228,7,640,0,2023-11-04 21:48:14
82,1995-04-08,1342,25,640,0,2023-11-04 21:48:14
82,1995-04-08,147,3,640,0,2023-11-04 21:48:14
82,1995-04-08,1360,9,640,0,2023-11-04 21:48:14
82,1995-04-08,205,4,640,0,2023-11-04 21:48:14
82,1995-04-08,1455,15,640,0,2023-11-04 21:48:14
83,2007-03-04,1597,19,274,0,2023-11-04 21:48:14
83,2007-03-04,113,31,274,0,2023-11-04 21:48:14
83,2007-03-04,417,6,274,0,2023-11-04 21:48:14
83,2007-03-04,1137,29,274,0,2023-11-04 21:48:14
83,2007-03-04,1448,10,274,0,2023-11-04 21:48:14
83,2007-03-04,219,6,274,0,2023-11-04 21:48:14
84,1979-03-19,1292,35,492,0,2023-11-04 21:48:14
84,1979-03-19,1219,4,492,0,2023-11-04 21:48:14
84,1979-03-19,94,36,492,0,2023-11-04 21:48:14
84,1979-03-19,1463,9,492,0,2023-11-04 21:48:14
84,1979-03-19,395,52,492,0,2023-11-04 21:48:14
84,1979-03-19,200,7,492,0,2023-11-04 21:48:14
84,1979-03-19,1118,47,492,0,2023-11-04 21:48:14
84,1979-03-19,585,9,492,0,2023-11-04 21:48:14
84,1979-03-19,66,1,492,0,2023-11-04 21:48:14
85,1982-10-28,637,2,406,0,2023-11-04 21:48:14
85,1982-10-28,1361,8,406,0,2023-11-04 21:48:14
85,1982-10-28,757,1,406,0,2023-11-04 21:48:14
85,1982-10-28,902,202,406,0,2023-11-04 21:48:14
85,1982-10-28,894,12,406,0,2023-11-04 21:48:14
85,1982-10-28,135,11,406,0,2023-11-04 21:48:14
85,1982-10-28,645,107,406,0,2023-11-04 21:48:14
85,1982-10-28,1026,1,406,0,2023-11-04 21:48:14
85,1982-10-28,118,4,406,0,2023-11-04 21:48:14
85,1982-10-28,1317,2,406,0,2023-11-04 21:48:14
88,1953-06-28,1319,7,766,0,2023-11-04 21:48:14
88,1953-06-28,1342,21,766,0,2023-11-04 21:48:14
88,1953-06-28,1455,16,766,0,2023-11-04 21:48:14
88,1953-06-28,228,6,766,0,2023-11-04 21:48:14
88,1953-06-28,1172,2,766,0,2023-11-04 21:48:14
89,1994-09-21,978,11,740,0,2023-11-04 21:48:14
89,1994-09-21,211,8,740,0,2023-11-04 21:48:14
89,1994-09-21,1629,62,740,0,2023-11-04 21:48:14
89,1994-09-21,306,6,740,0,2023-11-04 21:48:14
89,1994-09-21,1128,1,740,0,2023-11-04 21:48:14
89,1994-09-21,1644,13,740,0,2023-11-04 21:48:14
89,1994-09-21,590,27,740,0,2023-11-04 21:48:14
89,1994-09-21,1605,42,740,0,2023-11-04 21:48:14
89,1994-09-21,1324,5,740,0,2023-11-04 21:48:14
89,1994-09-21,2575,1,740,0,2023-11-04 21:48:14
89,1994-09-21,2574,1,740,0,2023-11-04 21:48:14
89,1994-09-21,1892,1,740,0,2023-11-04 21:48:14
89,1994-09-21,2576,1,740,0,2023-11-04 21:48:14
90,1991-10-06,251,5,718,0,2023-11-04 21:48:14
90,1991-10-06,1535,2,718,0,2023-11-04 21:48:14
90,1991-10-06,514,15,718,0,2023-11-04 21:48:14
90,1991-10-06,725,72,718,0,2023-11-04 21:48:14
90,1991-10-06,82,1,718,0,2023-11-04 21:48:14
90,1991-10-06,1273,135,718,0,2023-11-04 21:48:14
91,1968-06-25,677,14,565,0,2023-11-04 21:48:14
91,1968-06-25,296,22,565,0,2023-11-04 21:48:14
91,1968-06-25,794,72,565,0,2023-11-04 21:48:14
91,1968-06-25,368,155,565,0,2023-11-04 21:48:14
91,1968-06-25,1189,1,565,0,2023-11-04 21:48:14
94,1949-11-30,878,34,474,0,2023-11-04 21:48:14
94,1949-11-30,997,46,474,0,2023-11-04 21:48:14
96,1988-11-21,296,43,498,0,2023-11-04 21:48:14
96,1988-11-21,794,169,498,0,2023-11-04 21:48:14
96,1988-11-21,368,83,498,0,2023-11-04 21:48:14
97,1966-11-22,1478,4,825,1,2023-11-04 21:48:14
97,1966-11-22,211,13,825,1,2023-11-04 21:48:14
97,1966-11-22,1629,69,825,1,2023-11-04 21:48:14
97,1966-11-22,1634,4,825,1,2023-11-04 21:48:14
97,1966-11-22,1644,20,825,1,2023-11-04 21:48:14
97,1966-11-22,1605,35,825,1,2023-11-04 21:48:14
97,1966-11-22,590,34,825,1,2023-11-04 21:48:14
98,1975-09-22,1463,9,143,0,2023-11-04 21:48:14
98,1975-09-22,94,39,143,0,2023-11-04 21:48:14
98,1975-09-22,1118,35,143,0,2023-11-04 21:48:14
98,1975-09-22,1389,1,143,0,2023-11-04 21:48:14
98,1975-09-22,66,1,143,0,2023-11-04 21:48:14
98,1975-09-22,139,1,143,0,2023-11-04 21:48:14
98,1975-09-22,1292,40,143,0,2023-11-04 21:48:14
98,1975-09-22,1219,9,143,0,2023-11-04 21:48:14
98,1975-09-22,395,54,143,0,2023-11-04 21:48:14
98,1975-09-22,200,2,143,0,2023-11-04 21:48:14
98,1975-09-22,585,9,143,0,2023-11-04 21:48:14
99,1996-03-03,520,2,654,0,2023-11-04 21:48:14
99,1996-03-03,902,141,654,0,2023-11-04 21:48:14
99,1996-03-03,1317,2,654,0,2023-11-04 21:48:14
99,1996-03-03,645,156,654,0,2023-11-04 21:48:14
99,1996-03-03,845,1,654,0,2023-11-04 21:48:14
99,1996-03-03,234,4,654,0,2023-11-04 21:48:14
99,1996-03-03,443,1,654,0,2023-11-04 21:48:14
99,1996-03-03,894,16,654,0,2023-11-04 21:48:14
99,1996-03-03,757,1,654,0,2023-11-04 21:48:14
