election_id,turnout,enp_votes,enp_seats,disproportionality,advantage_ratio,polarization_vote,polarization_seats,calculation_date
540,60.02,4.416161384201624,2.944127365575248,9.566148297281783,1.2547838634795156,0.39985559036890334,0.3469867639868165,2023-11-04 21:48:06
541,85.78,3.8023444038844136,3.6525974025974026,4.086343108452838,1.1844331641285957,0.3996576525268228,0.38772294023221393,2023-11-04 21:48:06
543,94.98,5.004313217562217,4.651162790697675,1.4993665329064785,1.0610079575596816,0.3704044842079868,0.36720947106085117,2023-11-04 21:48:06
545,93.18,3.077112437688473,2.7458455522971645,3.348144972921716,1.1230907457322552,0.37095745236239697,0.3653731667580317,2023-11-04 21:48:06
546,69.64,3.9287020719463994,2.349804239233158,17.66869535213935,2.2598870056497176,0.4138877001687751,0.37526105733819004,2023-11-04 21:48:06
547,88.57,3.095256519384044,2.9648314188662033,1.390054297633811,1.0236859755021357,0.28612488279403453,0.282692234408676,2023-11-04 21:48:06
549,65.14,4.611524910927244,3.60500695410292,6.1580961965068495,3.0193236714975846,0.4877186883545892,0.49114309284023455,2023-11-04 21:48:06
550,75.44,2.4244862834809733,2.4464831804281344,3.0565585222599614,1.440922190201729,0.26954865421103896,0.26330199619237393,2023-11-04 21:48:06
551,82.91,3.1529268525384304,6.088917525773196,2.5617759108841454,1.5873015873015872,0.4739181399161167,0.48057382423411243,2023-11-04 21:48:06
552,76.72,3.4193804465601443,2.8424143556280588,6.684101499515928,2.1043771043771047,0.32041993603544705,0.2871236059239781,2023-11-04 21:48:06
553,90.73,8.438430468809662,7.384615384615383,5.7614162032148535,1.4387661141804788,0.3887061984556651,0.39959761144625694,2023-11-04 21:48:06
554,67.46,3.720914310506207,2.262861183680685,18.771261648831413,1.6151562772830454,0.4288092785322631,0.4492126769972103,2023-11-04 21:48:06
555,78.79,2.1520049315345005,1.923076923076923,4.196992971163992,1.0954902318787656,0.23076920300102333,0.21995468020708264,2023-11-04 21:48:06
556,89.0,4.2901993827261125,3.90049751243781,2.3820245205132826,1.096141581632653,0.6175422584059187,0.6283633430360405,2023-11-04 21:48:06
557,68.52,4.268541091196186,3.1523642732049035,5.992065123514969,1.1832319134550373,0.40269698260227416,0.4155836104628644,2023-11-04 21:48:06
560,53.82,3.321692241427103,2.8713328086411374,4.470121856727027,1.123854142688855,0.39352908200355496,0.3852966698271972,2023-11-04 21:48:06
561,88.28,4.386844012732199,3.7617554858934175,4.3594590643029685,1.0937684758188482,0.33644124753334376,0.34953496959405317,2023-11-04 21:48:06
562,75.05,2.878764268559112,2.858044035651784,3.1412168910194285,1.0830530696004104,0.28247976169375394,0.27905288126967204,2023-11-04 21:48:06
563,84.54,5.192889895155553,5.11591888871148,1.4636131052958277,1.0323050765120234,0.47880872052562107,0.48478274291911166,2023-11-04 21:48:06
564,91.18,6.229405973190508,5.050505050505051,3.9439510646051397,1.215277777777778,0.4317991444952927,0.45865223013133216,2023-11-04 21:48:06
565,46.29,4.495591083912186,4.035241618673481,5.042864130525569,1.1295822676896847,0.43658415333448647,0.4577285927963445,2023-11-04 21:48:06
566,52.92,7.176902831984327,3.5119236883942766,13.979142880007881,1.58409030219917,0.3755846943470707,0.31739253765165815,2023-11-04 21:48:06
567,28.3,5.9378688715478045,4.173913043478261,6.93803166130952,1.248335552596538,0.5105536092426052,0.5513945479636156,2023-11-04 21:48:06
568,78.94,3.1188121791736383,2.251106781373693,15.399785755873443,1.2742358818050967,0.3166731289587546,0.31510179656441634,2023-11-04 21:48:06
570,78.81,5.717982798592347,5.416466056812711,1.045001329079431,1.1299435028248588,0.3876528623408264,0.3857524423404684,2023-11-04 21:48:06
571,83.16,4.842216379281125,4.2347176854876345,3.580000692552685,2.0202020202020203,0.4809184749878303,0.4904079892867414,2023-11-04 21:48:06
572,76.98,4.165110997709023,3.7578288100208765,2.492406244754033,1.075011944577162,0.34494765709805103,0.3468875898297621,2023-11-04 21:48:06
573,93.62,2.793982878472921,2.546979485435793,2.8615582268998225,1.1230907457322552,0.3700175657457059,0.3675171635402158,2023-11-04 21:48:06
575,74.58,4.973137844589342,4.796163069544364,1.7179784631944595,1.6666666666666667,0.3721244537728863,0.3703713061084643,2023-11-04 21:48:06
577,55.61,5.019500760454366,4.458314757021846,3.7901187316494447,1.1450381679389312,0.33649205152393075,0.3283589801853565,2023-11-04 21:48:06
578,80.35,5.801984533997947,5.539143279172822,1.0169070754006966,1.0382255781028786,0.46532520418714574,0.4669225645076,2023-11-04 21:48:06
579,90.57,3.532711691477548,3.1676767676767676,5.225426747537234,1.180460164835165,0.37731053546806775,0.3727332268287104,2023-11-04 21:48:06
580,83.84,3.6058125698626182,3.1770686246822932,4.50493556496033,1.4814814814814816,0.3787964434538984,0.36464265878421914,2023-11-04 21:48:06
581,78.49,5.636152536832257,4.650742488776333,4.798246654884972,1.1351970307194186,0.40458703550686687,0.387096728634525,2023-11-04 21:48:06
582,65.77,3.71529045620646,2.572956250608984,15.095090349604467,2.051282051282051,0.3605529104030032,0.36754455319828805,2023-11-04 21:48:06
583,75.96,2.419064160838738,2.0338201383551118,8.38703167560123,1.5873015873015872,0.3434609995952961,0.30002944996957814,2023-11-04 21:48:06
584,76.45,3.2547669479457966,3.0243526941917427,2.1100518230398357,1.1007639301675365,0.252341728228981,0.24801746365590244,2023-11-04 21:48:06
585,63.05,3.326007469281494,3.056716417910448,1.988048666406333,1.0647359454855196,0.46705553668606276,0.47738784850408816,2023-11-04 21:48:06
586,97.53,2.0100059301204953,1.9950124688279303,1.0847349906774473,1.0237909516380654,0.35840851144575847,0.35471069189943755,2023-11-04 21:48:06
587,47.48,4.090266119667198,3.491620111731843,4.614580154250222,1.1560693641618496,0.33147307579883845,0.3231824503714133,2023-11-04 21:48:06
588,84.33,3.5433475421569773,3.4715191207679226,0.6004101518804937,1.0181571355845918,0.35474311809513837,0.3514112116479208,2023-11-04 21:48:06
589,88.91,3.7959595806223856,2.571428571428571,12.647836881371369,1.3850415512465375,0.4388801446539945,0.4769923213218427,2023-11-04 21:48:06
590,68.1,3.3830641508126695,2.9687567334626155,3.627291251098156,1.1311891471656514,0.409953592426719,0.40361378576295753,2023-11-04 21:48:06
591,91.55,6.419216978777555,5.8966150616636055,2.4449846079272297,1.1253711330332345,0.376779640521645,0.3750664995754401,2023-11-04 21:48:06
592,84.07,3.553732885444532,3.4543080939947783,1.0515667862628955,1.0465724751439036,0.479856861472252,0.4823983497224883,2023-11-04 21:48:06
593,91.22,4.198103112297327,3.0,11.612382758647481,1.3466199838405601,0.4628101164536197,0.40351210071462446,2023-11-04 21:48:06
594,88.64,4.674329419532891,3.5999999999999996,9.26792167760508,1.5248551387618177,0.4049056227188627,0.3547140304996876,2023-11-04 21:48:06
595,78.97,3.7428511542952956,3.4458908813429985,2.156718724728926,1.0616819827346142,0.35223330682993337,0.3390403481275969,2023-11-04 21:48:06
596,81.11,3.742458945225371,2.3499921666927777,13.63198852373017,1.3636363636363635,0.42950406770458827,0.4048792732406991,2023-11-04 21:48:06
597,88.44,5.246644770669158,5.270768218456983,1.1284721221834586,1.0345541071798052,0.41680021387137567,0.42061297974026357,2023-11-04 21:48:06
598,77.79,3.749965640939814,3.408595113438045,2.8751173889077983,1.0898300512543835,0.4375831029098473,0.39386195910445576,2023-11-04 21:48:06
599,62.55,6.759519025071867,4.624277456647398,8.448822403151816,1.3105835806132544,0.49158062157455723,0.5031049559813621,2023-11-04 21:48:06
600,69.06,5.931674817282172,4.148434322895485,7.304434105205853,1.2595116166906795,0.4149927671599186,0.3821447372126723,2023-11-04 21:48:06
601,58.83,3.8601750411813125,3.146192624038206,9.935532273619174,2.094679514034353,0.5896224383237803,0.6302884173212283,2023-11-04 21:48:06
602,68.39,5.924027077779929,5.245213742460005,2.9867122392356458,1.6666666666666667,0.3414901991085542,0.34066471090208333,2023-11-04 21:48:06
603,68.5,3.353800122165523,2.495045739758731,9.127838084183837,1.2441582880381956,0.5383032222849007,0.5598377070748992,2023-11-04 21:48:06
604,90.62,3.9098926147993347,3.4541878437652302,2.782094944492612,1.7636684303350971,0.4271312504774634,0.42680479191353604,2023-11-04 21:48:06
605,87.29,6.615205658805685,5.71161318175277,2.420680905105766,1.4430014430014428,0.4046521496472961,0.40703204630018885,2023-11-04 21:48:06
